gid,pid,detail,off,def,type,dseq,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,zone,yds,succ,fd,sg,nh,pts,bc,kne,dir,rtck1,rtck2,psr,comp,spk,loc,trg,dfb,ptck1,ptck2,sk1,sk2,ptm1,pen1,desc1,cat1,pey1,act1,ptm2,pen2,desc2,cat2,pey2,act2,ptm3,pen3,desc3,cat3,pey3,act3,ints,iry,fum,frcv,fry,forc,saf,blk,brcv,fgxp,fkicker,dist,good,punter,pgro,pnet,ptb,pr,pry,pfc,kicker,kgro,knet,ktb,kr,kry
4538,743924,(4:46) (Shotgun) T.Siemian pass short right to E.Sanders pushed ob at LAC 24 for 20 yards (T.Williams42).,DEN,LAC,PASS,6,44,3,4,46,21,7,3,3,2,19,56,3,20,Y,Y,Y,,,,,,,,TS-1450,Y,,SR,ES-0200,,TW-2856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743925,"(4:02) T.Siemian pass short right to D.Thomas88 to LAC 12 for 12 yards (C.Hayward, H.Pullard).",DEN,LAC,PASS,7,34,3,4,2,21,7,3,3,1,10,76,4,12,Y,Y,,,,,,,,,TS-1450,Y,,SR,DT-0900,,HP-0200,CH-2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743926,(3:28) J.Charles right end pushed ob at LAC 10 for 2 yards (K.Toomer).,DEN,LAC,RUSH,8,33,3,3,28,21,7,3,3,1,10,88,5,2,,,,,,JC-2300,,RE,KT-0650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743927,(2:55) T.Siemian pass short middle to C.Anderson to LAC 3 for 7 yards (B.Mebane).,DEN,LAC,PASS,9,38,3,2,55,21,7,3,3,2,8,90,5,7,Y,,,,,,,,,,TS-1450,Y,,SM,CA-0750,,BM-1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743928,(2:17) J.Charles up the middle to LAC 1 for 2 yards (J.Brown).,DEN,LAC,RUSH,10,44,3,2,17,21,7,2,3,3,1,97,5,2,Y,Y,,,,JC-2300,,MD,JB-6825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743929,(1:33) J.Charles right end to LAC 3 for -2 yards (J.Addae).,DEN,LAC,RUSH,11,44,3,1,33,21,7,2,3,1,1,99,5,-2,,,,,,JC-2300,,RE,JA-0280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743930,(:49) (Shotgun) C.Anderson left guard to LAC 2 for 1 yard (T.Boston).,DEN,LAC,RUSH,12,41,3,0,49,21,7,2,3,2,3,97,5,1,,,Y,,,CA-0750,,LG,TB-1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743931,(:08) (Shotgun) T.Siemian pass incomplete short right to E.Sanders.,DEN,LAC,PASS,13,5,3,0,8,21,7,2,3,3,2,98,5,,,,Y,,,,,,,,TS-1450,,,SR,ES-0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743932,"(:03) B.McManus 20 yard field goal is GOOD, Center-C.Kreiter, Holder-R.Dixon.",DEN,LAC,FGXP,14,3,3,0,3,21,7,2,3,4,2,98,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FG,BM-1650,20,Y,,,,,,,,,,,,,
4538,743933,"B.McManus kicks 65 yards from DEN 35 to end zone, Touchback.",LAC,DEN,KOFF,0,6,4,15,0,7,24,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BM-1650,65,40,Y,,
4538,743934,(15:00) (Shotgun) P.Rivers pass short left to M.Gordon to LAC 34 for 9 yards (B.Roby; B.Marshall).,LAC,DEN,PASS,1,30,4,15,0,7,24,3,2,1,10,25,2,9,Y,,Y,,,,,,,,PR-0300,Y,,SL,MG-1150,,BM-0330,BR-1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743935,(14:27) (Shotgun) P.Rivers pass short middle to T.Williams16 to LAC 43 for 9 yards (B.Marshall).,LAC,DEN,PASS,2,36,4,14,27,7,24,3,2,2,1,34,2,9,Y,Y,Y,,,,,,,,PR-0300,Y,,SM,TW-2875,,BM-0330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743936,(13:51) (Shotgun) M.Gordon left tackle to LAC 41 for -2 yards (C.Harris).,LAC,DEN,RUSH,3,39,4,13,51,7,24,3,2,1,10,43,3,-2,,,Y,,,MG-1150,,LT,CH-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743937,(13:12) (Shotgun) P.Rivers pass short right to A.Ekeler to LAC 48 for 7 yards (C.Nelson).,LAC,DEN,PASS,4,38,4,13,12,7,24,3,2,2,12,41,3,7,,,Y,,,,,,,,PR-0300,Y,,SR,AE-0550,,CN-0450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743938,(12:34) (Shotgun) P.Rivers pass short right to K.Allen to DEN 48 for 4 yards (A.Talib).,LAC,DEN,PASS,5,32,4,12,34,7,24,3,2,3,5,48,3,4,,,Y,,,,,,,,PR-0300,Y,,SR,KA-0650,,AT-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743939,(12:02) M.Gordon up the middle to 50 for -2 yards (T.Davis).,LAC,DEN,RUSH,6,4,4,12,2,7,24,2,2,4,1,52,3,-2,,,,,,MG-1150,,MD,TD-0725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743940,(11:58) C.Anderson right guard to LAC 49 for no gain (J.Brown).,DEN,LAC,RUSH,1,35,4,11,58,24,7,2,2,1,10,51,3,0,,,,,,CA-0750,,RG,JB-6825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743941,(11:58) C.Anderson up the middle to LAC 49 for no gain (J.Brown).,DEN,LAC,RUSH,2,35,4,11,58,24,7,2,2,2,10,51,3,0,,,,,,CA-0750,,MD,JB-6825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743942,"(10:44) (Shotgun) T.Siemian pass short left intended for B.Fowler INTERCEPTED by A.Phillips (D.King) at DEN 47. A.Phillips to DEN 43 for 4 yards (A.Derby). The Replay Official reviewed the pass interception ruling, and the play was Upheld.",DEN,LAC,PASS,3,7,4,10,44,24,7,2,2,3,10,51,3,,,,Y,,,,,,,,TS-1450,,,SL,BF-0950,DK-0687,,,,,,,,,,,,,,,,,,,,,,,AP-1050,4,,,,,,,,,,,,,,,,,,,,,,,,
4538,743943,(10:37) (Shotgun) P.Rivers pass incomplete short left to K.Allen.,LAC,DEN,PASS,1,4,4,10,37,7,24,2,2,1,10,57,3,,,,Y,,,,,,,,PR-0300,,,SL,KA-0650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743944,(10:33) (Shotgun) P.Rivers pass short middle to A.Gates to DEN 32 for 11 yards (B.Marshall).,LAC,DEN,PASS,2,25,4,10,33,7,24,2,2,2,10,57,3,11,Y,Y,Y,,,,,,,,PR-0300,Y,,SM,AG-0500,,BM-0330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743945,"(10:08) (No Huddle, Shotgun) P.Rivers pass short left to T.Williams16 to DEN 20 for 12 yards (B.Marshall).",LAC,DEN,PASS,3,37,4,10,8,7,24,2,2,1,10,68,4,12,Y,Y,Y,Y,,,,,,,PR-0300,Y,,SL,TW-2875,,BM-0330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743946,"(9:31) (No Huddle, Shotgun) M.Gordon up the middle to DEN 16 for 4 yards (A.Gotsis).",LAC,DEN,RUSH,4,35,4,9,31,7,24,2,2,1,10,80,5,4,,,Y,Y,,MG-1150,,MD,AG-1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743947,"(8:56) (No Huddle, Shotgun) P.Rivers pass short middle to A.Ekeler to DEN 5 for 11 yards (B.Roby; J.Simmons).",LAC,DEN,PASS,5,41,4,8,56,7,24,2,2,2,6,84,5,11,Y,Y,Y,Y,,,,,,,PR-0300,Y,,SM,AE-0550,,BR-1050,JS-3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743948,"(8:15) (No Huddle, Shotgun) P.Rivers pass short right to K.Allen for 5 yards, TOUCHDOWN. PENALTY on LAC-K.Allen, Taunting, 15 yards, enforced between downs.",LAC,DEN,PASS,6,5,4,8,15,7,24,2,2,1,5,95,5,5,Y,Y,Y,Y,7,,,,,,PR-0300,Y,,SR,KA-0650,,,,,,LAC,KA-0650,Taunting,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743949,"Y.Koo extra point is GOOD, Center-M.Windt, Holder-D.Kaser.",LAC,DEN,FGXP,6,3,4,8,10,14,24,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XP,YK-0100,33,Y,,,,,,,,,,,,,
4538,743950,Y.Koo kicks 78 yards from LAC 20 to DEN 2. C.Latimer to DEN 38 for 36 yards (J.Onwualu).,DEN,LAC,KOFF,0,6,4,8,10,24,14,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YK-0100,78,42,,CL-0275,36
4538,743951,(8:01) J.Charles right end to DEN 42 for 4 yards (C.Hayward; B.Mebane).,DEN,LAC,RUSH,1,39,4,8,1,24,14,2,2,1,10,38,2,4,Y,,,,,JC-2300,,RE,BM-1800,CH-2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743952,"(7:22) J.Charles right end to DEN 46 for 4 yards (K.Toomer). FUMBLES (K.Toomer), RECOVERED by LAC-C.Hayward at DEN 49. C.Hayward to DEN 38 for 11 yards (M.Watson). The Replay Official reviewed the fumble ruling, and the play was Upheld.",DEN,LAC,RUSH,2,15,4,7,22,24,14,2,2,2,6,42,3,4,,Y,,,,JC-2300,,RE,KT-0650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JC-2300,CH-2250,11,KT-0650,,,,,,,,,,,,,,,,,,,,
4538,743953,"(7:07) (Shotgun) P.Rivers pass deep left to T.Benjamin for 38 yards, TOUCHDOWN.",LAC,DEN,PASS,1,7,4,7,7,14,24,2,2,1,10,62,4,38,Y,Y,Y,,7,,,,,,PR-0300,Y,,DL,TB-1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743954,"Y.Koo extra point is GOOD, Center-M.Windt, Holder-D.Kaser.",LAC,DEN,FGXP,1,3,4,7,0,21,24,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XP,YK-0100,33,Y,,,,,,,,,,,,,
4538,743955,"Y.Koo kicks 65 yards from LAC 35 to end zone, Touchback.",DEN,LAC,KOFF,0,6,4,7,0,24,21,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YK-0100,65,40,Y,,
4538,743956,"(7:00) (Shotgun) T.Siemian pass deep right to V.Green to LAC 31 for 44 yards (K.Emanuel). PENALTY on LAC-M.Ingram, Roughing the Passer, 15 yards, enforced at LAC 31.",DEN,LAC,PASS,1,30,4,7,0,24,21,2,2,1,10,25,2,44,Y,Y,Y,,,,,,,,TS-1450,Y,,DR,VG-0300,,KE-0550,,,,LAC,MI-0150,Roughing the Passer,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743957,(6:24) C.Anderson left guard to LAC 13 for 3 yards (J.Brown; J.Bosa).,DEN,LAC,RUSH,2,45,4,6,24,24,21,2,2,1,10,84,5,3,Y,,,,,CA-0750,,LG,JB-4450,JB-6825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743958,(5:39) (Shotgun) T.Siemian sacked at LAC 19 for -6 yards (sack split by J.Bosa and M.Ingram).,DEN,LAC,PASS,3,46,4,5,39,24,21,2,2,2,7,87,5,-6,,,Y,,,,,,,,TS-1450,,,,,,,,JB-4450,MI-0150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743959,(4:53) (Shotgun) T.Siemian sacked at LAC 32 for -13 yards (M.Ingram).,DEN,LAC,PASS,4,41,4,4,53,24,21,2,2,3,13,81,5,-13,,,Y,,,,,,,,TS-1450,,,,,,,,MI-0150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743960,"(4:12) B.McManus 50 yard field goal is No Good, Wide Right, Center-C.Kreiter, Holder-R.Dixon.",DEN,LAC,FGXP,5,5,4,4,12,24,21,2,2,4,26,68,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FG,BM-1650,50,N,,,,,,,,,,,,,
4538,743961,(4:07) (Shotgun) P.Rivers pass short left to T.Williams16 ran ob at 50 for 10 yards.,LAC,DEN,PASS,1,5,4,4,7,21,24,2,2,1,10,40,2,10,Y,Y,Y,,,,,,,,PR-0300,Y,,SL,TW-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743962,"(4:02) (No Huddle, Shotgun) P.Rivers pass incomplete deep left to T.Williams16 (B.Roby).",LAC,DEN,PASS,2,6,4,4,2,21,24,2,2,1,10,50,3,,,,Y,Y,,,,,,,PR-0300,,,DL,TW-2875,BR-1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743963,(3:56) (Shotgun) P.Rivers pass incomplete deep left to T.Benjamin.,LAC,DEN,PASS,3,7,4,3,56,21,24,2,2,2,10,50,3,,,,Y,,,,,,,,PR-0300,,,DL,TB-1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743964,(3:49) (Shotgun) P.Rivers pass short right to T.Benjamin to LAC 49 for -1 yards (B.Marshall).,LAC,DEN,PASS,4,34,4,3,49,21,24,2,2,3,10,50,3,-1,,,Y,,,,,,,,PR-0300,Y,,SR,TB-1060,,BM-0330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743965,"(3:15) D.Kaser punts 36 yards to DEN 15, Center-M.Windt, downed by LAC-K.Emanuel.",DEN,LAC,PUNT,0,11,4,3,15,24,21,2,2,4,11,49,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DK-0350,36,36,,,,,,,,,,
4538,743966,(3:04) C.Anderson up the middle to DEN 18 for 3 yards (J.Brown).,DEN,LAC,RUSH,1,6,4,3,4,24,21,2,2,1,10,15,1,3,Y,,,,,CA-0750,,MD,JB-6825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743967,(2:58) C.Anderson right tackle to DEN 22 for 4 yards (K.Emanuel).,DEN,LAC,RUSH,2,43,4,2,58,24,21,2,1,2,7,18,1,4,Y,,,,,CA-0750,,RT,KE-0550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743968,(2:15) T.Siemian pass incomplete short right to C.Anderson [J.Brown].,DEN,LAC,PASS,3,6,4,2,15,24,21,2,1,3,3,22,2,,,,,,,,,,,,TS-1450,,,SR,CA-0750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743969,"(2:09) R.Dixon punts 40 yards to LAC 38, Center-C.Kreiter, fair catch by T.Benjamin.",LAC,DEN,PUNT,0,9,4,2,9,21,24,1,2,4,3,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RD-1187,40,40,,TB-1060,,Y,,,,,,
4538,743970,(2:00) (Shotgun) P.Rivers pass short right to M.Gordon to LAC 41 for 3 yards (A.Gotsis).,LAC,DEN,PASS,1,27,4,2,0,21,24,1,2,1,10,38,2,3,,,Y,,,,,,,,PR-0300,Y,,SR,MG-1150,,AG-1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743971,"(1:33) (No Huddle, Shotgun) P.Rivers pass short middle to A.Gates to LAC 47 for 6 yards (B.Marshall).",LAC,DEN,PASS,2,26,4,1,33,21,24,1,2,2,7,41,3,6,Y,,Y,Y,,,,,,,PR-0300,Y,,SM,AG-0500,,BM-0330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743972,"(1:07) (No Huddle, Shotgun) M.Gordon up the middle to LAC 47 for no gain (W.Parks).",LAC,DEN,RUSH,3,25,4,1,7,21,24,1,2,3,1,47,3,0,,,Y,Y,,MG-1150,,MD,WP-0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743973,(:42) (Shotgun) M.Gordon up the middle to LAC 49 for 2 yards (V.Miller).,LAC,DEN,RUSH,4,21,4,0,42,21,24,0,2,4,1,47,3,2,Y,Y,Y,,,MG-1150,,MD,VM-0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743974,"(:21) (No Huddle, Shotgun) P.Rivers pass incomplete deep middle to T.Williams16 (B.Roby) [D.Peko]. PENALTY on DEN-B.Roby, Defensive Pass Interference, 17 yards, enforced at LAC 49 - No Play.",LAC,DEN,NOPL,4,4,4,0,21,21,24,0,2,1,10,49,3,,,Y,,,,,,,,,,,,,,,,,,,DEN,BR-1050,Defensive Pass Interference,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743975,(:17) (Shotgun) P.Rivers pass incomplete short left to M.Gordon.,LAC,DEN,PASS,5,3,4,0,17,21,24,0,2,1,10,66,4,,,,Y,,,,,,,,PR-0300,,,SL,MG-1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743976,(:14) (Shotgun) P.Rivers pass short left to K.Allen pushed ob at DEN 26 for 8 yards (B.Roby).,LAC,DEN,PASS,6,6,4,0,14,21,24,0,2,2,10,66,4,8,Y,,Y,,,,,,,,PR-0300,Y,,SL,KA-0650,,BR-1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743977,(:08) (Shotgun) P.Rivers pass incomplete short left to K.Allen.,LAC,DEN,PASS,7,3,4,0,8,21,24,0,2,3,2,74,4,,,,Y,,,,,,,,PR-0300,,,SL,KA-0650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,743978,"(:05) Y.Koo 44 yard field goal is BLOCKED (S.Harris), Center-M.Windt, Holder-D.Kaser.",LAC,DEN,FGXP,8,4,4,0,5,21,24,0,1,4,2,74,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SH-0150,,FG,YK-0100,44,N,,,,,,,,,,,,,
4538,743979,(:01) T.Siemian kneels to DEN 33 for -1 yards.,DEN,LAC,RUSH,1,1,4,0,1,24,21,1,0,1,10,34,2,-1,,,,,,TS-1450,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,743980,"R.Bullock kicks 65 yards from CIN 35 to end zone, Touchback.",HOU,CIN,KOFF,0,6,1,15,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RB-4650,65,40,Y,,
4539,743981,(15:00) L.Miller right guard to HOU 29 for 4 yards (V.Rey).,HOU,CIN,RUSH,1,35,1,15,0,0,0,3,3,1,10,25,2,4,Y,,,,,LM-1150,,RG,VR-0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,743982,(14:25) D.Watson pass incomplete short left to D.Hopkins.,HOU,CIN,PASS,2,6,1,14,25,0,0,3,3,2,6,29,2,,,,,,,,,,,,DW-1725,,,SL,DH-3950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,743983,(14:19) (Shotgun) D.Watson pass incomplete deep left to B.Miller.,HOU,CIN,PASS,3,5,1,14,19,0,0,3,3,3,6,29,2,,,,Y,,,,,,,,DW-1725,,,DL,BM-2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,743984,"(14:14) S.Lechler punts 58 yards to CIN 13, Center-J.Weeks. A.Jones to CIN 46 for 33 yards (D.Cole).",CIN,HOU,PUNT,0,15,1,14,14,0,0,3,3,4,6,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL-0400,58,25,,AJ-1200,33,,,,,,,
4539,743985,(13:59) J.Hill right tackle to HOU 49 for 5 yards (J.Watt).,CIN,HOU,RUSH,1,35,1,13,59,0,0,3,3,1,10,46,3,5,Y,,,,,JH-4025,,RT,JW-1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,743986,"(13:24) A.Dalton pass short left to A.Green ran ob at HOU 45 for 4 yards (K.Johnson). PENALTY on CIN-T.Johnson, Illegal Block Above the Waist, 10 yards, enforced at HOU 48.",CIN,HOU,PASS,2,23,1,13,24,0,0,3,3,2,5,51,3,1,,,,,,,,,,,AD-0100,Y,,SL,AG-1500,,KJ-0650,,,,CIN,TJ-1150,Illegal Block Above the Waist,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,743987,(13:01) (Shotgun) A.Dalton pass short middle to G.Bernard to CIN 48 for 6 yards (D.Reader).,CIN,HOU,PASS,3,33,1,13,1,0,0,3,3,2,14,42,3,6,,,Y,,,,,,,,AD-0100,Y,,SM,GB-0350,,DR-0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,743988,"(12:28) (Shotgun) A.Dalton sacked at CIN 44 for -4 yards (K.Jackson). Penalty on CIN-J.Fisher, Illegal Use of Hands, declined.",CIN,HOU,PASS,4,7,1,12,28,0,0,3,3,3,8,48,3,-4,,,Y,,,,,,,,AD-0100,,,,,,,,KJ-0100,,CIN,JF-1750,Illegal Use of Hands,2,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,743989,"(12:21) (Punt formation) PENALTY on CIN-J.Shaw, False Start, 5 yards, enforced at CIN 44 - No Play.",CIN,HOU,NOPL,4,12,1,12,21,0,0,3,3,4,12,44,3,,,,,,,,,,,,,,,,,,,,,,CIN,JS-2050,False Start,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,743990,"(12:09) K.Huber punts 58 yards to HOU 3, Center-C.Harris, out of bounds.",HOU,CIN,PUNT,0,9,1,12,9,0,0,3,3,4,17,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KH-2600,58,58,,,,,,,,,,
4539,743991,"(12:00) L.Miller left end to HOU 3 for no gain (S.Williams; N.Vigil). Penalty on HOU, Illegal Formation, declined.",HOU,CIN,RUSH,1,22,1,12,0,0,0,3,3,1,10,3,1,0,,,,,,LM-1150,,LE,NV-0200,SW-1550,,,,,,,,,,,HOU,,Illegal Formation,3,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,743992,(11:38) (Shotgun) D.Watson pass short right to D.Hopkins to HOU 8 for 5 yards (D.Kirkpatrick).,HOU,CIN,PASS,2,42,1,11,38,0,0,3,3,2,10,3,1,5,,,Y,,,,,,,,DW-1725,Y,,SR,DH-3950,,DK-0750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,743993,(10:56) L.Miller right end to HOU 10 for 2 yards (C.Smith; G.Atkins).,HOU,CIN,RUSH,3,37,1,10,56,0,0,3,3,3,5,8,1,2,,,,,,LM-1150,,RE,CS-2350,GA-0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,743994,"(10:19) S.Lechler punts 53 yards to CIN 37, Center-J.Weeks. A.Jones to CIN 45 for 8 yards (J.Weeks; K.Drummond).",CIN,HOU,PUNT,0,12,1,10,19,0,0,3,3,4,3,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL-0400,53,45,,AJ-1200,8,,,,,,,
4539,743995,"(10:07) J.Mixon up the middle to CIN 47 for 2 yards (C.Moore). PENALTY on HOU-J.Clowney, Defensive Offside, 5 yards, enforced at CIN 45 - No Play.",CIN,HOU,NOPL,0,19,1,10,7,0,0,3,3,1,10,45,3,,,,,,,,,,,,,,,,,,,,,,HOU,JC-3350,Defensive Offside,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,743996,(9:48) A.Dalton pass incomplete deep right.,CIN,HOU,PASS,1,6,1,9,48,0,0,3,3,1,5,50,3,,,,,,,,,,,,AD-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,743997,(9:42) J.Mixon left end to HOU 48 for 2 yards (D.Reader; C.Moore).,CIN,HOU,RUSH,2,43,1,9,42,0,0,3,3,2,5,50,3,2,,,,,,JM-5275,,LE,DR-0625,CM-2850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,743998,(8:59) (Shotgun) A.Dalton pass short left to G.Bernard to HOU 46 for 2 yards (Z.Cunningham).,CIN,HOU,PASS,3,36,1,8,59,0,0,3,3,3,3,52,3,2,,,Y,,,,,,,,AD-0100,Y,,SL,GB-0350,,ZC-0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,743999,"(8:23) K.Huber punts 31 yards to HOU 15, Center-C.Harris, fair catch by T.Ervin.",HOU,CIN,PUNT,0,8,1,8,23,0,0,3,3,4,1,54,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KH-2600,31,31,,TE-0350,,Y,,,,,,
4539,744000,(8:15) D.Watson pass short right to B.Miller to HOU 23 for 8 yards (D.Kirkpatrick).,HOU,CIN,PASS,1,39,1,8,15,0,0,3,3,1,10,15,1,8,Y,,,,,,,,,,DW-1725,Y,,SR,BM-2350,,DK-0750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
