uid,gid,tname,player,pos,snp
21505,4550,DEN,VM-0300,WLB,57
21506,4550,DEN,BM-0330,ILB,55
21507,4550,DEN,WP-0125,FS,53
21508,4550,DEN,DW-4250,LDE,52
21509,4550,DEN,AG-1350,RDE,44
21510,4550,DEN,SH-0150,LDE,33
21511,4550,DEN,DP-0900,NT,19
21512,4550,DEN,KE-0125,SLB,19
21513,4550,DEN,CN-0450,ILB,16
21514,4550,DEN,TD-0725,ILB,15
21515,4550,DEN,DW-0450,WLB,9
21516,4550,DEN,KP-0325,NT,7
21517,4550,DEN,LD-0675,RCB,5
21518,4550,DEN,JC-1175,SS,1
21519,4551,SF,JS-5700,LT,49
21520,4551,SF,TB-3250,RT,49
21521,4551,SF,DK-0600,C,49
21522,4551,SF,BF-1500,RG,49
21523,4551,SF,BH-1900,QB,49
21524,4551,SF,LT-0650,LG,48
21525,4551,SF,GK-0075,TE,43
21526,4551,SF,MG-1050,RWR,42
21527,4551,SF,CH-5000,RB,40
21528,4551,SF,PG-0100,LWR,39
21529,4551,SF,TT-0450,LWR,21
21530,4551,SF,KJ-1400,FB,17
21531,4551,SF,GC-0350,TE,16
21532,4551,SF,AR-1200,RWR,12
21533,4551,SF,MB-3537,RB,9
21534,4551,SF,LP-0200,TE,5
21535,4551,SF,VB-0098,RWR,1
21536,4551,SF,GG-0335,RT,1
21537,4551,SF,DJ-1750,RCB,49
21538,4551,SF,RR-0925,LCB,49
21539,4551,SF,JT-0650,SS,49
21540,4551,SF,NB-0400,MIKE,49
21541,4551,SF,RA-1350,WILL,49
21542,4551,SF,DB-5475,DT,49
21543,4551,SF,AA-0562,LDE,49
21544,4551,SF,KW-1550,NB,49
21545,4551,SF,ER-0150,SS,49
21546,4551,SF,EM-1200,NT,49
21547,4551,SF,ST-0525,RDE,48
21548,4551,SF,JW-0750,FS,38
21549,4551,SF,AL-1200,LDE,30
21550,4551,SF,EH-0150,SAM,28
21551,4551,SF,DJ-2150,NT,23
21552,4551,SF,ED-1000,LDE,22
21553,4551,SF,TC-0370,RDE,21
21554,4551,SF,BC-2750,MIKE,6
21555,4551,SF,DW-1700,SAM,1
21556,4551,SEA,MG-0875,RG,82
21557,4551,SEA,GI-0100,RT,82
21558,4551,SEA,JB-5750,C,82
21559,4551,SEA,LJ-0750,LG,82
21560,4551,SEA,RO-0250,LT,82
21561,4551,SEA,RW-3850,QB,82
21562,4551,SEA,DB-0500,LWR,81
21563,4551,SEA,TL-1025,RWR,61
21564,4551,SEA,JG-2900,TE,53
21565,4551,SEA,CC-0750,RB,50
21566,4551,SEA,PR-0150,RWR,39
21567,4551,SEA,LW-1450,TE,37
21568,4551,SEA,CP-2550,RB,17
21569,4551,SEA,TR-0112,RB,16
21570,4551,SEA,TM-1787,LWR,15
21571,4551,SEA,NV-0050,TE,14
21572,4551,SEA,AD-0212,RWR,14
21573,4551,SEA,TM-0150,FB,13
21574,4551,SEA,KC-0900,SS,49
21575,4551,SEA,RS-1000,LCB,49
21576,4551,SEA,KW-2500,ROLB,49
21577,4551,SEA,JL-0230,RCB,49
21578,4551,SEA,BW-0150,MLB,49
21579,4551,SEA,ET-0200,FS,49
21580,4551,SEA,MB-1900,LDE,42
21581,4551,SEA,SR-0670,LDT,39
21582,4551,SEA,FC-0150,RDE,35
21583,4551,SEA,CA-1300,RDE,28
21584,4551,SEA,JR-1025,RDT,27
21585,4551,SEA,MW-1750,LOLB,23
21586,4551,SEA,SG-1600,RCB,20
21587,4551,SEA,NJ-0500,RDT,17
21588,4551,SEA,DB-0950,OLB,8
21589,4551,SEA,BM-1250,FS,6
21590,4552,WAS,SL-0300,LG,71
21591,4552,WAS,SL-0925,C,71
21592,4552,WAS,BS-0950,RG,71
21593,4552,WAS,TW-2800,LT,71
21594,4552,WAS,KC-2350,QB,71
21595,4552,WAS,MM-5450,RT,70
21596,4552,WAS,VD-0100,TE,55
21597,4552,WAS,TP-2400,QB,52
21598,4552,WAS,JR-1150,TE,40
21599,4552,WAS,JC-5680,RWR,38
21600,4552,WAS,NP-0100,TE,36
21601,4552,WAS,RG-1650,RWR,30
21602,4552,WAS,CT-1220,RB,29
21603,4552,WAS,JD-2350,LWR,29
21604,4552,WAS,SP-0825,RB,26
21605,4552,WAS,RK-0150,RB,16
21606,4552,WAS,TN-0650,LT,5
21607,4552,WAS,BB-2725,LCB,50
21608,4552,WAS,DS-5150,FS,50
21609,4552,WAS,MF-1400,MLB,50
21610,4552,WAS,ZB-0400,MLB,49
21611,4552,WAS,JN-1750,RCB,47
21612,4552,WAS,RK-0500,WLB,37
21613,4552,WAS,KF-0450,RCB,36
21614,4552,WAS,PS-0550,SLB,33
21615,4552,WAS,JA-1062,DE,29
21616,4552,WAS,MI-0175,DE,28
21617,4552,WAS,MN-0550,FS,26
21618,4552,WAS,DE-1300,SS,23
21619,4552,WAS,ZH-0200,NT,19
21620,4552,WAS,JG-0400,WLB,19
21621,4552,WAS,SM-1650,NT,19
21622,4552,WAS,TM-1400,DE,18
21623,4552,WAS,RA-1175,SLB,12
21624,4552,WAS,QD-0400,LCB,3
21625,4552,WAS,FM-0650,LCB,1
21626,4552,WAS,MS-3450,MLB,1
21627,4552,LA,AW-1100,LT,50
21628,4552,LA,RS-0100,LG,50
21629,4552,LA,RH-1250,RT,50
21630,4552,LA,JB-6725,RG,50
21631,4552,LA,JG-1850,QB,50
21632,4552,LA,JS-7200,C,50
21633,4552,LA,RW-4050,WR,45
21634,4552,LA,SW-0450,RWR,45
21635,4552,LA,TG-1950,RB,44
21636,4552,LA,TH-1550,TE,41
21637,4552,LA,CK-1300,WR,30
21638,4552,LA,GE-0400,TE,16
21639,4552,LA,DC-0775,TE,9
21640,4552,LA,TA-1050,LWR,9
21641,4552,LA,MB-3862,RB,5
21642,4552,LA,PC-0625,LWR,4
21643,4552,LA,JR-1950,RWR,2
21644,4552,LA,AO-0250,ILB,50
21645,4552,LA,NR-0350,LCB,50
21646,4552,LA,LJ-1800,FS,50
21647,4552,LA,MA-0450,SS,50
21648,4552,LA,MB-0650,ILB,50
21649,4552,LA,TJ-2250,LCB,50
21650,4552,LA,CB-0800,OLB,50
21651,4552,LA,MB-3650,NT,50
21652,4552,LA,AD-1475,DT,48
21653,4552,LA,RQ-0200,OLB,45
21654,4552,LA,TW-0160,NT,28
21655,4552,LA,ML-2325,OLB,26
21656,4552,LA,EW-0550,LDE,23
21657,4552,LA,MF-1525,LDE,20
21658,4552,LA,TS-1950,DT,20
21659,4552,LA,CD-0950,FS,15
21660,4552,LA,SE-0025,OLB,11
21661,4552,LA,BC-2575,SS,9
21662,4552,LA,KP-0450,DB,6
21663,4552,LA,CL-0987,ILB,4
21664,4553,GB,JE-1000,RG,76
21665,4553,GB,KM-3400,RT,76
21666,4553,GB,JM-2950,RG,76
21667,4553,GB,LT-0150,LG,76
21668,4553,GB,CL-0975,C,76
21669,4553,GB,AR-1300,QB,76
21670,4553,GB,DA-0212,LWR,71
21671,4553,GB,TM-3150,RB,65
21672,4553,GB,MB-1800,TE,62
21673,4553,GB,GA-0250,RWR,61
21674,4553,GB,RC-1500,RWR,54
21675,4553,GB,TD-0737,RWR,17
21676,4553,GB,LK-0200,TE,13
21677,4553,GB,JW-3650,RB,11
21678,4553,GB,RR-1050,TE,10
21679,4553,GB,AR-0875,FB,8
21680,4553,GB,JN-0900,LWR,7
21681,4553,GB,JJ-0775,LWR,1
21682,4553,GB,HC-0050,FS,58
21683,4553,GB,MB-5100,SS,58
21684,4553,GB,NP-0130,ROLB,53
21685,4553,GB,CM-0900,LOLB,52
21686,4553,GB,DH-4000,LCB,49
21687,4553,GB,KC-1225,NT,47
21688,4553,GB,KK-0750,RCB,46
21689,4553,GB,BM-0345,MLB,38
21690,4553,GB,QR-0100,LCB,34
21691,4553,GB,DL-2325,LDE,34
21692,4553,GB,QD-0200,NT,33
21693,4553,GB,JJ-4582,SS,29
21694,4553,GB,DR-0450,RCB,28
21695,4553,GB,KB-1825,FS,21
21696,4553,GB,KF-0050,ROLB,19
21697,4553,GB,JR-3650,LILB,17
21698,4553,GB,JT-1650,LILB,17
21699,4553,GB,MD-0060,DT,7
21700,4553,GB,JH-2875,RCB,1
21701,4553,ATL,AL-0700,LG,57
21702,4553,ATL,WS-0275,RG,58
21703,4553,ATL,AM-0100,C,58
21704,4553,ATL,MR-2500,QB,58
21705,4553,ATL,JM-1450,LT,57
21706,4553,ATL,TS-0150,LT,49
21707,4553,ATL,JJ-4700,LWR,48
21708,4553,ATL,MS-0150,RWR,48
21709,4553,ATL,AH-3650,TE,41
21710,4553,ATL,DF-1875,RB,38
21711,4553,ATL,LT-0550,TE,28
21712,4553,ATL,TG-0025,RWR,27
21713,4553,ATL,TC-2050,RB,22
21714,4553,ATL,JH-1350,LWR,19
21715,4553,ATL,DC-2850,FB,14
21716,4553,ATL,RS-0650,RT,9
21717,4553,ATL,AR-1100,LWR,4
21718,4553,ATL,ES-0250,TE,1
21719,4553,ATL,KN-0125,FS,58
21720,4553,ATL,RA-0650,LCB,58
21721,4553,ATL,RA-0675,SS,58
21722,4553,ATL,DJ-2450,MLB,58
21723,4553,ATL,DT-1970,RCB,58
21724,4553,ATL,BP-1050,RCB,58
21725,4553,ATL,DC-0325,WLB,54
21726,4553,ATL,GJ-0250,DT,49
21727,4553,ATL,DP-1450,DT,44
21728,4553,ATL,TM-2250,LDE,44
21729,4553,ATL,AC-1500,LDE,41
21730,4553,ATL,BR-0200,LDE,39
21731,4553,ATL,JC-5560,DT,38
21732,4553,ATL,DR-1750,WLB,32
21733,4553,ATL,DS-1760,RDE,30
21734,4553,ATL,VB-0075,SLB,22
21735,4553,ATL,DK-0362,SS,5
21736,4553,ATL,CG-1450,LCB,2
21737,4553,ATL,BG-0250,C,1
21738,4553,ATL,CU-0050,RDE,1
21739,4554,DET,TL-0300,RG,62
21740,4554,DET,GG-0342,LG,62
21741,4554,DET,GR-0450,LT,62
21742,4554,DET,TS-3650,C,62
21743,4554,DET,RW-0150,RT,62
21744,4554,DET,MS-4100,QB,62
21745,4554,DET,MJ-2250,RWR,56
21746,4554,DET,GT-0100,LWR,43
21747,4554,DET,DF-0550,TE,41
21748,4554,DET,EE-0050,TE,40
21749,4554,DET,KG-0650,LWR,34
21750,4554,DET,AA-0025,RB,28
21751,4554,DET,TR-0370,RB,27
21752,4554,DET,MR-1275,TE,17
21753,4554,DET,TJ-2350,RWR,15
21754,4554,DET,DW-1550,RB,7
21755,4554,DET,AB-0675,DL,11
21756,4554,DET,GQ-0100,FS,56
21757,4554,DET,DS-2250,LCB,56
21758,4554,DET,TW-1750,OLB,45
21759,4554,DET,QD-0300,RCB,44
21760,4554,DET,MK-0752,SS,42
21761,4554,DET,JD-0650,MLB,42
21762,4554,DET,NL-0250,RCB,38
21763,4554,DET,AZ-0200,RDE,36
21764,4554,DET,AR-1115,LDT,35
21765,4554,DET,HN-0300,RDT,28
21766,4554,DET,EA-0550,DL,28
21767,4554,DET,CW-0850,LDE,27
21768,4554,DET,AS-3050,LDT,27
21769,4554,DET,TW-3250,SS,23
21770,4554,DET,DH-2150,LCB,18
21771,4554,DET,JL-0750,RDT,18
21772,4554,DET,JR-1450,OLB,16
21773,4554,DET,PW-1400,OLB,12
21774,4554,DET,JV-0025,LDE,11
21775,4554,DET,CW-0750,FS,3
21776,4554,NYG,JJ-2100,RG,56
21777,4554,NYG,JP-4350,LG,56
21778,4554,NYG,EF-0075,LT,56
21779,4554,NYG,SS-1250,SWR,56
21780,4554,NYG,WR-0450,C,56
21781,4554,NYG,EM-0200,QB,56
21782,4554,NYG,BJ-2250,LG,54
21783,4554,NYG,BM-0300,RWR,46
21784,4554,NYG,EE-0400,TE,43
21785,4554,NYG,OB-0075,LWR,34
21786,4554,NYG,PP-0350,RB,28
21787,4554,NYG,RE-0400,TE,22
21788,4554,NYG,SV-0200,RB,17
21789,4554,NYG,RL-0625,RWR,16
21790,4554,NYG,OD-0200,RB,11
21791,4554,NYG,SS-1750,FB,4
21792,4554,NYG,BH-0750,RT,2
21793,4554,NYG,JA-0245,TE,1
21794,4554,NYG,CM-3450,MLB,56
21795,4554,NYG,DT-1225,FS,56
21796,4554,NYG,LC-0850,SS,56
21797,4554,NYG,EA-0575,LCB,56
21798,4554,NYG,DR-2800,NB,56
21799,4554,NYG,OV-0200,RDE,56
21800,4554,NYG,JP-2900,LDE,56
21801,4554,NYG,JC-1800,WLB,53
21802,4554,NYG,DH-1850,LDT,42
21803,4554,NYG,RC-1550,NB,39
21804,4554,NYG,DT-1725,RDT,37
21805,4554,NYG,DK-0465,SLB,32
21806,4554,NYG,RO-0450,LDE,15
21807,4554,NYG,RT-0850,LDT,11
21808,4554,NYG,JB-5775,RDT,9
21809,4554,NYG,AA-0075,FS,5
21810,4554,NYG,KW-2800,LDE,7
21811,4554,NYG,NB-0250,SS,3
21812,4554,NYG,MH-3775,LCB,1
21813,4555,LA,AW-1100,LT,65
21814,4555,LA,RS-0100,LG,65
21815,4555,LA,RH-1250,RT,65
21816,4555,LA,JB-6725,RG,65
21817,4555,LA,JG-1850,QB,65
21818,4555,LA,TG-1950,RB,61
21819,4555,LA,RW-4050,WR,60
21820,4555,LA,TH-1550,TE,59
21821,4555,LA,SW-0450,RWR,42
21822,4555,LA,CK-1300,WR,38
21823,4555,LA,AB-1987,C,34
21824,4555,LA,JS-7200,C,31
21825,4555,LA,DC-0775,TE,24
21826,4555,LA,TA-1050,LWR,15
21827,4555,LA,GE-0400,TE,11
21828,4555,LA,PC-0625,LWR,9
21829,4555,LA,JR-1950,RWR,6
21830,4555,LA,MA-0450,SS,65
21831,4555,LA,MB-0650,ILB,65
21832,4555,LA,AO-0250,ILB,65
21833,4555,LA,TJ-2250,LCB,65
21834,4555,LA,NR-0350,LCB,65
21835,4555,LA,CB-0800,OLB,65
21836,4555,LA,AD-1475,DT,65
21837,4555,LA,CD-0950,FS,60
21838,4555,LA,MB-3650,NT,60
21839,4555,LA,RQ-0200,OLB,42
21840,4555,LA,ML-2325,OLB,37
21841,4555,LA,TH-1650,LCB,33
21842,4555,LA,TW-0160,NT,28
21843,4555,LA,TS-1950,DT,21
21844,4555,LA,LJ-1800,FS,21
21845,4555,LA,MF-1525,LDE,15
21846,4555,LA,SE-0025,OLB,11
21847,4555,LA,EW-0550,LDE,11
21848,4555,LA,CL-0987,ILB,4
21849,4555,LA,JJ-3450,SS,3
21850,4555,LA,DH-1925,RCB,1
21851,4555,SF,JS-5700,LT,79
21852,4555,SF,DK-0600,C,79
21853,4555,SF,BF-1500,RG,79
21854,4555,SF,TB-3250,RT,78
21855,4555,SF,LT-0650,LG,79
21856,4555,SF,BH-1900,QB,79
21857,4555,SF,PG-0100,LWR,66
21858,4555,SF,CH-5000,RB,58
21859,4555,SF,MG-1050,RWR,57
21860,4555,SF,TT-0450,LWR,37
21861,4555,SF,GK-0075,TE,37
21862,4555,SF,GC-0350,TE,36
21863,4555,SF,LP-0200,TE,28
21864,4555,SF,AR-1200,RWR,27
21865,4555,SF,KJ-1400,FB,25
21866,4555,SF,MB-3537,RB,16
21867,4555,SF,RM-5050,RB,9
21868,4555,SF,VB-0098,RWR,1
21869,4555,SF,GG-0335,RT,1
21870,4555,SF,JW-0750,FS,65
21871,4555,SF,NB-0400,MIKE,65
21872,4555,SF,RA-1350,WILL,64
21873,4555,SF,DJ-1750,RCB,63
21874,4555,SF,RR-0925,LCB,63
21875,4555,SF,DB-5475,DT,59
21876,4555,SF,AA-0562,LDE,54
21877,4555,SF,EM-1200,NT,49
21878,4555,SF,JT-0650,SS,47
21879,4555,SF,KW-1550,NB,40
21880,4555,SF,ST-0525,RDE,36
21881,4555,SF,TC-0370,RDE,28
21882,4555,SF,EH-0150,SAM,26
21883,4555,SF,LJ-0650,FS,18
21884,4555,SF,AL-1200,LDE,14
21885,4555,SF,DJ-2150,NT,12
21886,4555,SF,ED-1000,LDE,10
21887,4555,SF,BC-2750,MIKE,2
21888,4556,BAL,RS-2650,LT,58
21889,4556,BAL,JH-6500,LT,58
21890,4556,BAL,RJ-0850,C,58
21891,4556,BAL,AH-3700,RT,58
21892,4556,BAL,MW-0500,RWR,50
21893,4556,BAL,MS-2050,C,43
21894,4556,BAL,NB-0450,TE,40
21895,4556,BAL,BW-0700,TE,40
21896,4556,BAL,JM-0200,WR,36
21897,4556,BAL,JF-1900,QB,35
21898,4556,BAL,BP-0450,LWR,35
21899,4556,BAL,JA-1025,RB,34
21900,4556,BAL,RM-0300,QB,23
21901,4556,BAL,MC-0150,LWR,15
21902,4556,BAL,JE-0475,RG,15
21903,4556,BAL,AC-2150,RB,10
21904,4556,BAL,TW-1350,RB,10
21905,4556,BAL,CM-0850,WR,7
21906,4556,BAL,CM-2675,RWR,7
21907,4556,BAL,PR-0125,NT,6
21908,4556,BAL,CM-3250,MLB,58
21909,4556,BAL,EW-0400,FS,58
21910,4556,BAL,TJ-0950,SS,58
21911,4556,BAL,MP-1225,NT,58
21912,4556,BAL,JS-4300,RCB,58
21913,4556,BAL,BC-0500,LCB,58
21914,4556,BAL,TS-3500,RUSH,51
21915,4556,BAL,CD-0650,NT,48
21916,4556,BAL,WH-0625,DT,46
21917,4556,BAL,MJ-2700,SLB,43
21918,4556,BAL,ZS-0075,RUSH,43
21919,4556,BAL,PO-0175,WLB,40
21920,4556,BAL,LW-0700,FS,28
21921,4556,BAL,KC-2325,WLB,23
21922,4556,BAL,MH-3742,LCB,23
21923,4556,BAL,BU-0150,DE,19
21924,4556,BAL,AL-0650,SS,16
21925,4556,BAL,TW-2350,RUSH,10
21926,4556,BAL,TB-2025,SLB,8
21927,4556,BAL,CC-1950,FS,1
21928,4556,JAC,JP-0900,RT,73
21929,4556,JAC,PO-0150,LT,73
21930,4556,JAC,AC-0250,RG,73
21931,4556,JAC,BL-1150,C,65
21932,4556,JAC,BB-2425,QB,64
21933,4556,JAC,CR-1162,LT,63
21934,4556,JAC,ML-0650,LWR,49
21935,4556,JAC,AH-3900,RWR,44
21936,4556,JAC,ML-1500,TE,39
21937,4556,JAC,KC-1550,RWR,37
21938,4556,JAC,LF-0650,RB,37
21939,4556,JAC,TB-1720,FB,36
21940,4556,JAC,BK-1050,TE,35
21941,4556,JAC,CI-0300,RB,25
21942,4556,JAC,JO-0150,TE,22
21943,4556,JAC,AB-1200,LWR,16
21944,4556,JAC,CG-1950,RB,12
21945,4556,JAC,TS-1275,C,11
21946,4556,JAC,MM-1930,RWR,10
21947,4556,JAC,JW-1950,LT,9
21948,4556,JAC,CH-2400,QB,9
21949,4556,JAC,TS-2050,WLB,53
21950,4556,JAC,TG-0950,FS,49
21951,4556,JAC,MJ-0015,SLB,48
21952,4556,JAC,BC-1200,SS,48
21953,4556,JAC,AB-2250,RCB,48
21954,4556,JAC,JR-0150,LCB,48
21955,4556,JAC,YN-0100,LDE,39
21956,4556,JAC,AC-2250,RCB,37
21957,4556,JAC,CC-0200,RDE,32
21958,4556,JAC,SD-0531,DT,29
21959,4556,JAC,MJ-0030,DT,29
21960,4556,JAC,DF-1481,LDE,28
21961,4556,JAC,EA-0525,NT,24
21962,4556,JAC,DS-3125,LDE,26
21963,4556,JAC,PP-0800,MLB,26
21964,4556,JAC,AJ-1150,NT,21
21965,4556,JAC,PT-0450,FS,10
21966,4556,JAC,JW-4925,SS,10
21967,4556,JAC,LP-0575,LCB,10
21968,4556,JAC,BB-3290,WLB,10
21969,4556,JAC,TP-0650,LCB,10
21970,4557,ATL,AL-0700,LG,68
21971,4557,ATL,WS-0275,RG,68
21972,4557,ATL,TS-0150,LT,68
21973,4557,ATL,JM-1450,LT,68
21974,4557,ATL,MR-2500,QB,68
21975,4557,ATL,AM-0100,C,68
21976,4557,ATL,JJ-4700,LWR,58
21977,4557,ATL,MS-0150,RWR,57
21978,4557,ATL,AH-3650,TE,49
21979,4557,ATL,DF-1875,RB,41
21980,4557,ATL,TG-0025,RWR,36
21981,4557,ATL,LT-0550,TE,35
21982,4557,ATL,TC-2050,RB,28
21983,4557,ATL,DC-2850,FB,19
21984,4557,ATL,JH-1350,LWR,15
21985,4557,ATL,ES-0250,TE,1
21986,4557,ATL,AR-1100,LWR,1
21987,4557,ATL,RA-0650,LCB,68
21988,4557,ATL,KN-0125,FS,68
21989,4557,ATL,DJ-2450,MLB,68
21990,4557,ATL,DT-1970,RCB,67
21991,4557,ATL,BP-1050,RCB,61
21992,4557,ATL,RA-0675,SS,55
21993,4557,ATL,GJ-0250,DT,53
21994,4557,ATL,DC-0325,WLB,52
21995,4557,ATL,DP-1450,DT,51
21996,4557,ATL,AC-1500,LDE,50
21997,4557,ATL,TM-2250,LDE,48
21998,4557,ATL,DR-1750,WLB,26
21999,4557,ATL,BR-0200,LDE,22
22000,4557,ATL,DS-1760,RDE,20
22001,4557,ATL,JC-5560,DT,19
22002,4557,ATL,DK-0362,SS,18
22003,4557,ATL,JV-0350,DT,17
22004,4557,ATL,BW-2900,LCB,1
22005,4557,DET,TL-0300,RG,70
22006,4557,DET,RW-0150,RT,70
22007,4557,DET,GR-0450,LT,70
22008,4557,DET,ZK-0200,RG,70
22009,4557,DET,GG-0342,LG,70
22010,4557,DET,MS-4100,QB,70
22011,4557,DET,MJ-2250,RWR,68
22012,4557,DET,GT-0100,LWR,63
22013,4557,DET,EE-0050,TE,45
22014,4557,DET,KG-0650,LWR,45
22015,4557,DET,TR-0370,RB,34
22016,4557,DET,DF-0550,TE,29
22017,4557,DET,AA-0025,RB,29
22018,4557,DET,TJ-2350,RWR,15
22019,4557,DET,MR-1275,TE,9
22020,4557,DET,ZZ-0100,RB,7
22021,4557,DET,JA-0050,RWR,6
22022,4557,DET,TW-1750,OLB,68
22023,4557,DET,GQ-0100,FS,68
22024,4557,DET,DS-2250,LCB,67
22025,4557,DET,MK-0752,SS,53
22026,4557,DET,PW-1400,OLB,42
22027,4557,DET,NL-0250,RCB,41
22028,4557,DET,AR-1115,LDT,39
22029,4557,DET,AZ-0200,RDE,37
22030,4557,DET,NB-0200,MLB,35
22031,4557,DET,HN-0300,RDT,34
22032,4557,DET,AS-3050,LDT,34
22033,4557,DET,QD-0300,RCB,33
22034,4557,DET,EA-0550,DL,33
22035,4557,DET,CW-0850,LDE,32
22036,4557,DET,DH-2150,LCB,28
22037,4557,DET,JL-0750,RDT,28
22038,4557,DET,JR-1450,OLB,26
22039,4557,DET,GJ-0800,LDE,20
22040,4557,DET,CW-0750,FS,15
22041,4557,DET,JV-0025,LDE,15
22042,4558,CLE,KZ-0050,RG,77
22043,4558,CLE,SC-0950,RT,77
22044,4558,CLE,JB-3550,LG,77
22045,4558,CLE,JT-3350,C,77
22046,4558,CLE,JT-1600,LT,77
22047,4558,CLE,DK-0875,QB,77
22048,4558,CLE,RL-1325,RWR,57
22049,4558,CLE,KB-1900,RWR,52
22050,4558,CLE,RH-1950,LWR,52
22051,4558,CLE,SD-0534,TE,43
22052,4558,CLE,IC-0300,RB,41
22053,4558,CLE,DJ-1850,RB,40
22054,4558,CLE,DN-1225,TE,30
22055,4558,CLE,JL-1350,LWR,21
22056,4558,CLE,KW-1175,RWR,20
22057,4558,CLE,RT-0450,TE,19
22058,4558,CLE,DV-0550,FB,10
22059,4558,CLE,JP-1975,S,66
22060,4558,CLE,JT-0850,RCB,66
22061,4558,CLE,JM-2800,LCB,66
22062,4558,CLE,JS-1025,MLB,66
22063,4558,CLE,CK-0850,WLB,66
22064,4558,CLE,DK-0625,S,52
22065,4558,CLE,EO-0075,DE,50
22066,4558,CLE,CN-0250,DE,44
22067,4558,CLE,JB-7650,SLB,40
22068,4558,CLE,NO-0300,DE,40
22069,4558,CLE,TC-2150,DT,37
22070,4558,CLE,BB-2231,RCB,34
22071,4558,CLE,DS-1850,DT,30
22072,4558,CLE,JM-3950,DT,25
22073,4558,CLE,LO-0050,DT,18
22074,4558,CLE,IC-0050,S,13
22075,4558,CLE,CB-2762,DT,11
22076,4558,IND,JD-2550,TE,66
22077,4558,IND,JV-0600,LG,66
22078,4558,IND,JM-4150,RG,66
22079,4558,IND,JH-0106,RG,66
22080,4558,IND,JB-5725,QB,66
22081,4558,IND,AC-1200,LT,66
22082,4558,IND,DB-2937,C,66
22083,4558,IND,TH-1850,LWR,64
22084,4558,IND,DM-2775,RWR,57
22085,4558,IND,FG-0200,RB,41
22086,4558,IND,QB-0250,LWR,33
22087,4558,IND,RT-1950,RB,21
22088,4558,IND,DD-0075,TE,17
22089,4558,IND,BW-2030,TE,16
22090,4558,IND,MJ-2275,RB,5
22091,4558,IND,KA-0400,RWR,5
22092,4558,IND,MH-2150,RWR,4
22093,4558,IND,JB-4550,ILB,66
22094,4558,IND,PD-0450,RCB,66
22095,4558,IND,RM-3850,LCB,66
22096,4558,IND,MH-3250,FS,66
22097,4558,IND,JS-3250,SLB,63
22098,4558,IND,JS-2100,OLB,61
22099,4558,IND,AM-2950,ILB,57
22100,4558,IND,NH-0075,RCB,57
22101,4558,IND,MF-0150,SS,51
22102,4558,IND,HA-0400,LDE,43
22103,4558,IND,JH-0840,DT,38
22104,4558,IND,DB-6100,FS,37
22105,4558,IND,MH-3750,LDE,31
22106,4558,IND,AW-1900,NT,27
22107,4558,IND,BM-2850,SLB,23
22108,4558,IND,HR-0100,DT,19
22109,4558,IND,TB-0625,OLB,16
22110,4558,IND,GS-1250,NT,11
22111,4558,IND,JG-1050,ILB,9
22112,4558,IND,TG-1575,SS,1
22113,4559,DEN,RL-0350,RG,70
22114,4559,DEN,MW-0950,RT,70
22115,4559,DEN,MP-0250,C,70
22116,4559,DEN,GB-0650,LT,70
22117,4559,DEN,TS-1450,QB,70
22118,4559,DEN,ES-0200,RWR,62
22119,4559,DEN,DT-0900,LWR,61
22120,4559,DEN,CA-0750,RB,49
22121,4559,DEN,BF-0950,LWR,49
22122,4559,DEN,VG-0300,TE,37
22123,4559,DEN,MG-0250,LG,36
22124,4559,DEN,AB-0500,LG,34
22125,4559,DEN,AD-1175,TE,29
22126,4559,DEN,JC-2300,RB,21
22127,4559,DEN,JH-3625,TE,15
22128,4559,DEN,CL-0275,RWR,11
22129,4559,DEN,IM-0125,RWR,9
22130,4559,DEN,AJ-0375,FB,8
22131,4559,DEN,DS-4300,FS,62
22132,4559,DEN,AT-0100,LCB,61
22133,4559,DEN,CH-1500,RCB,60
22134,4559,DEN,SB-0225,SLB,58
22135,4559,DEN,JS-3150,SS,57
22136,4559,DEN,BM-0330,ILB,57
22137,4559,DEN,VM-0300,WLB,55
22138,4559,DEN,DW-4250,LDE,51
22139,4559,DEN,AG-1350,RDE,45
22140,4559,DEN,TD-0725,ILB,41
22141,4559,DEN,DP-0900,NT,35
22142,4559,DEN,BR-1050,LCB,30
22143,4559,DEN,SH-0150,LDE,29
22144,4559,DEN,WP-0125,FS,27
22145,4559,DEN,ZK-0300,LDE,17
22146,4559,DEN,DW-0450,WLB,10
22147,4559,DEN,CN-0450,ILB,8
22148,4559,DEN,KE-0125,SLB,8
22149,4559,DEN,ZA-0200,ILB,3
22150,4559,DEN,JC-1175,SS,1
22151,4559,BUF,JM-4550,RG,65
22152,4559,BUF,JM-4950,RT,65
22153,4559,BUF,RI-0100,LG,65
22154,4559,BUF,DD-0687,LT,65
22155,4559,BUF,EW-1600,C,65
22156,4559,BUF,TT-0500,QB,65
22157,4559,BUF,ZJ-0100,RWR,55
22158,4559,BUF,CC-2100,TE,52
22159,4559,BUF,JM-1550,LWR,50
22160,4559,BUF,LM-1000,RB,43
22161,4559,BUF,NO-0150,TE,34
22162,4559,BUF,AH-3600,RWR,22
22163,4559,BUF,MT-1300,FB,21
22164,4559,BUF,PD-0700,FB,15
22165,4559,BUF,KC-1250,RWR,15
22166,4559,BUF,LT-0275,TE,11
22167,4559,BUF,BT-0300,LWR,6
