uid,gid,player,solo,comb,sck,saf,blk,ints,pdef,frcv,forc,tdd,rety,tdret,peny,snp,fp,fp2,game,seas,year,team,posd,jnum,dcp,nflid
146013,4549,JJ-1675,2,3,0,0,0,0,0,0,0,0,0,0,0,34,3.5,0,2,2,2017,NYJ,OLB,48,1,2555256
146014,4549,JM-1140,1,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,2,5,2017,NYJ,OLB,95,1,2541864
146015,4549,ME-0425,1,2,1.5,0,0,0,0,0,0,0,0,0,0,24,5,1.5,2,3,2017,OAK,RDE,97,1,2553433
146016,4549,KJ-1150,3,2,1,0,0,0,0,1,1,0,0,0,0,56,10,3,2,2,2017,OAK,SS,42,1,2555342
146017,4549,RN-0300,3,5,0,0,0,0,0,0,0,0,0,0,0,56,5.5,0,2,11,2017,OAK,FS,27,1,2507167
146018,4549,TC-0385,5,0,0,0,0,0,1,0,0,0,0,0,0,56,6,0,2,4,2017,OAK,RCB,38,2,2550164
146019,4549,DL-0550,5,2,0,0,0,0,0,0,0,0,0,0,0,56,6,0,2,2,2017,NYJ,ILB,58,1,2555322
146020,4549,MC-1350,3,2,0,0,0,0,1,0,0,0,0,0,17,56,5,0,2,6,2017,NYJ,RCB,21,1,2533059
146021,4549,JB-7950,4,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,2,2,2017,NYJ,LCB,32,2,2555313
146022,4549,MM-1725,4,3,0,0,0,0,0,0,0,0,0,0,0,56,5.5,0,2,1,2017,NYJ,FS,26,1,2557995
146023,4549,ML-0662,1,1,0,0,0,0,0,0,0,0,0,0,15,10,1.5,0,2,1,2017,OAK,MLB,55,1,2557972
146024,4549,GC-0850,1,2,0,0,0,0,1,0,0,0,0,0,0,46,3,0,1,1,2017,OAK,LCB,22,2,2558062
146025,4549,EV-0200,1,1,0,0,0,0,0,0,0,0,0,0,0,31,1.5,0,2,1,2017,OAK,LDT,94,1,2557982
146026,4549,JA-0150,2,2,0,0,0,0,0,0,0,0,0,0,0,56,3,0,2,1,2017,NYJ,SS,33,1,2557979
146027,4549,KE-0050,2,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,2,4,2017,NYJ,LDE,94,2,2543484
146028,4549,CJ-0675,4,3,0,0,0,0,0,0,0,0,0,0,0,56,5.5,0,2,2,2017,OAK,WLB,57,1,2555303
146029,4549,DA-0950,1,0,0,0,0,0,1,0,0,0,0,0,0,56,2,0,2,5,2017,OAK,LCB,29,1,2540170
146030,4549,BI-0150,3,0,0,0,0,0,0,0,0,0,0,0,15,38,3,0,2,6,2017,OAK,SLB,51,1,2532871
146031,4549,DA-2050,0,3,0.5,0,0,0,1,0,0,0,0,0,0,26,3.5,0.5,2,4,2017,OAK,RDE,96,2,2550646
146032,4549,LW-1350,0,3,0,0,0,0,0,0,0,0,0,0,0,41,1.5,0,2,3,2017,NYJ,LDE,92,1,2552486
146033,4549,JC-5475,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1.5,0,2,2,2017,OAK,SLB,47,2,2556797
146034,4549,TA-0250,2,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,2,3,2017,OAK,MLB,58,2,2553898
146035,4549,NM-0675,2,1,0,0,0,0,1,0,0,0,0,0,5,25,3.5,0,2,1,2017,OAK,WLB,35,2,2559054
146036,4549,KM-0050,2,2,1,0,0,0,0,0,0,0,0,0,5,44,5,1,2,4,2017,OAK,LDE,52,1,2543463
146037,4549,BS-2300,2,1,0,0,0,0,0,0,1,0,0,0,15,55,4.5,0,2,7,2017,NYJ,LCB,41,1,2495343
146038,4549,TH-1525,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0.5,0,2,1,2017,OAK,LDT,90,2,2558111
146039,4549,MP-0875,1,2,0,0,0,0,0,0,0,0,0,0,0,15,2,0,2,4,2017,NYJ,NT,98,2,2550242
146040,4549,SM-2200,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0.5,0,2,9,2017,NYJ,NT,99,1,2507590
146041,4549,DD-2050,0,2,0,0,0,0,0,0,0,0,0,0,0,10,1,0,2,1,2017,NYJ,OLB,49,2,2558255
146042,4549,DR-1950,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,3,2017,NYJ,RCB,27,2,2553353
146043,4550,BM-0330,6,1,0,0,0,0,0,0,0,0,0,0,0,55,6.5,0,2,6,2017,DEN,ILB,54,1,2532898
146044,4550,AG-1350,1,3,0,0,0,0,0,0,0,0,0,0,0,44,2.5,0,2,2,2017,DEN,RDE,99,1,2555502
146045,4550,SB-0225,4,3,0,0,0,0,0,0,0,0,0,0,0,62,5.5,0,2,4,2017,DEN,SLB,48,1,2550541
146046,4550,CH-1500,5,1,0,0,0,1,1,0,0,0,0,0,5,69,8.5,2,2,7,2017,DEN,RCB,25,1,2530510
146047,4550,SL-0500,8,1,0,0,0,0,0,0,0,0,0,0,0,71,8.5,0,2,8,2017,DAL,WLB,50,1,496937
146048,4550,KF-0425,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,2,2,2017,DAL,SS,35,2,2555536
146049,4550,JS-4150,3,7,0,0,0,0,0,0,0,0,0,0,0,68,6.5,0,2,2,2017,DAL,MLB,54,2,2555310
146050,4550,JH-3210,2,1,0,0,0,0,1,0,1,0,0,0,0,71,5.5,0,2,5,2017,DAL,SS,38,1,2541832
146051,4550,DW-4025,2,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,2,3,2017,DAL,SLB,57,1,2552686
146052,4550,BP-1350,3,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,2,2,2017,DAL,LDT,92,2,2556657
146053,4550,JS-3150,3,3,0,0,0,0,0,0,0,0,0,0,0,70,4.5,0,2,2,2017,DEN,SS,31,1,2555550
146054,4550,DS-4300,3,0,0,0,0,0,0,0,0,0,0,0,0,63,3,0,2,8,2017,DEN,FS,26,1,494307
146055,4550,AB-3450,6,1,0,0,0,0,1,0,0,0,0,0,24,71,7.5,0,2,2,2017,DAL,NB,30,1,2555531
146056,4550,JL-1825,6,0,0,0,0,1,0,0,0,0,0,0,0,65,8,2,1,1,2017,DAL,NB,27,2,2557920
146057,4550,BJ-2350,2,0,0,0,0,0,0,0,0,0,0,0,0,71,2,0,2,3,2017,DAL,FS,31,1,2552568
146058,4550,DL-0450,5,2,2,0,0,0,0,0,1,0,0,0,15,45,12,2,2,4,2017,DAL,LDE,90,1,2543490
146059,4550,MC-2150,0,1,0,0,0,0,0,1,0,0,0,0,0,51,2.5,2,2,2,2017,DAL,LDT,96,1,2555400
146060,4550,DW-4250,1,1,0,0,0,0,0,0,0,0,0,0,0,52,1.5,0,2,6,2017,DEN,LDE,95,1,2533026
146061,4550,SH-0150,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0.5,0,2,4,2017,DEN,LDE,96,3,2549926
146062,4550,NC-0100,1,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,2,8,2017,DAL,LCB,24,1,494254
146063,4550,BM-0750,2,2,0,0,0,0,0,0,0,0,0,0,0,40,3,0,2,5,2017,DAL,LDE,93,2,2542009
146064,4550,AT-0100,1,0,0,0,0,1,2,0,0,1,0,0,0,69,11,8,2,10,2017,DEN,LCB,21,1,1302
146065,4550,WP-0125,4,0,0,0,0,0,0,0,0,0,0,0,0,53,4,0,2,2,2017,DEN,FS,34,2,2556278
146066,4550,SP-0100,1,0,0,0,0,0,0,0,0,0,0,0,0,46,1,0,2,7,2017,DAL,RDT,55,1,2495210
146067,4550,TC-2950,0,1,0,0,0,0,0,0,0,0,0,0,0,37,0.5,0,2,6,2017,DAL,RDE,98,1,2532821
146068,4550,VM-0300,2,0,2,0,0,0,1,0,0,0,0,0,25,57,7,2,2,7,2017,DEN,WLB,58,1,2495202
146069,4550,BR-1050,2,0,0,0,0,0,1,0,0,0,0,0,0,62,3,0,2,4,2017,DEN,LCB,29,2,2543505
146070,4550,DP-0900,1,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,2,12,2017,DEN,NT,94,1,2506925
146071,4550,KE-0125,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0.5,0,2,4,2017,DEN,SLB,91,2,2550647
146072,4550,KP-0325,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,1,2,2017,DEN,NT,90,3,2556646
146073,4550,KW-0960,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,6,2017,DAL,SLB,51,2,2532974
146074,4550,CT-0025,1,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,2,2,2017,DAL,LDE,99,3,2555245
146075,4550,TC-1262,1,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,2,1,2017,DAL,RDE,97,2,2557882
146076,4550,CN-0450,1,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,2,4,2017,DEN,ILB,52,2,2550167
146077,4551,ER-0150,5,2,0,0,0,0,0,0,0,0,0,0,0,49,6,0,2,5,2017,SF,SS,35,1,2540152
146078,4551,DB-5475,2,2,0,0,0,0,0,0,0,0,0,0,0,49,3,0,2,2,2017,SF,DT,99,1,2555275
146079,4551,JW-0750,3,2,0,0,0,0,1,0,0,0,0,0,0,38,5,0,1,4,2017,SF,FS,25,1,2543741
146080,4551,JT-0650,2,3,0,0,0,0,1,0,0,0,0,0,0,49,4.5,0,2,3,2017,SF,SS,29,2,2552391
146081,4551,ST-0525,4,0,0,0,0,0,0,0,0,0,0,0,0,48,4,0,2,1,2017,SF,RDE,94,2,2558018
146082,4551,ED-1000,0,0,0,0,0,0,0,0,0,0,0,0,5,22,0,0,2,12,2017,SF,LDE,58,2,2495832
146083,4551,DJ-1750,2,2,0,0,0,0,0,0,0,0,0,0,20,49,3,0,2,4,2017,SF,RCB,36,1,2543739
146084,4551,KW-1550,4,2,0,0,0,0,2,0,0,0,0,0,0,49,7,0,2,4,2017,SF,NB,24,1,2550654
146085,4551,AA-0562,1,3,1,0,0,0,0,0,0,0,0,0,0,49,4.5,1,2,3,2017,SF,LDE,91,1,2552493
146086,4551,RA-1350,4,4,0,0,0,0,0,0,0,0,0,0,15,49,6,0,2,5,2017,SF,WILL,54,2,2541792
146087,4551,TC-0370,2,1,1,0,0,0,0,0,0,0,0,0,0,21,4.5,1,2,5,2017,SF,RDE,95,1,2539224
146088,4551,BW-0150,4,3,0,0,0,1,1,0,0,0,0,0,0,49,8.5,2,2,6,2017,SEA,MLB,54,1,2532966
146089,4551,KW-2500,5,3,0,0,0,0,1,0,0,0,0,0,0,49,7.5,0,2,7,2017,SEA,ROLB,50,1,2495252
146090,4551,FC-0150,2,0,1,0,0,0,0,0,0,0,0,0,5,35,4,1,2,3,2017,SEA,RDE,55,2,2552629
146091,4551,SR-0670,0,2,0,0,0,0,0,0,0,0,0,0,0,39,1,0,2,5,2017,SEA,LDT,91,1,2540142
146092,4551,KC-0900,0,4,0,0,0,0,0,0,0,0,0,0,0,49,2,0,2,8,2017,SEA,SS,31,1,494257
146093,4551,NB-0400,7,3,0,0,0,0,0,0,0,0,0,0,0,49,8.5,0,2,8,2017,SF,MIKE,53,1,2508088
146094,4551,AL-1200,1,0,1,0,0,0,0,0,0,0,0,0,5,30,3,1,1,4,2017,SF,LDE,59,3,2543650
146095,4551,RR-0925,5,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,2,2,2017,SF,LCB,33,1,2555546
146096,4551,JR-1025,1,3,0,0,0,0,0,0,0,0,0,0,5,27,2.5,0,2,2,2017,SEA,RDT,90,1,2555238
146097,4551,MW-1750,2,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,1,7,2017,SEA,LOLB,57,3,2532331
146098,4551,EM-1200,1,1,0,0,0,0,0,0,0,0,0,0,0,49,1.5,0,2,8,2017,SF,NT,90,1,496822
146099,4551,DJ-2150,1,1,0,0,0,0,1,0,0,0,0,0,0,23,2.5,0,2,1,2017,SF,NT,93,2,2558265
146100,4551,RS-1000,4,1,0,0,0,0,0,0,0,0,0,0,0,49,4.5,0,2,7,2017,SEA,LCB,25,1,2495507
146101,4551,ET-0200,2,1,0,0,0,0,0,0,0,0,0,0,0,49,2.5,0,2,8,2017,SEA,FS,29,1,2508080
146102,4551,JL-0230,5,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,2,6,2017,SEA,RCB,20,1,2534834
146103,4551,MB-1900,2,1,1,0,0,0,1,0,0,0,0,0,0,42,5.5,1,2,9,2017,SEA,LDE,72,1,2507617
146104,4551,CA-1300,0,0,0,0,0,0,0,0,0,0,0,0,20,28,0,0,2,10,2017,SEA,RDE,56,1,1330
146105,4551,JC-3518,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,3,2017,SEA,RCB,28,3,2553637
146106,4551,EH-0150,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,2,3,2017,SF,SAM,57,1,2552494
146107,4551,SG-1600,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,2,1,2017,SEA,RCB,26,2,2558259
146108,4552,MI-0175,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,2,2,2017,WAS,DE,98,2,2555240
146109,4552,DS-5150,4,0,0,0,0,0,0,0,0,0,0,0,0,50,4,0,2,5,2017,WAS,FS,36,1,2539943
146110,4552,ZB-0400,7,3,0,0,0,0,0,0,0,0,0,0,0,49,8.5,0,2,6,2017,WAS,MLB,53,1,2532804
146111,4552,KF-0450,3,1,0,0,0,0,0,0,0,0,0,0,0,36,3.5,0,2,2,2017,WAS,RCB,29,2,2555349
146112,4552,MF-1400,3,3,0,0,0,1,0,0,0,0,0,0,0,50,6.5,2,2,7,2017,WAS,MLB,54,1,2495281
146113,4552,MB-0650,10,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,2,6,2017,LA,ILB,26,1,2532789
146114,4552,MB-3650,2,2,0,0,0,0,0,0,0,0,0,0,0,50,3,0,2,6,2017,LA,NT,90,1,2533050
146115,4552,AO-0250,6,5,1,0,0,0,0,0,0,0,0,0,5,50,10.5,1,2,5,2017,LA,ILB,52,1,2540143
146116,4552,LJ-1800,8,1,0,0,0,0,0,0,0,0,0,0,0,50,8.5,0,2,4,2017,LA,FS,20,1,2543492
146117,4552,NR-0350,3,2,0,0,0,0,0,0,1,0,0,0,25,50,6,0,2,5,2017,LA,LCB,23,2,2540197
146118,4552,MF-1525,0,1,0.5,0,0,0,0,0,0,0,0,0,0,20,1.5,0.5,2,2,2017,LA,LDE,97,2,2556529
146119,4552,RQ-0200,1,1,0.5,0,0,0,0,0,0,0,0,0,0,45,2.5,0.5,2,7,2017,LA,OLB,94,1,2495485
146120,4552,MA-0450,6,2,0,0,0,0,0,0,0,0,0,0,0,50,7,0,2,4,2017,LA,SS,31,1,2550145
146121,4552,TW-0160,1,0,0,0,0,0,1,0,0,0,0,0,0,28,2,0,2,6,2017,LA,NT,73,2,2535892
146122,4552,TJ-2250,0,0,0,0,0,0,1,0,0,0,6,0,0,50,1,0,2,6,2017,LA,LCB,22,1,2532877
146123,4552,BB-2725,1,0,0,0,0,0,0,0,0,0,0,0,0,50,1,0,2,4,2017,WAS,LCB,26,1,2543571
146124,4552,JN-1750,4,1,0,0,0,0,0,0,2,0,0,0,5,47,8.5,0,2,6,2017,WAS,RCB,24,1,2532920
146125,4552,TM-1400,1,0,0,0,0,0,0,1,0,0,0,0,0,18,3,2,2,7,2017,WAS,DE,97,2,2495311
146126,4552,EW-0550,1,0,0,0,0,0,1,0,0,0,0,0,0,23,2,0,2,4,2017,LA,LDE,93,1,2550449
146127,4552,CB-0800,1,2,0,0,0,0,0,0,0,0,0,0,0,50,2,0,2,9,2017,LA,OLB,98,1,71197
146128,4552,CL-0987,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.5,0,2,2,2017,LA,ILB,58,2,2556593
146129,4552,PS-0550,2,1,1,0,0,0,0,0,0,0,0,0,0,33,4.5,1,2,3,2017,WAS,SLB,94,1,2552276
146130,4552,MN-0550,2,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,2,1,2017,WAS,FS,34,2,2558133
146131,4552,JG-0400,1,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,2,8,2017,WAS,WLB,58,2,496782
146132,4552,ML-2325,1,1,0,0,0,0,0,0,0,0,0,0,0,26,1.5,0,2,3,2017,LA,OLB,96,2,2553722
146133,4552,RK-0500,1,0,1,0,0,0,0,0,1,0,0,0,0,37,5,1,2,7,2017,WAS,WLB,91,1,2495190
146134,4552,AD-1475,1,1,0,0,0,0,0,0,0,0,0,0,0,48,1.5,0,1,4,2017,LA,DT,99,1,2543485
146135,4552,CD-0950,1,2,0,0,0,0,0,0,0,0,0,0,0,15,2,0,2,5,2017,LA,FS,38,2,2541135
146136,4552,MS-3450,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,3,2017,WAS,MLB,50,2,2552316
146137,4552,SE-0025,1,0,0,0,0,0,0,0,0,0,0,0,5,11,1,0,2,1,2017,LA,OLB,50,2,2558830
146138,4552,TS-1950,1,1,0,0,0,0,0,0,0,0,0,0,0,20,1.5,0,2,1,2017,LA,DT,92,2,2558199
146139,4552,BC-2575,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,2,2,2017,LA,SS,24,2,2556374
146140,4552,JJ-3450,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,1,2017,LA,SS,43,3,2558183
146141,4552,JA-1062,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0.5,0,2,1,2017,WAS,DE,95,1,2557844
146142,4552,JC-5680,1,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,2,3,2017,WAS,RWR,80,1,2552415
146143,4553,HC-0050,4,2,0,0,0,0,0,0,0,0,0,0,0,58,5,0,2,4,2017,GB,FS,21,1,543470
146144,4553,KB-1825,3,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,2,2,2017,GB,FS,29,2,2556480
146145,4553,JR-3650,1,3,0,0,0,0,0,0,0,0,0,0,0,17,2.5,0,2,3,2017,GB,LILB,47,1,2552314
146146,4553,NP-0130,2,2,0,0,0,0,0,0,0,0,0,0,0,53,3,0,2,6,2017,GB,ROLB,53,1,2533048
146147,4553,DR-0450,3,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,2,3,2017,GB,RCB,23,1,2552389
146148,4553,MB-5100,2,3,0,0,0,0,1,0,0,0,0,0,0,58,4.5,0,2,8,2017,GB,SS,42,1,496727
146149,4553,BP-1050,4,2,0,0,0,0,1,0,0,0,0,0,0,58,6,0,2,2,2017,ATL,RCB,34,2,2556445
146150,4553,RA-0675,4,2,0,0,0,0,0,0,0,0,0,0,0,58,5,0,2,4,2017,ATL,SS,37,1,2543850
146151,4553,KN-0125,5,2,0,0,0,0,0,0,0,0,0,0,8,58,6,0,2,2,2017,ATL,FS,22,1,2555543
146152,4553,DS-1760,1,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,2,6,2017,ATL,RDE,90,2,2532989
146153,4553,DJ-2450,4,1,0,0,0,0,1,0,0,0,0,0,0,58,5.5,0,2,2,2017,ATL,MLB,45,1,2555162
146154,4553,JC-5560,0,2,0,0,0,0,0,0,0,0,0,0,0,38,1,0,2,6,2017,ATL,DT,95,2,2532992
146155,4553,AC-1500,1,0,1,0,0,0,0,0,0,0,0,0,1,41,3,1,2,7,2017,ATL,LDE,99,2,2495140
146156,4553,CM-0900,2,3,1.5,0,0,0,0,0,0,0,0,0,0,52,6.5,1.5,2,9,2017,GB,LOLB,52,1,80431
146157,4553,JT-1650,1,1,0.5,0,0,0,0,0,0,0,0,0,0,17,2.5,0.5,2,4,2017,GB,LILB,48,2,2550262
146158,4553,DP-1450,0,1,0,0,0,0,0,0,0,0,0,0,0,44,0.5,0,2,6,2017,ATL,DT,92,1,2533435
146159,4553,DR-1750,3,2,0,0,0,0,0,0,0,0,0,0,0,32,4,0,2,1,2017,ATL,WLB,42,2,2557967
146160,4553,KI-0150,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,5,2017,ATL,WLB,36,3,2541431
146161,4553,QD-0200,1,2,0,0,0,0,0,0,0,0,0,0,0,33,2,0,1,5,2017,GB,NT,91,2,2539960
146162,4553,QR-0100,2,1,0,0,0,0,0,0,0,0,0,0,0,34,2.5,0,2,3,2017,GB,LCB,24,2,2552263
146163,4553,DH-4000,1,2,0,0,0,0,0,0,0,0,0,0,0,49,2,0,2,7,2017,GB,LCB,31,1,2495170
146164,4553,KK-0750,2,1,0,0,0,0,1,0,0,0,0,0,0,46,3.5,0,2,1,2017,GB,RCB,20,2,2557996
146165,4553,DC-0325,6,2,1,0,0,0,1,0,0,0,0,0,0,54,10,1,2,2,2017,ATL,WLB,59,1,2555255
146166,4553,RA-0650,7,1,0,0,0,0,0,0,0,0,0,0,5,58,7.5,0,2,5,2017,ATL,LCB,23,1,2539653
146167,4553,DT-1970,2,0,0,0,0,1,0,1,0,1,0,0,0,58,12,10,2,5,2017,ATL,RCB,21,1,2539334
146168,4553,BM-0345,5,0,1,0,0,0,0,0,0,0,0,0,0,38,7,1,2,2,2017,GB,MLB,50,1,2555161
146169,4553,KC-1225,1,0,0,0,0,0,0,0,0,0,0,0,0,47,1,0,2,2,2017,GB,NT,97,1,2555282
146170,4553,VB-0075,1,1,1,0,0,0,0,0,1,0,0,0,0,22,5.5,1,2,3,2017,ATL,SLB,44,1,2552301
146171,4553,JJ-4582,3,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,1,1,2017,GB,SS,27,2,2558119
146172,4553,DL-2325,2,0,0,0,0,0,0,0,0,0,0,0,0,34,2,0,2,2,2017,GB,LDE,94,1,2555274
146173,4554,JA-0425,0,0,0,0,0,0,0,0,0,0,116,1,0,0,6,6,2,1,2017,DET,LCB,39,3,2558821
146174,4554,DK-0465,1,4,0,0,0,0,0,1,0,0,0,0,0,32,5,2,2,4,2017,NYG,SLB,59,1,2543869
146175,4554,DR-2800,4,7,0,0,0,0,0,0,0,0,0,0,5,56,7.5,0,2,10,2017,NYG,NB,41,1,306
146176,4554,LC-0850,5,2,0,0,0,0,0,0,0,0,0,0,0,56,6,0,2,3,2017,NYG,SS,21,1,2552454
146177,4554,DT-1725,1,3,0,0,0,0,0,0,0,0,0,0,0,37,2.5,0,2,1,2017,NYG,RDT,94,2,2557846
146178,4554,TW-1750,2,6,0,0,0,1,0,0,0,0,0,0,0,45,7,2,2,6,2017,DET,OLB,59,1,2532986
146179,4554,TW-3250,1,3,0,0,0,0,0,0,0,0,0,0,0,23,2.5,0,2,6,2017,DET,SS,32,1,2534830
146180,4554,HN-0300,1,1,1,0,0,0,0,0,0,0,0,0,0,28,3.5,1,2,12,2017,DET,RDT,92,1,2506879
146181,4554,DT-1225,4,1,0,0,0,0,1,0,0,0,0,0,0,56,5.5,0,2,2,2017,NYG,FS,27,1,2555154
146182,4554,EA-0575,3,2,0,0,0,0,0,0,0,0,0,0,5,56,4,0,2,2,2017,NYG,LCB,24,1,2555277
146183,4554,RC-1550,2,1,0,0,0,0,0,0,0,0,0,0,0,39,2.5,0,1,4,2017,NYG,NB,37,2,2543799
146184,4554,DH-1850,0,6,0,0,0,0,0,0,0,0,0,0,0,42,3,0,2,6,2017,NYG,LDT,98,1,2535718
146185,4554,KW-2800,1,0,1,0,0,0,0,0,0,0,0,0,0,7,3,1,2,4,2017,NYG,LDE,72,3,2550312
146186,4554,GQ-0100,3,3,0,0,0,0,1,0,0,0,0,0,0,56,5.5,0,2,9,2017,DET,FS,27,1,71441
146187,4554,DS-2250,5,3,0,0,0,0,2,0,0,0,0,0,0,56,8.5,0,2,5,2017,DET,LCB,23,1,2540288
146188,4554,PW-1400,1,1,0,0,0,0,0,0,0,0,0,0,0,12,1.5,0,2,5,2017,DET,OLB,58,1,2541535
146189,4554,EA-0550,4,1,3,0,0,0,0,0,1,0,0,0,0,28,12.5,3,2,5,2017,DET,DL,94,3,2539931
146190,4554,JD-0650,2,4,1,0,0,0,0,0,0,0,0,0,0,42,6,1,2,1,2017,DET,MLB,40,1,2557855
146191,4554,QD-0300,3,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,2,3,2017,DET,RCB,28,3,2552262
146192,4554,JP-2900,2,1,1,0,0,0,0,0,1,0,0,0,0,56,6.5,1,2,8,2017,NYG,LDE,90,1,496843
146193,4554,AR-1115,1,1,0,0,0,0,0,0,0,0,0,0,5,35,1.5,0,2,2,2017,DET,LDT,91,1,2555265
146194,4554,JC-1800,1,2,0,0,0,0,0,0,0,0,0,0,0,53,2,0,2,9,2017,NYG,WLB,52,1,71249
146195,4554,JL-0750,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0.5,0,2,1,2017,DET,RDT,98,2,2558124
146196,4554,DH-2150,0,0,0,0,0,0,1,0,0,0,0,0,0,18,1,0,2,5,2017,DET,LCB,31,2,2539237
146197,4554,OV-0200,0,5,0,0,0,0,0,0,0,0,0,0,5,56,2.5,0,2,6,2017,NYG,RDE,54,1,2533534
146198,4554,AZ-0200,0,4,0,0,0,0,0,0,0,0,0,0,0,36,2,0,2,2,2017,DET,RDE,69,2,2555268
146199,4554,CM-3450,5,2,1,0,0,0,0,0,0,0,0,0,0,56,8,1,1,1,2017,NYG,MLB,46,2,2559217
146200,4554,NL-0250,1,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,2,4,2017,DET,RCB,24,1,2543872
146201,4554,MK-0752,3,1,0,0,0,0,1,0,0,0,0,0,0,42,4.5,0,2,2,2017,DET,SS,35,2,2555315
146202,4554,JB-5775,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,2,4,2017,NYG,RDT,96,1,2543860
146203,4554,AS-3050,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0.5,0,2,5,2017,DET,LDT,97,2,2540201
146204,4554,JR-1450,1,1,0,0,0,0,0,0,0,0,0,0,0,16,1.5,0,1,1,2017,DET,OLB,44,2,2557924
146205,4554,JV-0025,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0.5,0,2,1,2017,DET,LDE,78,2,2559310
146206,4555,NR-0350,1,4,0,0,0,1,1,1,0,0,0,0,0,65,8,4,3,5,2017,LA,LCB,23,2,2540197
146207,4555,CB-0800,3,2,1,0,0,0,0,0,0,0,0,0,0,65,6,1,3,9,2017,LA,OLB,98,1,71197
146208,4555,LJ-1800,1,1,0,0,0,0,0,0,0,0,0,0,0,21,1.5,0,3,4,2017,LA,FS,20,1,2543492
146209,4555,MB-3650,4,2,0,0,0,0,0,0,0,0,0,0,0,60,5,0,3,6,2017,LA,NT,90,1,2533050
146210,4555,MB-0650,4,3,0,0,0,0,0,0,0,0,0,0,0,65,5.5,0,3,6,2017,LA,ILB,26,1,2532789
146211,4555,MA-0450,4,3,0,0,0,0,0,0,0,0,0,0,0,65,5.5,0,3,4,2017,LA,SS,31,1,2550145
146212,4555,BC-2575,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,2,2017,LA,SS,24,2,2556374
146213,4555,AO-0250,6,3,0,0,0,0,1,0,0,0,0,0,0,65,8.5,0,3,5,2017,LA,ILB,52,1,2540143
146214,4555,EW-0550,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,3,4,2017,LA,LDE,93,1,2550449
146215,4555,AD-1475,2,1,1,0,0,0,0,0,0,0,0,0,15,65,4.5,1,2,4,2017,LA,DT,99,1,2543485
146216,4555,TJ-2250,5,1,0,0,0,0,1,0,0,0,0,0,12,65,6.5,0,3,6,2017,LA,LCB,22,1,2532877
146217,4555,DB-5475,4,1,0,0,0,0,0,0,1,0,0,0,5,59,6.5,0,3,2,2017,SF,DT,99,1,2555275
146218,4555,DJ-1750,2,1,0,0,0,0,0,0,0,0,0,0,5,63,2.5,0,3,4,2017,SF,RCB,36,1,2543739
