uid,gid,player,solo,comb,sck,saf,blk,ints,pdef,frcv,forc,tdd,rety,tdret,peny,snp,fp,fp2,game,seas,year,team,posd,jnum,dcp,nflid
145600,4536,EA-0575,5,2,0,0,0,0,1,0,0,0,0,0,0,57,7,0,1,2,2017,NYG,LCB,24,1,2555277
145601,4536,DW-4025,2,2,0,0,0,0,0,0,0,0,0,0,0,17,3,0,1,3,2017,DAL,SLB,57,1,2552686
145602,4536,JS-4150,4,3,0,0,0,0,0,0,1,0,0,0,0,36,7.5,0,1,2,2017,DAL,MLB,54,3,2555310
145603,4536,RT-0850,0,2,0,0,0,0,0,0,0,0,0,0,0,21,1,0,1,4,2017,NYG,LDT,99,2,2550532
145604,4536,DT-1225,2,1,0,0,0,0,0,0,0,0,0,0,0,57,2.5,0,1,2,2017,NYG,FS,27,1,2555154
145605,4536,JP-2900,3,2,0,0,0,0,0,0,0,0,0,0,0,57,4,0,1,8,2017,NYG,LDE,90,1,496843
145606,4536,DK-0465,0,3,0,0,0,0,0,0,0,0,0,0,0,33,1.5,0,1,4,2017,NYG,SLB,59,1,2543869
145607,4536,OV-0200,1,1,1,0,0,0,0,0,0,0,0,0,0,57,3.5,1,1,6,2017,NYG,RDE,54,1,2533534
145608,4536,CM-3450,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,1,2017,NYG,MLB,46,2,2559217
145609,4536,OS-0200,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.5,0,1,10,2017,DAL,RCB,32,1,2307
145610,4536,KW-2800,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,4,2017,NYG,LDE,72,3,2550312
145611,4536,JD-3300,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,1,11,2017,DAL,MLB,52,2,2495597
145612,4536,BJ-2350,1,1,0,0,0,0,0,0,0,0,0,0,10,57,1.5,0,1,3,2017,DAL,FS,31,1,2552568
145613,4536,RO-0450,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0.5,0,1,2,2017,NYG,LDE,78,2,2556641
145614,4536,JJ-1550,1,0,0,0,0,0,0,0,0,0,0,0,21,57,1,0,1,6,2017,NYG,RCB,20,1,2532875
145615,4536,JH-3210,4,0,0,0,0,0,0,0,0,0,0,0,0,56,4,0,1,5,2017,DAL,SS,38,1,2541832
145616,4536,AB-3450,1,0,0,0,0,1,0,0,0,0,0,0,0,51,3,2,1,2,2017,DAL,RCB,30,2,2555531
145617,4536,KF-0425,2,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,2,2017,DAL,SS,35,2,2555536
145618,4536,SP-0100,1,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,1,7,2017,DAL,RDT,55,1,2495210
145619,4536,CA-1350,2,2,0,0,0,0,0,0,0,0,0,0,0,39,3,0,1,1,2017,DAL,LCB,33,3,2557840
145620,4536,NC-0100,4,0,0,0,0,0,0,0,0,0,0,0,0,57,4,0,1,8,2017,DAL,LCB,24,1,494254
145621,4536,TC-2950,1,1,0,0,0,0,0,0,0,0,0,0,0,23,1.5,0,1,6,2017,DAL,RDE,98,1,2532821
145622,4536,CT-0025,1,1,1,0,0,0,0,0,0,0,0,0,0,12,3.5,1,1,2,2017,DAL,RDE,99,3,2555245
145623,4536,MC-2150,1,0,0,0,0,0,0,0,0,0,0,0,15,51,1,0,1,2,2017,DAL,LDT,96,1,2555400
145624,4536,JB-5775,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0.5,0,1,4,2017,NYG,RDT,96,1,2543860
145625,4537,BG-0350,2,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,1,2017,MIN,WLB,42,1,2558033
145626,4537,TJ-1900,0,1,0,0,0,0,0,0,0,0,0,0,15,45,0.5,0,1,12,2017,MIN,DT,92,1,2506779
145627,4537,EK-0250,3,3,0,0,0,0,1,0,0,0,0,0,0,62,5.5,0,1,3,2017,MIN,MLB,54,1,2552312
145628,4537,LJ-1700,2,1,0,0,0,0,0,0,0,0,0,0,15,35,2.5,0,1,8,2017,MIN,NT,98,1,496802
145629,4537,XR-0100,3,1,0,0,0,0,0,0,0,0,0,0,0,45,3.5,0,1,5,2017,MIN,RCB,29,1,2540155
145630,4537,EG-0900,3,3,1,0,0,0,0,0,0,0,0,0,5,53,6.5,1,1,8,2017,MIN,RDE,97,1,496790
145631,4537,AS-0600,3,3,0,0,0,0,0,0,0,0,0,0,0,62,4.5,0,1,8,2017,MIN,SS,34,1,2525323
145632,4537,TW-1187,9,2,0,0,0,0,0,0,0,0,0,0,0,57,10,0,1,3,2017,MIN,LCB,26,1,2552448
145633,4537,AB-0650,3,5,0,0,0,0,0,0,0,0,0,0,0,62,5.5,0,1,4,2017,MIN,SLB,55,1,2543459
145634,4537,HS-0130,3,3,0,0,0,0,1,0,0,0,0,0,0,62,5.5,0,1,6,2017,MIN,FS,22,1,2532948
145635,4537,AK-0650,8,3,0,0,0,0,0,0,1,0,0,0,0,62,11.5,0,1,5,2017,NO,MLB,53,2,2539982
145636,4537,KV-0050,5,1,0,0,0,0,0,0,0,0,0,0,2,62,5.5,0,1,5,2017,NO,SS,32,1,2539320
145637,4537,DH-1425,3,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,1,2,2017,NO,RCB,21,2,2556833
145638,4537,ML-0375,4,0,0,0,0,0,0,0,0,0,0,0,0,61,4,0,1,1,2017,NO,CB,23,1,2558061
145639,4537,MT-0350,3,2,0,0,0,0,0,0,0,0,0,0,0,16,4,0,1,5,2017,NO,MLB,51,3,2539277
145640,4537,PW-0850,4,4,0,0,0,0,0,0,0,0,0,0,0,62,6,0,1,3,2017,NO,RCB,26,1,2552484
145641,4537,MW-2275,3,2,0,0,0,0,0,0,0,0,0,0,15,62,4,0,1,1,2017,NO,FS,43,3,2558847
145642,4537,AA-0552,2,0,0,0,0,0,1,0,0,0,0,0,15,48,3,0,1,1,2017,NO,WLB,47,1,2558163
145643,4537,CJ-2400,2,2,1,0,0,0,1,0,0,0,0,0,0,62,6,1,1,7,2017,NO,RDE,94,1,2495184
145644,4537,SS-2750,0,4,0,0,0,0,0,0,0,0,0,0,0,27,2,0,1,4,2017,MIN,NT,93,2,2543706
145645,4537,MS-1300,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,8,2017,MIN,LCB,35,3,2508007
145646,4537,DO-0250,2,2,0,0,0,0,0,0,0,0,0,0,0,31,3,0,1,2,2017,NO,DT,93,2,2556274
145647,4537,AO-0370,4,2,0,0,0,0,0,0,0,0,0,0,5,54,5,0,1,5,2017,NO,LDE,57,1,2539319
145648,4537,TN-0400,3,1,0,0,0,0,0,0,0,0,0,0,0,41,3.5,0,1,15,2017,MIN,LCB,23,2,2505552
145649,4537,TD-0850,1,1,0,0,0,0,0,0,0,0,0,0,0,38,1.5,0,1,3,2017,NO,DT,95,1,2552329
145650,4537,SR-0050,1,1,0,0,0,0,0,0,0,0,0,0,0,58,1.5,0,1,2,2017,NO,DT,98,1,2555242
145651,4537,DH-4650,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0.5,0,1,3,2017,MIN,LDE,99,1,2552603
145652,4537,CR-1150,1,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,7,2017,NO,MLB,52,1,2532431
145653,4538,JB-4450,3,3,1.5,0,0,0,0,0,0,0,0,0,0,57,7.5,1.5,1,2,2017,LAC,LDE,99,1,2555249
145654,4538,JB-6825,10,4,0,0,0,0,0,0,0,0,0,0,0,59,12,0,1,2,2017,LAC,WLB,57,1,2556148
145655,4538,HP-0200,3,4,0,0,0,0,0,0,0,0,0,0,0,32,5,0,1,3,2017,LAC,MLB,50,2,2552313
145656,4538,MI-0150,3,1,1.5,0,0,0,0,0,0,0,0,0,15,59,6.5,1.5,1,6,2017,LAC,DE,54,1,2532870
145657,4538,JS-3150,3,3,0,0,0,0,0,0,0,0,0,0,0,59,4.5,0,1,2,2017,DEN,SS,31,1,2555550
145658,4538,DP-0900,1,1,0,0,0,0,0,0,0,0,0,0,0,27,1.5,0,1,12,2017,DEN,NT,94,1,2506925
145659,4538,TW-2856,1,1,0,0,0,0,0,0,0,0,0,0,5,40,1.5,0,1,2,2017,LAC,LCB,26,1,2556828
145660,4538,CH-2250,2,2,0,0,0,0,1,1,0,0,0,0,0,59,6,2,1,6,2017,LAC,MLB,56,1,2532861
145661,4538,KT-0650,4,2,0,0,0,0,1,0,1,0,0,0,0,27,8,0,1,6,2017,LAC,SLB,51,1,2534567
145662,4538,KE-0550,3,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,1,3,2017,LAC,NT,71,2,2552296
145663,4538,DS-3350,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.5,0,1,5,2017,LAC,DT,93,2,2540003
145664,4538,DP-1275,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0.5,0,1,3,2017,LAC,NT,92,1,2552676
145665,4538,BM-1800,3,2,0,0,0,0,0,0,0,0,0,0,0,46,4,0,1,11,2017,DEN,ILB,54,1,2495677
145666,4538,BM-0330,5,3,0,0,0,0,0,0,0,0,0,0,0,52,6.5,0,1,6,2017,DEN,ILB,51,1,2532898
145667,4538,TD-0725,1,2,0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,4,2017,DEN,LDE,95,1,2550930
145668,4538,DW-4250,0,2,0,0,0,0,0,0,0,0,0,0,0,43,1,0,1,6,2017,DEN,LDE,96,3,2533026
145669,4538,SH-0150,0,2,0,0,1,0,0,0,0,0,0,0,0,33,3,2,1,4,2017,DEN,RCB,25,1,2549926
145670,4538,CH-1500,1,0,0,0,0,0,1,0,0,0,0,0,0,56,2,0,1,7,2017,DEN,LCB,29,2,2530510
145671,4538,BR-1050,3,2,0,0,0,1,1,0,0,0,0,0,57,40,7,2,1,4,2017,DEN,RDE,99,2,2543505
145672,4538,AG-1350,5,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,1,2,2017,LAC,SS,37,1,2555502
145673,4538,JA-0280,1,1,0,0,0,0,0,0,0,0,0,0,0,59,1.5,0,1,5,2017,LAC,RCB,42,2,2541958
145674,4538,TB-1850,3,0,0,0,0,0,1,0,0,0,0,0,0,59,4,0,1,4,2017,LAC,FS,33,1,2543830
145675,4538,VM-0300,3,1,0,0,0,0,0,0,0,0,0,0,0,53,3.5,0,1,7,2017,DEN,WLB,58,1,2495202
145676,4538,IR-0400,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,1,2017,LAC,LDE,98,2,2557860
145677,4538,DS-4300,5,1,0,0,0,0,0,0,0,0,0,0,0,47,5.5,0,1,8,2017,DEN,FS,26,1,494307
145678,4538,TJ-0925,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.5,0,1,1,2017,DEN,DL,98,3,2559192
145679,4538,JV-0425,1,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0,1,4,2017,LAC,RCB,22,1,2543493
145680,4538,CM-1250,2,0,1,0,0,0,0,0,0,0,0,0,0,20,4,1,1,4,2017,LAC,DE,40,2,2550628
145681,4538,SB-0225,1,0,1,0,0,0,0,0,0,0,0,0,0,54,3,1,1,4,2017,DEN,SLB,48,1,2550541
145682,4538,CN-0450,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,4,2017,DEN,ILB,52,2,2550167
145683,4538,AT-0100,1,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0,1,10,2017,DEN,LCB,21,1,1302
145684,4538,AP-1050,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,2,1,4,2017,LAC,SS,31,2,2550842
145685,4538,DK-0687,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,1,2017,LAC,LCB,36,2,2557927
145686,4538,WP-0125,1,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,1,2,2017,DEN,FS,34,2,2556278
145687,4539,VR-0200,6,5,0,0,0,0,0,0,0,0,0,0,0,64,8.5,0,2,8,2017,CIN,WLB,57,1,2507843
145688,4539,AJ-1200,5,0,0,0,0,0,3,0,0,0,41,0,14,61,8,0,1,13,2017,CIN,RCB,24,1,2506345
145689,4539,JW-1100,4,1,0,0,0,0,1,0,0,0,0,0,0,58,5.5,0,2,7,2017,HOU,LDE,99,1,2495488
145690,4539,KJ-0650,3,1,0,0,0,0,0,0,0,0,0,0,0,47,3.5,0,2,3,2017,HOU,RCB,30,1,2552261
145691,4539,DR-0625,1,5,0,0,0,0,0,0,0,0,0,0,0,35,3.5,0,2,2,2017,HOU,NT,98,1,2555388
145692,4539,KJ-0100,5,2,1,0,0,0,0,0,1,0,0,0,0,59,10,1,2,8,2017,HOU,RCB,25,2,496735
145693,4539,JS-2050,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,2,3,2017,CIN,LCB,26,2,2552259
145694,4539,NV-0200,3,2,0,0,0,0,1,0,0,0,0,0,0,64,5,0,2,2,2017,CIN,SLB,59,1,2555528
145695,4539,SW-1550,4,2,0,0,0,0,0,0,0,0,0,0,0,64,5,0,1,5,2017,CIN,SS,36,1,2539233
145696,4539,DK-0750,2,0,0,0,0,0,0,0,0,0,0,0,0,64,2,0,2,6,2017,CIN,LCB,27,1,2533060
145697,4539,CS-2350,3,3,1,0,0,0,0,0,0,0,0,0,0,34,6.5,1,2,4,2017,CIN,LDE,94,2,2543692
145698,4539,GA-0400,2,3,2,0,0,0,0,0,0,0,0,0,0,50,7.5,2,2,8,2017,CIN,RDT,97,1,496762
145699,4539,JC-3350,3,1,0,0,0,0,1,1,0,0,0,0,5,55,6.5,2,2,4,2017,HOU,OLB,90,1,2543456
145700,4539,CM-2850,1,2,0,0,0,0,0,0,0,0,0,0,0,55,2,0,2,3,2017,HOU,SS,43,1,2553817
145701,4539,ZC-0300,4,0,0,0,0,0,0,0,0,0,0,0,5,43,4,0,2,1,2017,HOU,RILB,41,2,2558094
145702,4539,PS-0300,1,2,0,0,0,0,0,0,0,0,0,0,0,32,2,0,2,10,2017,CIN,NT,92,1,786
145703,4539,RG-1150,0,2,0,0,0,0,0,0,0,0,0,0,0,22,1,0,2,1,2017,CIN,RDT,98,2,2557851
145704,4539,DD-0950,3,0,0,0,0,0,1,0,0,0,0,0,6,48,4,0,2,4,2017,CIN,RCB,21,2,2543474
145705,4539,GI-1300,4,2,0,0,0,0,0,0,0,0,0,0,0,64,5,0,2,6,2017,CIN,FS,43,1,2532869
145706,4539,JJ-5000,2,1,0,0,0,0,0,0,0,0,0,0,0,22,2.5,0,2,12,2017,HOU,LCB,24,1,2495872
145707,4539,BM-1450,4,2,2,0,0,0,0,0,0,0,0,0,0,63,9,2,2,3,2017,HOU,RILB,55,1,2552490
145708,4539,CD-2200,2,2,0,0,0,0,0,0,0,0,0,0,0,53,3,0,2,8,2017,CIN,LDE,96,1,496780
145709,4539,CC-4550,1,2,0,0,0,0,0,0,0,0,0,0,0,14,2,0,2,3,2017,HOU,RDE,95,2,2552602
145710,4539,DC-2812,0,3,0,0,0,0,0,0,0,0,0,0,0,23,1.5,0,2,1,2017,HOU,LILB,51,1,2559152
145711,4539,JW-4912,1,4,0,0,0,0,0,0,0,0,0,0,0,45,3,0,2,1,2017,CIN,RDE,75,2,2557884
145712,4539,KM-1950,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1.5,0,2,5,2017,CIN,MLB,51,1,2540159
145713,4539,JH-3220,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0.5,0,2,2,2017,HOU,RDE,93,1,2556551
145714,4539,AH-0250,1,1,0,0,0,0,0,0,0,0,0,0,0,64,1.5,0,2,4,2017,HOU,FS,29,1,2543874
145715,4539,MG-0600,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,2,7,2017,HOU,FS,40,2,2495153
145716,4539,EP-0550,3,0,0,0,0,0,1,0,0,0,0,0,0,27,4,0,2,6,2017,HOU,SS,35,2,2532928
145717,4539,BP-0575,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,3,2017,HOU,RILB,52,3,2552730
145718,4540,JS-2100,4,0,0,0,0,0,0,0,0,0,0,0,15,57,4,0,2,7,2017,IND,OLB,93,1,2495228
145719,4540,JS-3250,4,1,1,0,0,0,0,0,0,0,0,0,0,60,6.5,1,2,5,2017,IND,SLB,51,1,2539280
145720,4540,HR-0050,1,6,0,0,0,0,0,0,0,0,0,0,0,56,4,0,2,1,2017,ARI,SILB,43,2,2557887
145721,4540,JB-3350,4,2,0,0,0,0,1,0,0,0,0,0,0,66,6,0,2,6,2017,ARI,RCB,28,1,2532792
145722,4540,BB-0550,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,2017,ARI,FS,36,2,2558009
145723,4540,TM-0850,3,0,0,0,0,1,1,0,0,0,0,0,0,66,6,2,2,5,2017,ARI,FS,32,1,2540180
145724,4540,TB-2400,3,3,0,0,0,0,1,0,0,0,0,0,0,66,5.5,0,2,10,2017,ARI,SS,27,2,1681
145725,4540,AB-1500,3,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,2,12,2017,ARI,SS,41,1,2495807
145726,4540,JM-1650,1,1,1,0,0,0,0,0,0,0,0,0,0,26,3.5,1,2,4,2017,ARI,LDE,97,1,2550437
145727,4540,KD-0100,6,4,0,0,0,0,0,0,0,0,0,0,0,66,8,0,2,14,2017,ARI,RILB,56,1,2506112
145728,4540,MG-0925,3,0,0,0,0,0,0,0,0,0,0,0,0,64,3,0,2,3,2017,ARI,WLB,44,1,2552273
145729,4540,JB-8700,3,0,1,0,0,0,0,0,1,0,0,0,5,15,7,1,2,7,2017,ARI,RILB,45,2,2530491
145730,4540,RG-2375,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2,3,2017,ARI,NT,95,2,2553437
145731,4540,AW-1900,1,1,1,0,0,0,0,0,0,0,0,0,0,31,3.5,1,2,8,2017,IND,NT,97,1,496881
145732,4540,JH-0840,1,1,0,0,0,0,0,0,0,0,0,0,0,31,1.5,0,2,5,2017,IND,DT,95,1,2540147
145733,4540,QW-0300,2,0,0,0,0,0,2,0,0,0,0,0,5,64,4,0,2,1,2017,IND,LCB,31,2,2557961
145734,4540,CJ-2050,5,2,2,0,0,0,0,0,1,0,0,0,0,66,12,2,2,6,2017,ARI,SAM,55,1,2533538
145735,4540,XW-0100,2,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,2,3,2017,ARI,LDE,94,3,2553764
145736,4540,MF-0150,5,2,0,0,0,0,2,0,0,0,0,0,0,66,8,0,2,2,2017,IND,SS,41,1,2556429
145737,4540,MH-3250,1,1,0,0,0,1,0,0,0,0,0,0,0,66,3.5,2,2,1,2017,IND,FS,29,2,2558060
145738,4540,RM-3850,6,1,0,0,0,0,2,0,0,0,0,0,0,66,8.5,0,2,5,2017,IND,LCB,30,1,2541200
145739,4540,JG-1050,4,1,0,0,0,0,0,0,0,0,0,0,0,52,4.5,0,2,4,2017,IND,ILB,59,2,2543594
145740,4540,FR-0200,2,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,2,12,2017,ARI,RDT,92,1,2506908
145741,4540,NH-0075,4,0,1,0,0,0,0,0,0,0,0,0,0,44,6,1,2,1,2017,IND,RCB,27,3,2558108
145742,4540,JB-4550,4,0,0,0,0,0,0,0,0,0,0,0,0,66,4,0,2,5,2017,IND,ILB,57,1,2539978
145743,4540,CM-2425,0,0,0,0,0,0,0,1,0,0,0,0,10,0,2,2,1,2,2017,ARI,LCB,40,3,2556394
145744,4540,RN-1275,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,1,2,2017,ARI,RDT,90,2,2555336
145745,4540,HA-0400,2,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0,2,3,2017,IND,LDE,96,1,2552272
145746,4540,PP-0400,3,0,0,0,0,0,0,0,0,0,0,0,0,66,3,0,2,7,2017,ARI,LCB,21,1,2495504
145747,4540,OP-0150,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,2,3,2017,ARI,LDE,72,2,2553583
145748,4540,HR-0100,1,0,1,0,0,0,0,0,0,0,0,0,0,11,3,1,2,2,2017,IND,DT,91,2,2555514
145749,4540,KM-2650,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,1,1,2017,IND,RCB,42,5,2558976
145750,4541,SL-0350,2,3,1,0,0,0,0,0,0,0,0,0,0,43,5.5,1,2,2,2017,BUF,LE,90,1,2555252
145751,4541,KW-1600,0,6,0,0,0,0,0,0,0,0,0,0,0,47,3,0,2,12,2017,BUF,DT,95,1,2506931
145752,4541,TW-1725,4,2,0,0,0,0,1,0,0,0,0,0,0,54,6,0,2,1,2017,BUF,LCB,27,1,2557867
145753,4541,LA-0200,6,3,1,0,0,0,0,0,0,0,0,0,0,44,9.5,1,2,13,2017,BUF,SLB,57,1,2506268
145754,4541,JP-4150,7,4,1,0,0,0,3,0,0,0,0,0,0,54,14,1,2,5,2017,BUF,FS,21,1,2539290
145755,4541,RD-0650,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0.5,0,2,6,2017,BUF,RE,56,2,2534761
145756,4541,PB-0750,0,7,0,0,0,0,0,0,0,0,0,0,0,54,3.5,0,2,4,2017,BUF,MLB,52,1,2543814
145757,4541,CT-1300,1,2,0,0,0,0,0,0,0,0,0,0,0,33,2,0,2,7,2017,BUF,DT,91,3,2495356
145758,4541,RH-3300,6,3,0,0,0,0,0,0,0,0,0,0,0,54,7.5,0,2,9,2017,BUF,WLB,50,1,2507644
145759,4541,SL-0950,1,2,0,0,0,0,0,0,0,0,0,0,0,24,2,0,2,5,2017,CAR,LDT,98,1,2539329
145760,4541,KS-0850,2,1,0,0,0,0,0,0,0,0,0,0,0,41,2.5,0,2,5,2017,CAR,RDT,99,1,2539296
145761,4541,DW-4750,3,0,0,0,0,0,1,0,0,0,0,0,0,54,4,0,2,2,2017,CAR,RCB,26,1,2555394
145762,4541,JB-4975,5,1,0,0,0,0,1,0,0,0,0,0,0,54,6.5,0,2,2,2017,CAR,LCB,24,1,2555175
145763,4541,EG-0050,2,2,0,0,0,0,2,0,0,0,0,0,5,54,5,0,2,4,2017,BUF,RCB,28,1,2543823
145764,4541,LJ-1150,2,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,2,6,2017,BUF,RCB,24,2,2532878
145765,4541,JP-2000,4,2,2,0,0,0,0,0,0,0,0,0,0,32,9,2,2,16,2017,CAR,LDE,90,2,2505010
145766,4541,MA-0200,1,1,0,0,0,0,0,0,0,0,0,0,0,54,1.5,0,2,14,2017,CAR,SS,29,1,2505708
145767,4541,KC-1800,1,2,0,0,0,0,0,0,0,0,0,0,0,54,2,0,2,8,2017,CAR,FS,20,1,494261
145768,4541,LK-0600,3,2,0,0,0,0,0,0,1,0,0,0,0,54,6,0,2,6,2017,CAR,MLB,59,1,2533056
145769,4541,JH-5900,4,2,2,0,0,0,0,0,0,0,0,0,0,46,9,2,2,8,2017,BUF,RE,55,1,496796
145770,4541,EY-0100,1,0,1,0,0,0,0,0,0,0,0,0,0,23,3,1,2,2,2017,BUF,LE,75,2,2556714
145771,4541,TD-0700,5,2,0,0,0,0,0,0,0,0,0,0,0,54,6,0,2,13,2017,CAR,WLB,58,1,2506352
145772,4541,MA-0300,4,0,1,0,0,0,0,0,0,0,0,0,0,38,6,1,2,7,2017,CAR,RDE,97,1,2530474
145773,4541,CJ-1300,2,0,0,0,0,0,0,0,0,0,0,0,5,31,2,0,2,11,2017,CAR,LDE,95,1,2507187
145774,4541,MD-0100,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0.5,0,2,7,2017,BUF,DT,99,1,2495478
145775,4541,VB-0375,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,2,2017,CAR,RDT,92,2,2555243
145776,4541,SW-2300,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,7,2017,CAR,LCB,20,2,2495251
145777,4541,TE-0325,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,2,2017,BUF,SS,36,2,2556849
145778,4541,CM-3400,2,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,2,9,2017,CAR,LCB,41,2,80668
145779,4541,KL-1400,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0.5,0,2,8,2017,CAR,LDT,93,2,2507837
145780,4541,ST-0550,1,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,2,3,2017,CAR,SLB,54,1,2552447
145781,4542,DT-1950,1,3,0,0,0,0,1,0,0,0,0,0,10,63,3.5,0,2,6,2017,CHI,RILB,59,1,2532961
145782,4542,NK-0800,3,1,0,0,0,0,0,0,0,0,0,0,0,16,3.5,0,2,2,2017,CHI,RILB,44,2,2555288
145783,4542,MU-0500,2,2,0,0,0,0,0,0,0,0,0,0,0,35,3,0,2,8,2017,CHI,DE,98,1,2508016
145784,4542,QD-0100,4,3,0,0,0,0,0,0,0,0,0,0,0,64,5.5,0,2,10,2017,CHI,SS,21,1,1974
145785,4542,MC-2570,5,1,0,0,0,0,0,0,0,0,0,0,0,64,5.5,0,2,5,2017,CHI,RCB,31,1,2541202
145786,4542,SA-0100,1,2,0,0,0,0,0,0,0,0,0,0,0,32,2,0,2,7,2017,CHI,ROLB,93,2,2495101
145787,4542,WY-0300,2,0,1,0,0,0,0,0,0,0,0,0,2,31,4,1,2,8,2017,CHI,LOLB,97,1,2508063
145788,4542,GM-0500,0,3,0,0,0,0,0,0,0,0,0,0,0,40,1.5,0,1,8,2017,TB,LDT,93,1,496816
145789,4542,WG-0550,0,5,0,0,0,0,0,0,0,0,0,0,0,32,2.5,0,1,5,2017,TB,RDE,92,1,2540176
145790,4542,RM-1900,2,0,0,0,0,1,0,0,0,1,0,0,0,44,10,8,1,8,2017,TB,LCB,36,2,1037913
145791,4542,BG-2100,5,1,0,0,0,0,0,0,0,0,0,0,0,57,5.5,0,1,12,2017,TB,RCB,24,1,2506861
145792,4542,VH-0050,4,0,0,0,0,0,0,0,0,0,0,0,0,64,4,0,1,2,2017,TB,LCB,28,1,2555299
145793,4542,LD-0150,7,2,0,0,0,0,0,1,0,0,0,0,0,53,10,2,1,6,2017,TB,WLB,54,1,2532828
145794,4542,KB-0775,3,2,0,0,0,0,1,0,0,0,0,0,0,58,5,0,1,1,2017,TB,SLB,51,1,2557847
145795,4542,CC-4000,6,1,0,0,0,0,1,0,0,0,0,0,14,54,7.5,0,1,7,2017,TB,S,23,1,2495272
145796,4542,KA-0625,1,0,0,0,0,1,0,0,0,0,0,0,0,17,3,2,1,3,2017,TB,MLB,58,1,2552592
145797,4542,EG-0350,1,2,1,0,0,0,0,0,0,0,0,0,0,40,4,1,2,3,2017,CHI,NT,91,1,2552489
145798,4542,AH-3050,2,1,0,0,0,0,0,0,0,0,0,0,0,49,2.5,0,2,6,2017,CHI,DE,96,1,2533433
145799,4542,EJ-0125,4,4,0,0,0,0,0,0,0,0,0,0,0,64,6,0,2,1,2017,CHI,FS,39,2,2558176
145800,4542,CL-1850,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,3,2017,TB,WLB,52,2,2553774
145801,4542,RS-2350,3,0,0,0,0,0,0,0,1,0,0,0,0,7,5,0,1,2,2017,TB,RCB,29,2,2555552
145802,4542,NS-0712,2,0,1,0,0,0,0,0,1,0,0,0,0,45,6,1,1,2,2017,TB,LDE,57,2,2555312
145803,4542,RR-1450,0,2,0,0,0,0,0,0,0,0,0,0,0,35,1,0,1,3,2017,TB,RDE,95,2,2552277
145804,4542,CJ-2175,2,4,0,0,0,0,0,0,0,0,0,0,0,47,4,0,1,4,2017,CHI,LILB,52,1,2550572
145805,4542,LF-0450,0,2,0,0,0,0,0,1,0,0,0,0,0,55,3,2,2,2,2017,CHI,ROLB,94,1,2555285
