uid,gid,player,pa,pc,py,ints,tdp,ra,sra,ry,tdr,trg,rec,recy,tdrec,ret,rety,tdret,fuml,peny,conv,snp,fp,fp2,fp3,game,seas,year,team,posd,jnum,dcp,nflid
95042,4562,CS-0050,0,0,0,0,0,1,1,31,0,5,2,5,0,1,30,0,0,0,0,36,3.6,4.6,5.6,3,1,2017,CAR,RWR,10,3,2558066
95043,4562,AK-0050,0,0,0,0,0,2,2,37,1,5,3,5,0,0,0,0,0,0,0,17,10.2,11.7,13.2,3,1,2017,NO,RB,41,3,2558019
95044,4562,TG-0900,0,0,0,0,0,1,1,15,0,3,2,44,1,2,12,0,0,0,0,34,11.9,12.9,13.9,3,11,2017,NO,RWR,19,1,2507166
95045,4562,DF-2200,0,0,0,0,0,0,0,0,0,10,4,58,0,0,0,0,0,0,0,50,5.8,7.8,9.8,3,3,2017,CAR,RWR,17,1,2552458
95046,4562,BC-1850,0,0,0,0,0,0,0,0,0,1,1,11,1,0,0,0,0,0,0,46,7.1,7.6,8.1,3,4,2017,NO,LWR,16,2,2550328
95047,4562,CF-0650,0,0,0,0,0,0,0,0,0,1,1,21,0,0,0,0,0,10,0,14,2.1,2.6,3.1,3,6,2017,NO,TE,82,2,2532838
95048,4562,JH-4070,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,37,0.3,0.8,1.3,3,5,2017,NO,TE,89,1,2541834
95049,4562,DB-6375,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,13,0,0,0,3,3,2017,CAR,LWR,18,2,2553499
95050,4562,DA-1300,7,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.68,0.68,0.68,1,13,2017,CAR,QB,3,2,2506546
95051,4562,RS-0975,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38,0,0,0,3,5,2017,CAR,RWR,19,2,2541944
95052,4562,FW-0750,0,0,0,0,0,2,2,12,0,0,0,0,0,0,0,0,0,0,0,6,1.2,1.2,1.2,3,6,2017,CAR,RB,43,3,2540037
95053,4562,ED-0400,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,59,0.8,1.3,1.8,3,8,2017,CAR,TE,84,1,497224
95054,4563,CC-2350,0,0,0,0,0,6,2,22,1,0,0,0,0,1,35,0,0,0,0,7,8.2,8.2,8.2,2,1,2017,PHI,RB,30,4,2559150
95055,4563,CW-1425,31,21,176,0,1,6,3,22,0,0,0,0,0,0,0,0,0,0,0,76,13.24,13.24,13.24,3,2,2017,PHI,QB,11,1,2555259
95056,4563,DS-3300,0,0,0,0,0,3,1,11,0,0,0,0,0,1,0,0,0,0,0,5,1.1,1.1,1.1,3,13,2017,PHI,RB,43,2,2506467
95057,4563,AJ-0430,0,0,0,0,0,0,0,0,0,8,4,56,0,0,0,0,0,15,0,69,5.6,7.6,9.6,3,6,2017,PHI,LWR,17,1,2533039
95058,4563,EM-0200,47,35,366,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,22.64,24.64,27.64,3,14,2017,NYG,QB,10,1,2505996
95059,4563,PP-0350,0,0,0,0,0,9,2,22,0,2,2,8,0,0,0,0,0,0,0,34,3,4,5,3,2,2017,NYG,RB,28,1,2555460
95060,4563,BM-0300,0,0,0,0,0,0,0,0,0,11,8,66,0,0,0,0,0,0,0,65,6.6,10.6,14.6,3,12,2017,NYG,RWR,15,1,2495893
95061,4563,SS-1250,0,0,0,0,0,0,0,0,0,10,7,133,1,0,0,0,0,0,0,68,19.3,22.8,29.3,3,2,2017,NYG,SWR,87,1,2555295
95062,4563,OB-0075,0,0,0,0,0,0,0,0,0,13,9,79,2,0,0,0,0,25,0,53,19.9,24.4,28.9,2,4,2017,NYG,LWR,13,1,2543496
95063,4563,DH-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,0,0,5,0,0,0,0,0,1,7,2017,NYG,SWR,17,2,2495159
95064,4563,OD-0200,0,0,0,0,0,7,1,22,0,1,1,11,0,0,0,0,0,0,0,16,3.3,3.8,4.3,3,4,2017,NYG,RB,26,3,2550481
95065,4563,EE-0400,0,0,0,0,0,0,0,0,0,7,5,45,0,0,0,0,0,5,0,57,4.5,7,9.5,3,1,2017,NYG,TE,88,2,2557858
95066,4563,LB-0500,0,0,0,0,0,12,7,67,1,0,0,0,0,0,0,0,0,15,0,22,12.7,12.7,12.7,3,8,2017,PHI,RB,29,1,497149
95067,4563,ZE-0100,0,0,0,0,0,0,0,0,0,10,8,55,1,0,0,0,1,0,0,75,9.5,13.5,18.5,3,5,2017,PHI,TE,86,1,2540158
95068,4563,TS-2300,0,0,0,0,0,0,0,0,0,5,4,29,0,1,9,0,0,0,0,58,2.9,4.9,6.9,3,7,2017,PHI,RWR,82,1,2495459
95069,4563,WS-0650,0,0,0,0,0,12,6,71,0,2,1,9,0,2,38,0,0,0,0,43,8,8.5,9,3,2,2017,PHI,RB,28,3,2555461
95070,4563,NA-0050,0,0,0,0,0,0,0,0,0,3,2,20,0,0,0,0,0,0,0,45,2,3,4,3,3,2017,PHI,SWR,13,1,2552600
95071,4563,TB-3950,0,0,0,0,0,0,0,0,0,3,2,7,0,0,0,0,0,0,0,19,0.7,1.7,2.7,3,4,2017,PHI,TE,88,3,2550284
95072,4563,SV-0200,0,0,0,0,0,1,1,5,0,2,2,18,0,0,0,0,0,0,0,19,2.3,3.3,4.3,3,7,2017,NYG,RB,34,2,2495473
95073,4563,RL-0625,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,11,0.6,1.1,1.6,3,2,2017,NYG,RWR,18,2,2556592
95074,4564,BR-1100,39,22,235,0,1,1,1,6,0,0,0,0,0,0,0,0,1,0,0,64,12,12,13,3,14,2017,PIT,QB,7,1,2506109
95075,4564,MB-4550,0,0,0,0,0,0,0,0,0,8,2,30,0,0,0,0,0,0,0,45,3,4,5,3,4,2017,PIT,RWR,10,1,2543572
95076,4564,LB-0250,0,0,0,0,0,15,9,61,1,7,6,37,0,0,0,0,0,0,0,62,15.8,18.8,21.8,3,5,2017,PIT,RB,26,1,2540175
95077,4564,JJ-0725,0,0,0,0,0,0,0,0,0,4,2,19,0,0,0,0,0,0,0,46,1.9,2.9,3.9,3,3,2017,PIT,TE,81,1,2552633
95078,4564,TC-1975,0,0,0,0,0,12,4,78,0,4,4,24,0,4,28,0,0,0,0,28,10.2,12.2,14.2,3,1,2017,CHI,RB,29,2,2558250
95079,4564,JH-5575,0,0,0,0,0,23,13,138,2,5,5,26,0,0,0,0,1,0,0,41,26.4,28.9,35.4,3,2,2017,CHI,RB,24,1,2555418
95080,4564,MG-0850,22,15,101,1,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,65,6.44,7.44,7.44,3,5,2017,CHI,QB,8,1,2539275
95081,4564,MW-1250,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,40,0,0,0,1,5,2017,CHI,RWR,12,1,2539291
95082,4564,ER-0462,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,1,0,0,22,-2,-2,-1,3,3,2017,PIT,LWR,17,2,2553737
95083,4564,TW-1125,0,0,0,0,0,1,1,3,0,0,0,0,0,1,24,0,0,0,0,1,0.3,0.3,0.3,2,3,2017,PIT,RB,39,2,2553617
95084,4564,AB-3500,0,0,0,0,0,0,0,0,0,14,10,110,1,0,0,0,0,5,0,64,17,22,30,3,8,2017,PIT,LWR,84,1,2508061
95085,4564,JS-4750,0,0,0,0,0,0,0,0,0,6,2,39,0,0,0,0,0,0,0,51,3.9,4.9,5.9,3,1,2017,PIT,LWR,19,3,2558149
95086,4564,MB-5175,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,3,3,2017,CHI,FB,46,1,2552636
95087,4564,AS-0775,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,10,0,15,6.2,6.7,7.2,3,1,2017,CHI,TE,87,3,2558144
95088,4564,DT-1250,0,0,0,0,0,0,0,0,0,2,1,9,0,3,69,0,0,0,0,46,0.9,1.4,1.9,3,6,2017,CHI,LWR,14,2,2534436
95089,4564,KW-2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,35,0,0,0,3,6,2017,CHI,LWR,13,1,2532977
95090,4564,ZM-0250,0,0,0,0,0,0,0,0,0,3,1,17,0,0,0,0,0,0,0,32,1.7,2.2,2.7,3,9,2017,CHI,TE,86,2,238457
95091,4564,BC-3070,0,0,0,0,0,0,0,0,0,3,3,23,0,0,0,0,0,0,0,5,2.3,3.8,5.3,2,5,2017,CHI,RB,30,3,2541544
95092,4565,DC-3550,0,0,0,0,0,27,14,97,1,5,5,72,0,0,0,0,0,0,0,54,22.9,25.4,27.9,3,1,2017,MIN,RB,33,1,2557991
95093,4565,CK-0250,33,25,369,0,3,6,3,18,0,0,0,0,0,0,0,0,0,0,0,74,28.56,28.56,31.56,2,6,2017,MIN,QB,7,2,2532888
95094,4565,AT-0350,0,0,0,0,0,0,0,0,0,8,5,98,0,0,0,0,0,10,0,63,9.8,12.3,14.8,3,5,2017,MIN,LWR,19,1,2541785
95095,4565,JR-2800,0,0,0,0,0,5,3,15,0,0,0,0,0,0,0,0,0,0,0,25,1.5,1.5,1.5,2,7,2017,TB,RB,32,1,2495471
95096,4565,JW-5650,40,28,328,3,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,53,15.52,18.52,21.52,2,3,2017,TB,QB,3,1,2552033
95097,4565,ME-0600,0,0,0,0,0,0,0,0,0,12,7,67,0,0,0,0,0,0,0,47,6.7,10.2,13.7,2,4,2017,TB,RWR,13,1,2543468
95098,4565,CG-1425,0,0,0,0,0,0,0,0,0,3,3,44,0,0,0,0,0,0,0,11,4.4,5.9,7.4,2,1,2017,TB,RWR,12,2,2558105
95099,4565,OH-0250,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,0,0,34,1.2,1.7,2.2,2,1,2017,TB,TE,80,1,2557856
95100,4565,BR-0250,0,0,0,0,0,1,0,3,0,1,1,6,0,6,79,0,0,0,0,4,0.9,1.4,1.9,2,4,2017,TB,LWR,18,3,2550246
95101,4565,CB-2775,0,0,0,0,0,0,0,0,0,4,4,33,1,0,0,0,0,0,0,26,9.3,11.3,13.3,2,4,2017,TB,TE,84,1,2550656
95102,4565,JM-3450,0,0,0,0,0,2,0,5,0,2,2,-1,0,1,20,0,0,0,0,14,0.4,1.4,2.4,3,4,2017,MIN,RB,21,3,2543715
95103,4565,SD-0537,0,0,0,0,0,0,0,0,0,11,8,173,2,0,0,0,0,0,0,52,29.3,33.3,40.3,3,3,2017,MIN,RWR,14,1,2552608
95104,4565,DJ-0200,0,0,0,0,0,0,0,0,0,7,4,84,1,0,0,0,0,0,0,43,14.4,16.4,18.4,2,10,2017,TB,LWR,11,1,1581
95105,4565,AH-3862,0,0,0,0,0,0,0,0,0,10,6,68,0,0,0,0,0,0,0,39,6.8,9.8,12.8,2,3,2017,TB,LWR,10,2,2553895
95106,4565,KR-1200,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,68,0.4,0.9,1.4,3,7,2017,MIN,TE,82,1,2495438
95107,4565,JW-6560,0,0,0,0,0,0,0,0,0,3,2,9,1,0,0,0,0,0,0,18,6.9,7.9,8.9,3,6,2017,MIN,RWR,17,2,2532978
95108,4565,LM-1850,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0.5,0.5,0.5,3,5,2017,MIN,RB,25,2,2541161
95109,4565,LT-0862,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,31,0.2,0.7,1.2,3,2,2017,MIN,LWR,11,2,2555214
95110,4565,AC-2450,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,4,0.5,1,1.5,2,2,2017,TB,TE,45,2,2556508
95111,4565,CS-1950,0,0,0,0,0,2,0,4,0,1,1,9,0,0,0,0,0,0,0,26,1.3,1.8,2.3,2,4,2017,TB,RB,34,2,2543770
95112,4565,CH-0525,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,0,0,22,1.2,1.7,2.2,3,2,2017,MIN,FB,30,1,2556803
95113,4566,DM-4300,0,0,0,0,0,14,8,115,1,2,1,5,0,0,0,0,0,0,0,48,18,18.5,22,3,7,2017,TEN,RB,29,1,2495207
95114,4566,MM-0912,32,20,225,0,2,7,3,27,0,0,0,0,0,0,0,0,0,0,0,72,19.7,19.7,19.7,3,3,2017,TEN,QB,8,1,2552466
95115,4566,DW-0500,0,0,0,0,0,0,0,0,0,6,4,31,0,0,0,0,0,0,0,50,3.1,5.1,7.1,3,12,2017,TEN,TE,82,1,2495966
95116,4566,DH-2450,0,0,0,0,0,13,6,54,0,1,1,10,0,0,0,0,0,0,0,30,6.4,6.9,7.4,3,2,2017,TEN,RB,22,2,2556075
95117,4566,CC-0750,0,0,0,0,0,11,4,34,0,2,2,18,1,0,0,0,0,0,0,41,11.2,12.2,13.2,3,1,2017,SEA,RB,32,4,2558865
95118,4566,RW-3850,49,29,373,0,4,7,3,26,0,0,0,0,0,0,0,0,0,17,1,73,35.52,35.52,38.52,3,6,2017,SEA,QB,3,1,2532975
95119,4566,PR-0150,0,0,0,0,0,0,0,0,0,7,2,30,1,0,0,0,0,0,1,61,11,12,13,3,4,2017,SEA,RWR,10,1,2543491
95120,4566,CP-2550,0,0,0,0,0,4,2,9,0,5,3,65,0,0,0,0,0,0,0,27,7.4,8.9,10.4,3,2,2017,SEA,RB,22,3,2555417
95121,4566,EW-0500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,2,11,2017,TEN,RWR,14,3,2507029
95122,4566,TL-1025,0,0,0,0,0,0,0,0,0,3,2,30,0,3,32,0,0,0,0,66,3,4,5,3,3,2017,SEA,RWR,16,2,2552430
95123,4566,DB-0500,0,0,0,0,0,0,0,0,0,15,10,105,1,0,0,0,0,0,0,51,16.5,21.5,29.5,3,7,2017,SEA,LWR,89,1,2530747
95124,4566,JG-2900,0,0,0,0,0,0,0,0,0,11,7,72,0,0,0,0,0,0,0,48,7.2,10.7,14.2,3,8,2017,SEA,TE,88,1,497236
95125,4566,RM-1500,0,0,0,0,0,0,0,0,0,10,6,87,1,0,0,0,0,0,0,62,14.7,17.7,20.7,3,6,2017,TEN,LWR,18,1,2532903
95126,4566,TT-0150,0,0,0,0,0,1,0,-1,0,3,2,16,0,0,0,0,0,0,0,26,1.5,2.5,3.5,3,1,2017,TEN,LWR,13,2,2557870
95127,4566,JS-4550,0,0,0,0,0,0,0,0,0,2,1,24,1,0,0,0,0,0,0,48,8.4,8.9,9.4,3,1,2017,TEN,TE,81,3,2558207
95128,4566,ED-0200,0,0,0,0,0,0,0,0,0,5,4,49,0,0,0,0,0,20,0,61,4.9,6.9,8.9,3,8,2017,TEN,RWR,87,2,497284
95129,4566,PS-0950,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,10,0.3,0.8,1.3,3,6,2017,TEN,TE,89,2,2535535
95130,4566,DF-1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,4,2017,TEN,RB,32,3,2550289
95131,4566,LW-1450,0,0,0,0,0,0,0,0,0,4,3,53,1,0,0,0,0,0,0,25,11.3,12.8,14.3,3,5,2017,SEA,TE,82,2,2541199
95132,4566,AD-0212,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,3,1,2017,SEA,RWR,84,3,2557905
95133,4567,AE-1037,0,0,0,0,0,0,0,0,0,0,0,0,0,5,78,0,0,0,0,13,0,0,0,3,2,2017,CIN,RWR,12,4,2556519
95134,4567,JH-4025,0,0,0,0,0,7,2,23,0,1,1,6,0,0,0,0,0,0,0,14,2.9,3.4,3.9,3,4,2017,CIN,RB,32,1,2543603
95135,4567,AD-0100,27,21,212,0,2,2,0,-2,0,0,0,0,0,0,0,0,0,12,0,61,16.28,16.28,16.28,3,7,2017,CIN,QB,14,1,2495143
95136,4567,TK-0850,0,0,0,0,0,0,0,0,0,4,3,28,0,0,0,0,0,0,0,60,2.8,4.3,5.8,3,3,2017,CIN,TE,81,2,2552586
95137,4567,AG-1500,0,0,0,0,0,0,0,0,0,13,10,111,1,0,0,0,0,0,0,57,17.1,22.1,30.1,3,7,2017,CIN,LWR,18,1,2495450
95138,4567,JM-5275,0,0,0,0,0,18,7,62,0,3,3,39,0,0,0,0,0,0,0,34,10.1,11.6,13.1,3,1,2017,CIN,RB,28,3,2557976
95139,4567,AR-1300,42,28,313,1,3,4,2,23,0,0,0,0,0,0,0,0,0,5,0,70,24.82,25.82,28.82,3,13,2017,GB,QB,12,1,2506363
95140,4567,TM-3150,0,0,0,0,0,12,5,35,0,12,8,15,0,0,0,0,0,0,0,65,5,9,13,3,3,2017,GB,RB,88,1,2552429
95141,4567,DA-0212,0,0,0,0,0,0,0,0,0,6,3,60,0,0,0,0,0,0,0,67,6,7.5,9,3,4,2017,GB,LWR,17,2,2543495
95142,4567,JN-0900,0,0,0,0,0,0,0,0,0,9,6,52,2,0,0,0,0,0,0,67,17.2,20.2,23.2,3,10,2017,GB,LWR,87,1,1032
95143,4567,LK-0200,0,0,0,0,0,0,0,0,0,3,2,52,1,0,0,0,0,0,0,19,11.2,12.2,13.2,3,7,2017,GB,TE,84,2,2495187
95144,4567,TD-0737,0,0,0,0,0,0,0,0,0,0,0,0,0,6,70,0,0,0,0,0,0,0,0,3,2,2017,GB,RWR,11,3,2555413
95145,4567,GB-0350,0,0,0,0,0,3,1,27,0,2,2,12,1,0,0,0,0,0,0,13,9.9,10.9,11.9,3,5,2017,CIN,RB,25,2,2540156
95146,4567,JW-3650,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,5,0.6,0.6,0.6,3,1,2017,GB,RB,30,2,2558204
95147,4567,MB-1800,0,0,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,0,67,1.2,2.7,4.2,3,10,2017,GB,TE,80,1,1062
95148,4567,GA-0250,0,0,0,0,0,0,0,0,0,8,6,122,0,0,0,0,0,0,0,47,12.2,15.2,21.2,2,2,2017,GB,RWR,81,2,2556460
95149,4567,TB-2075,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,30,1.1,1.6,2.1,2,2,2017,CIN,RWR,83,2,2555466
95150,4567,BL-0100,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,56,0.5,1,1.5,3,8,2017,CIN,RWR,11,1,497302
95151,4568,MG-1150,0,0,0,0,0,17,6,79,1,2,0,0,0,0,0,0,0,0,0,33,13.9,13.9,13.9,3,3,2017,LAC,RB,28,1,2552469
95152,4568,PR-0300,40,20,237,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,70,3.48,6.48,6.48,3,14,2017,LAC,QB,17,1,2506121
95153,4568,TW-2875,0,0,0,0,0,0,0,0,0,7,2,15,0,0,0,0,0,0,0,71,1.5,2.5,3.5,3,3,2017,LAC,RWR,16,1,2553913
95154,4568,TB-1060,0,0,0,0,0,1,1,9,0,8,5,105,0,5,12,0,0,0,0,44,11.4,13.9,19.4,3,6,2017,LAC,RWR,12,2,2532790
95155,4568,KH-2850,0,0,0,0,0,17,11,172,1,1,1,11,0,0,0,0,0,0,0,37,24.3,24.8,28.3,3,1,2017,KC,RB,27,1,2557917
95156,4568,AS-1600,21,16,155,0,2,2,2,9,0,0,0,0,0,0,0,0,0,5,0,53,15.1,15.1,15.1,3,13,2017,KC,QB,11,1,2506340
95157,4568,TK-0150,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,10,0,53,0.1,0.6,1.1,3,5,2017,KC,TE,87,1,2540258
95158,4568,TH-1750,0,0,0,0,0,3,1,13,0,8,5,77,1,2,10,0,0,0,0,39,15,17.5,20,3,2,2017,KC,LWR,10,1,2556214
95159,4568,BO-0150,0,0,0,0,0,8,2,16,0,6,4,18,0,0,0,0,0,0,0,33,3.4,5.4,7.4,3,4,2017,LAC,RB,32,2,2550658
95160,4568,AG-0500,0,0,0,0,0,0,0,0,0,5,2,30,0,0,0,0,0,0,0,40,3,4,5,3,15,2017,LAC,TE,85,1,2505299
95161,4568,DT-0850,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,7,1.4,1.9,2.4,3,4,2017,KC,RWR,13,2,2543638
95162,4568,AW-1650,0,0,0,0,0,1,0,-4,0,4,3,18,1,0,0,0,0,0,0,27,7.4,8.9,10.4,3,4,2017,KC,LWR,12,2,2550272
95163,4568,KA-0650,0,0,0,0,0,0,0,0,0,9,5,61,0,0,0,0,0,5,0,61,6.1,8.6,11.1,3,5,2017,LAC,LWR,13,1,2540154
95164,4568,AH-3875,0,0,0,0,0,0,0,0,0,0,0,0,0,2,66,0,0,0,0,1,0,0,0,1,3,2017,KC,RB,31,3,2553660
95165,4568,CW-1450,0,0,0,0,0,2,0,-1,0,2,2,14,0,0,0,0,0,5,0,14,1.3,2.3,3.3,3,4,2017,KC,RB,35,2,2550268
95166,4568,DI-0075,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,14,0.2,0.7,1.2,2,7,2017,LAC,LWR,15,2,2530700
95167,4568,DR-2225,0,0,0,0,0,0,0,0,0,2,2,9,0,0,0,0,0,0,0,9,0.9,1.9,2.9,3,2,2017,KC,LWR,14,3,2555478
95168,4568,AS-0900,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,9,1.1,1.6,2.1,3,7,2017,KC,FB,42,1,2495340
95169,4568,CC-3950,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43,0,0,0,3,3,2017,KC,RWR,17,1,2552652
95170,4568,AE-0550,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,6,0.6,1.1,1.6,2,1,2017,LAC,RB,3,3,2559169
95171,4569,ML-2500,0,0,0,0,0,6,0,18,0,1,1,8,0,0,0,0,0,0,0,16,2.6,3.1,3.6,3,11,2017,OAK,RB,24,1,2495663
95172,4569,DC-0725,31,19,118,2,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,51,5.22,7.22,7.22,3,4,2017,OAK,QB,4,1,2543499
95173,4569,AC-2350,0,0,0,0,0,0,0,0,0,5,1,6,0,0,0,0,0,0,0,44,0.6,1.1,1.6,3,3,2017,OAK,RWR,89,1,2552487
95174,4569,SP-0825,0,0,0,0,0,19,7,49,0,1,1,6,0,0,0,0,1,0,0,30,3.5,4,5.5,2,1,2017,WAS,RB,32,3,2558138
95175,4569,KC-2350,30,25,365,0,3,1,0,2,0,0,0,0,0,0,0,0,0,5,0,68,26.8,26.8,29.8,3,6,2017,WAS,QB,8,1,2532820
95176,4569,VD-0100,0,0,0,0,0,0,0,0,0,5,5,58,1,0,0,0,0,10,0,56,11.8,14.3,16.8,3,12,2017,WAS,TE,85,2,2495826
95177,4569,JC-5680,0,0,0,0,0,0,0,0,0,6,6,52,0,6,36,0,1,0,0,48,3.2,6.2,10.2,3,3,2017,WAS,RWR,80,1,2552415
95178,4569,CT-1220,0,0,0,0,0,8,3,38,0,7,6,150,1,0,0,0,0,0,0,28,24.8,27.8,33.8,3,5,2017,WAS,RB,25,2,2540011
95179,4569,NP-0100,0,0,0,0,0,0,0,0,0,1,1,-3,0,0,0,0,0,10,0,33,-0.3,0.2,0.7,3,7,2017,WAS,TE,84,3,2495211
95180,4569,JR-2075,0,0,0,0,0,2,1,4,0,1,1,4,0,3,4,0,0,0,0,6,0.8,1.3,1.8,3,2,2017,OAK,RB,30,2,2556885
95181,4569,CP-0750,0,0,0,0,0,2,1,5,0,2,1,7,0,1,27,0,0,0,0,26,1.2,1.7,2.2,3,5,2017,OAK,RWR,84,2,2540145
95182,4569,JC-4300,0,0,0,0,0,0,0,0,0,6,4,43,1,0,0,0,0,0,0,41,10.3,12.3,14.3,3,9,2017,OAK,TE,87,1,71265
95183,4569,RG-1650,0,0,0,0,0,0,0,0,0,4,3,31,0,0,0,0,0,0,0,34,3.1,4.6,6.1,3,4,2017,WAS,RWR,14,2,2543759
95184,4569,TP-2400,0,0,0,0,0,0,0,0,0,4,2,19,0,0,0,0,0,10,0,57,1.9,2.9,3.9,3,7,2017,WAS,QB,11,3,2531332
95185,4569,MC-2900,0,0,0,0,0,0,0,0,0,3,1,7,0,0,0,0,0,0,0,31,0.7,1.2,1.7,3,9,2017,OAK,LWR,15,1,71269
95186,4569,SR-0750,0,0,0,0,0,0,0,0,0,5,4,20,0,0,0,0,1,10,0,45,0,2,5,3,4,2017,OAK,LWR,10,2,2550597
95187,4569,JD-2350,0,0,0,0,0,0,0,0,0,2,1,52,1,0,0,0,0,0,0,36,11.2,11.7,12.2,3,2,2017,WAS,LWR,18,2,2555343
95188,4569,DW-1350,0,0,0,0,0,1,0,0,0,6,5,24,0,0,0,0,0,0,0,16,2.4,4.9,7.4,3,2,2017,OAK,RB,33,3,2555464
95189,4569,MB-3856,0,0,0,0,0,6,3,27,0,0,0,0,0,0,0,0,0,0,0,10,2.7,2.7,2.7,1,3,2017,WAS,RB,34,4,2553867
95190,4569,CW-0225,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,4,-0.1,0.4,0.9,3,3,2017,OAK,TE,88,3,2552397
95191,4570,KW-1250,0,0,0,0,0,1,0,3,0,0,0,0,0,5,44,0,0,0,0,1,0.3,0.3,0.3,3,5,2017,ARI,RB,33,1,2539980
95192,4570,CP-0500,48,29,325,0,2,3,2,7,0,0,0,0,0,0,0,0,0,0,0,81,21.7,21.7,24.7,3,15,2017,ARI,QB,3,1,2505245
95193,4570,JG-3700,0,0,0,0,0,0,0,0,0,9,5,47,0,0,0,0,0,10,0,55,4.7,7.2,9.7,2,8,2017,ARI,TE,84,1,497238
95194,4570,CJ-1700,0,0,0,0,0,12,2,17,0,2,1,4,0,0,0,0,0,0,0,31,2.1,2.6,3.1,2,10,2017,ARI,RB,23,3,262
95195,4570,TN-0550,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,19,1,1.5,2,3,4,2017,ARI,TE,87,1,2543628
95196,4570,LF-0200,0,0,0,0,0,0,0,0,0,15,13,149,1,0,0,0,0,0,0,77,20.9,27.4,36.9,3,14,2017,ARI,LWR,11,1,2506106
95197,4570,AE-0750,0,0,0,0,0,5,3,22,0,8,5,59,0,0,0,0,0,0,0,49,8.1,10.6,13.1,3,5,2017,ARI,RB,38,2,2539217
95198,4570,JB-6750,0,0,0,0,0,0,0,0,0,6,2,27,1,0,0,0,0,0,0,76,8.7,9.7,10.7,4,5,2017,ARI,RWR,13,1,2541966
95199,4570,EE-0250,0,0,0,0,0,22,7,80,1,4,3,14,0,0,0,0,0,0,0,43,15.4,16.9,18.4,3,2,2017,DAL,RB,21,1,2555224
95200,4570,DP-2037,18,13,183,0,2,3,2,16,1,0,0,0,0,0,0,0,0,0,0,47,22.92,22.92,22.92,3,2,2017,DAL,QB,4,1,2555260
95201,4570,JW-6000,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,47,0.3,0.8,1.3,3,15,2017,DAL,TE,82,1,2505629
95202,4570,TW-2270,0,0,0,0,0,0,0,0,0,4,3,47,0,0,0,0,0,0,0,33,4.7,6.2,7.7,3,5,2017,DAL,RWR,83,1,2539205
95203,4570,JN-0625,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,52,0,0,0,3,3,2017,ARI,LWR,14,2,2552656
95204,4570,JH-0860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,0,0,0,3,6,2017,DAL,TE,84,2,2533028
