uid,gid,player,pa,pc,py,ints,tdp,ra,sra,ry,tdr,trg,rec,recy,tdrec,ret,rety,tdret,fuml,peny,conv,snp,fp,fp2,fp3,game,seas,year,team,posd,jnum,dcp,nflid
94554,4539,JR-3280,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,1,0,0,5,-0.8,-0.8,0.2,1,1,2017,CIN,RWR,15,3,2558010
94555,4539,EB-0550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,0,1,1,2017,HOU,TE,81,3,2559299
94556,4539,BL-0100,0,0,0,0,0,0,0,0,0,7,4,30,0,0,0,0,0,0,0,57,3,5,7,2,8,2017,CIN,RWR,11,1,497302
94557,4539,JT-3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,7,2017,HOU,RB,6,5,2495472
94558,4539,TE-0300,0,0,0,0,0,0,0,0,0,4,3,42,0,0,0,0,0,0,0,50,4.2,5.7,7.2,2,5,2017,CIN,TE,85,1,2540148
94559,4540,KW-1250,0,0,0,0,0,9,3,22,0,0,0,0,0,7,41,0,0,0,0,18,2.2,2.2,2.2,2,5,2017,ARI,RB,33,1,2539980
94560,4540,CP-0500,36,19,332,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,66,15.48,16.48,19.48,2,15,2017,ARI,QB,3,1,2505245
94561,4540,JB-6750,0,0,0,0,0,0,0,0,0,11,4,73,0,0,0,0,0,0,0,50,7.3,9.3,11.3,3,5,2017,ARI,RWR,13,1,2541966
94562,4540,QB-0250,0,0,0,0,0,0,0,0,0,0,0,0,0,7,108,0,0,0,0,6,0,0,0,2,3,2017,IND,LWR,11,3,2553467
94563,4540,JB-5725,37,20,216,1,0,6,3,22,0,0,0,0,0,0,0,0,0,0,0,71,8.84,9.84,9.84,2,2,2017,IND,QB,15,1,2555261
94564,4540,FG-0200,0,0,0,0,0,14,5,46,1,2,0,0,0,0,0,0,0,0,0,32,10.6,10.6,10.6,2,13,2017,IND,RB,23,1,2506404
94565,4540,JD-2550,0,0,0,0,0,0,0,0,0,8,8,79,0,0,0,0,0,0,0,70,7.9,11.9,15.9,2,5,2017,IND,TE,84,1,2540232
94566,4540,DM-2775,0,0,0,0,0,0,0,0,0,8,2,18,0,0,0,0,0,0,0,53,1.8,2.8,3.8,2,4,2017,IND,RWR,10,1,2543614
94567,4540,KA-0400,0,0,0,0,0,0,0,0,0,9,3,31,0,0,0,0,0,0,0,63,3.1,4.6,6.1,2,7,2017,IND,RWR,1,2,2530660
94568,4540,RT-1950,0,0,0,0,0,3,2,11,0,1,1,8,0,0,0,0,0,0,0,28,1.9,2.4,2.9,2,6,2017,IND,RB,33,2,2533460
94569,4540,TH-1850,0,0,0,0,0,0,0,0,0,6,4,49,0,0,0,0,0,0,0,64,4.9,6.9,8.9,2,6,2017,IND,LWR,13,1,2532865
94570,4540,MM-0050,0,0,0,0,0,6,0,-3,0,1,1,11,0,0,0,0,0,0,0,11,0.8,1.3,1.8,2,1,2017,IND,RB,25,3,2558123
94571,4540,IM-0300,0,0,0,0,0,0,0,0,0,2,1,46,0,0,0,0,0,0,0,21,4.6,5.1,5.6,2,5,2017,ARI,TE,80,2,2541096
94572,4540,TN-0550,0,0,0,0,0,0,0,0,0,1,1,16,0,0,0,0,0,10,0,30,1.6,2.1,2.6,2,4,2017,ARI,TE,87,1,2543628
94573,4540,AE-0750,0,0,0,0,0,2,1,11,0,5,3,12,0,0,0,0,0,0,0,30,2.3,3.8,5.3,2,5,2017,ARI,RB,38,2,2539217
94574,4540,JN-0625,0,0,0,0,0,0,0,0,0,7,5,120,1,0,0,0,0,0,0,50,18,20.5,26,2,3,2017,ARI,LWR,14,2,2552656
94575,4540,LF-0200,0,0,0,0,0,0,0,0,0,6,3,21,0,0,0,0,0,0,0,62,2.1,3.6,5.1,2,14,2017,ARI,LWR,11,1,2506106
94576,4540,CJ-1700,0,0,0,0,0,11,4,44,0,0,0,0,0,0,0,0,0,0,0,17,4.4,4.4,4.4,1,10,2017,ARI,RB,23,3,262
94577,4540,CW-2450,0,0,0,0,0,0,0,0,0,2,1,15,0,0,0,0,0,0,0,10,1.5,2,2.5,1,1,2017,ARI,LWR,16,3,2558208
94578,4540,BW-2030,0,0,0,0,0,0,0,0,0,1,1,20,0,0,0,0,0,0,0,13,2,2.5,3,2,5,2017,IND,TE,85,2,2539645
94579,4540,BG-0750,0,0,0,0,0,0,0,0,0,2,1,29,0,0,0,0,0,0,0,22,2.9,3.4,3.9,1,6,2017,ARI,RWR,10,3,2535988
94580,4541,JS-6700,0,0,0,0,0,15,6,40,0,1,0,0,0,0,0,0,0,5,0,26,4,4,4,2,10,2017,CAR,RB,28,1,949
94581,4541,CN-0500,32,20,228,0,0,5,3,27,0,0,0,0,0,0,0,0,0,10,0,69,11.82,11.82,11.82,2,7,2017,CAR,QB,1,1,2495455
94582,4541,GO-0100,0,0,0,0,0,0,0,0,0,2,1,10,0,0,0,0,0,0,0,25,1,1.5,2,2,11,2017,CAR,TE,88,1,2495700
94583,4541,KB-0950,0,0,0,0,0,0,0,0,0,8,6,77,0,0,0,0,0,0,0,44,7.7,10.7,13.7,2,4,2017,CAR,LWR,13,1,2543471
94584,4541,CS-0050,0,0,0,0,0,0,0,0,0,3,2,7,0,0,0,0,0,0,0,13,0.7,1.7,2.7,2,1,2017,CAR,RWR,10,3,2558066
94585,4541,CM-1225,0,0,0,0,0,8,2,10,0,5,4,34,0,6,30,0,0,0,0,44,4.4,6.4,8.4,2,1,2017,CAR,RB,22,2,2557997
94586,4541,DF-2200,0,0,0,0,0,0,0,0,0,7,4,68,0,0,0,0,0,0,0,57,6.8,8.8,10.8,2,3,2017,CAR,RWR,17,1,2552458
94587,4541,LM-1000,0,0,0,0,0,12,2,9,0,7,6,34,0,0,0,0,0,0,0,40,4.3,7.3,10.3,2,9,2017,BUF,RB,25,1,79607
94588,4541,TT-0500,25,17,125,0,0,8,3,55,0,0,0,0,0,0,0,0,0,0,0,54,10.5,10.5,10.5,2,7,2017,BUF,QB,5,1,2495240
94589,4541,ZJ-0100,0,0,0,0,0,0,0,0,0,6,2,18,0,0,0,0,0,0,0,49,1.8,2.8,3.8,2,1,2017,BUF,RWR,11,1,2557863
94590,4541,AH-3600,0,0,0,0,0,0,0,0,0,4,2,18,0,0,0,0,0,10,0,34,1.8,2.8,3.8,2,7,2017,BUF,RWR,18,2,2495453
94591,4541,KC-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,5,0,0,0,1,3,2017,BUF,RWR,13,3,2552651
94592,4541,CC-2100,0,0,0,0,0,0,0,0,0,3,3,23,0,0,0,0,0,0,0,45,2.3,3.8,5.3,2,7,2017,BUF,TE,85,1,2495139
94593,4541,MT-1300,0,0,0,0,0,3,0,5,0,1,1,2,0,0,0,0,0,0,0,13,0.7,1.2,1.7,2,10,2017,BUF,FB,35,2,2507428
94594,4541,ED-0400,0,0,0,0,0,0,0,0,0,3,2,26,0,0,0,0,0,0,0,56,2.6,3.6,4.6,2,8,2017,CAR,TE,84,2,497224
94595,4541,RS-0975,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,33,0.6,1.1,1.6,2,5,2017,CAR,RWR,19,2,2541944
94596,4541,DB-6375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,2,3,2017,CAR,LWR,18,2,2553499
94597,4541,PD-0700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,2,7,2017,BUF,FB,42,1,2530763
94598,4541,JM-1550,0,0,0,0,0,0,0,0,0,3,3,30,0,0,0,0,0,0,0,50,3,4.5,6,2,4,2017,BUF,LWR,87,1,2543500
94599,4542,JW-5650,30,18,204,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,65,12.46,12.46,12.46,1,3,2017,TB,QB,3,1,2552033
94600,4542,OH-0250,0,0,0,0,0,0,0,0,0,3,1,17,0,0,0,0,0,0,0,46,1.7,2.2,2.7,1,1,2017,TB,TE,80,1,2557856
94601,4542,JR-2800,0,0,0,0,0,19,8,67,1,0,0,0,0,0,0,0,0,0,0,34,12.7,12.7,12.7,1,7,2017,TB,RB,32,1,2495471
94602,4542,ME-0600,0,0,0,0,0,0,0,0,0,9,7,93,1,0,0,0,0,0,0,55,15.3,18.8,22.3,1,4,2017,TB,RWR,13,1,2543468
94603,4542,DJ-0200,0,0,0,0,0,0,0,0,0,7,3,39,0,0,0,0,0,0,0,36,3.9,5.4,6.9,1,10,2017,TB,LWR,11,1,1581
94604,4542,AC-2450,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,14,0.6,1.1,1.6,1,2,2017,TB,TE,45,2,2556508
94605,4542,CS-1950,0,0,0,0,0,2,0,2,0,3,2,7,0,0,0,0,1,0,0,21,-1.1,-0.1,1.9,1,4,2017,TB,RB,34,2,2543770
94606,4542,CG-1425,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,29,0,0,0,1,1,2017,TB,RWR,12,2,2558105
94607,4542,JH-5575,0,0,0,0,0,9,2,7,0,1,0,0,0,0,0,0,0,0,0,31,0.7,0.7,0.7,2,2,2017,CHI,RB,24,1,2555418
94608,4542,MG-0850,45,31,301,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64,10.04,12.04,16.04,2,5,2017,CHI,QB,8,1,2539275
94609,4542,KW-2550,0,0,0,0,0,0,0,0,0,10,7,69,0,0,0,0,0,0,0,55,6.9,10.4,13.9,2,6,2017,CHI,LWR,13,1,2532977
94610,4542,TC-1975,0,0,0,0,0,7,2,13,0,9,8,55,0,3,10,0,1,0,0,40,4.8,8.8,13.8,2,1,2017,CHI,RB,29,2,2558250
94611,4542,JB-2950,0,0,0,0,0,0,0,0,0,7,4,51,0,0,0,0,0,0,0,59,5.1,7.1,9.1,2,6,2017,CHI,RWR,15,2,2535964
94612,4542,ZM-0250,0,0,0,0,0,0,0,0,0,9,6,42,0,0,0,0,0,0,0,48,4.2,7.2,10.2,2,9,2017,CHI,TE,86,2,238457
94613,4542,DS-2170,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,2,5,2017,CHI,TE,88,1,2540200
94614,4542,TG-0450,0,0,0,0,0,0,0,0,0,3,2,27,0,0,0,0,0,12,0,8,2.7,3.7,4.7,1,1,2017,CHI,RWR,19,3,2559176
94615,4542,DT-1250,0,0,0,0,0,0,0,0,0,5,4,57,1,2,55,0,0,0,0,36,11.7,13.7,15.7,2,6,2017,CHI,LWR,14,2,2534436
94616,4542,CB-2775,0,0,0,0,0,0,0,0,0,3,2,24,0,0,0,0,0,0,0,38,2.4,3.4,4.4,1,4,2017,TB,TE,84,1,2550656
94617,4542,AH-3862,0,0,0,0,0,0,0,0,0,3,2,18,0,0,0,0,0,0,0,41,1.8,2.8,3.8,1,3,2017,TB,LWR,10,2,2553895
94618,4542,BR-0250,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,7,0,0,0,1,4,2017,TB,LWR,18,3,2550246
94619,4542,PB-0125,0,0,0,0,0,10,6,47,0,0,0,0,0,0,0,0,0,0,0,16,4.7,4.7,4.7,1,2,2017,TB,RB,25,3,2556466
94620,4542,DB-4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,3,2017,CHI,TE,85,4,2553900
94621,4542,RF-0500,1,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,6,-0.2,-0.2,-0.2,1,13,2017,TB,QB,14,2,2506581
94622,4543,IC-0300,0,0,0,0,0,10,3,37,0,1,0,0,0,0,0,0,0,0,0,32,3.7,3.7,3.7,2,4,2017,CLE,RB,34,1,2550189
94623,4543,DK-0875,31,15,182,3,0,5,2,26,0,0,0,0,0,0,0,0,1,10,0,52,1.88,4.88,5.88,2,1,2017,CLE,QB,7,1,2557983
94624,4543,CC-3650,0,0,0,0,0,0,0,0,0,7,1,9,0,0,0,0,0,0,0,38,0.9,1.4,1.9,2,2,2017,CLE,LWR,19,1,2555333
94625,4543,TW-1350,0,0,0,0,0,8,2,22,1,2,2,23,0,0,0,0,0,0,0,15,10.5,11.5,12.5,2,4,2017,BAL,RB,28,1,2543664
94626,4543,JF-1900,34,25,217,1,2,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,68,14.58,15.58,15.58,2,10,2017,BAL,QB,5,1,382
94627,4543,JM-0200,0,0,0,0,0,0,0,0,0,5,4,31,1,0,0,0,0,0,0,43,9.1,11.1,13.1,2,9,2017,BAL,WR,18,1,80429
94628,4543,BW-0700,0,0,0,0,0,0,0,0,0,8,8,91,0,0,0,0,0,0,0,51,9.1,13.1,17.1,2,14,2017,BAL,TE,82,2,2506122
94629,4543,BP-0450,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,42,0,0,0,2,3,2017,BAL,LWR,11,1,2552597
94630,4543,RT-0450,0,0,0,0,0,0,0,0,0,1,1,20,0,0,0,0,0,0,0,19,2,2.5,3,2,3,2017,CLE,TE,86,1,2552660
94631,4543,KB-1900,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,10,0,42,0.2,0.7,1.2,2,9,2017,CLE,RWR,18,1,71217
94632,4543,SC-0775,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,26,0,0,0,1,3,2017,CLE,LWR,10,2,2552470
94633,4543,MW-0500,0,0,0,0,0,0,0,0,0,3,1,7,0,0,0,0,0,0,0,48,0.7,1.2,1.7,2,9,2017,BAL,RWR,17,1,2507763
94634,4543,JA-1025,0,0,0,0,0,14,3,66,0,6,5,35,1,0,0,0,0,0,0,43,16.1,18.6,21.1,2,3,2017,BAL,RB,37,2,2552631
94635,4543,NB-0450,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,42,0.9,1.4,1.9,2,3,2017,BAL,TE,86,1,2552402
94636,4543,MW-2450,0,0,0,0,0,1,1,2,0,4,4,21,0,0,0,0,0,0,0,28,2.3,4.3,6.3,2,3,2017,BAL,TE,87,3,2552468
94637,4543,RH-1950,0,0,0,0,0,1,1,4,0,11,7,95,0,0,0,0,0,0,0,51,9.9,13.4,16.9,1,2,2017,CLE,LWR,81,3,2555468
94638,4543,DJ-1850,0,0,0,0,0,4,1,21,0,6,3,59,0,0,0,0,0,0,0,37,8,9.5,11,2,3,2017,CLE,RB,29,2,2552461
94639,4543,DN-1225,0,0,0,0,0,0,0,0,0,4,3,27,1,0,0,0,0,7,0,34,8.7,10.2,11.7,2,1,2017,CLE,TE,85,3,2557986
94640,4543,MC-0150,0,0,0,0,0,1,1,5,0,0,0,0,0,3,30,0,0,0,0,8,0.5,0.5,0.5,2,4,2017,BAL,LWR,12,2,2550163
94641,4543,KH-2050,11,5,118,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,19,7.22,8.22,8.22,1,2,2017,CLE,QB,8,2,2555263
94642,4543,SD-0534,0,0,0,0,0,0,0,0,0,4,2,61,0,0,0,0,0,0,0,31,6.1,7.1,8.1,2,2,2017,CLE,TE,87,2,2556365
94643,4543,AC-2150,0,0,0,0,0,7,4,46,0,0,0,0,0,0,0,0,1,0,0,8,2.6,2.6,3.6,1,2,2017,BAL,RB,34,3,2555430
94644,4543,RL-1325,0,0,0,0,0,0,0,0,0,2,2,27,0,0,0,0,0,0,0,32,2.7,3.7,4.7,2,2,2017,CLE,RWR,80,2,2555473
94645,4544,TW-1125,0,0,0,0,0,1,0,1,0,0,0,0,0,1,25,0,0,0,0,1,0.1,0.1,0.1,1,3,2017,PIT,RB,39,2,2553617
94646,4544,LB-0250,0,0,0,0,0,27,12,87,0,4,4,4,0,0,0,0,0,0,0,68,9.1,11.1,13.1,2,5,2017,PIT,RB,26,1,2540175
94647,4544,AB-3500,0,0,0,0,0,0,0,0,0,11,5,62,0,0,0,0,0,5,0,70,6.2,8.7,11.2,2,8,2017,PIT,LWR,84,1,2508061
94648,4544,BR-1100,35,23,243,0,2,2,0,-2,0,0,0,0,0,0,0,0,0,5,0,74,17.52,17.52,17.52,2,14,2017,PIT,QB,7,1,2506109
94649,4544,ER-0462,0,0,0,0,0,0,0,0,0,7,4,43,0,5,6,0,0,0,0,37,4.3,6.3,8.3,2,3,2017,PIT,LWR,17,2,2553737
94650,4544,CK-0250,37,20,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,6.68,6.68,6.68,1,6,2017,MIN,QB,7,2,2532888
94651,4544,DC-3550,0,0,0,0,0,12,6,64,0,3,2,0,0,0,0,0,0,0,0,37,6.4,7.4,8.4,2,1,2017,MIN,RB,33,1,2557991
94652,4544,AT-0350,0,0,0,0,0,0,0,0,0,6,5,44,0,0,0,0,1,0,0,62,2.4,4.9,8.4,2,5,2017,MIN,LWR,19,1,2541785
94653,4544,JM-3450,0,0,0,0,0,3,1,16,0,5,3,9,0,2,52,0,0,0,0,22,2.5,4,5.5,2,4,2017,MIN,RB,21,3,2543715
94654,4544,MB-4550,0,0,0,0,0,1,1,7,0,4,3,91,1,0,0,0,0,0,0,47,15.8,17.3,18.8,2,4,2017,PIT,RWR,10,1,2543572
94655,4544,JC-4075,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,4,0.9,0.9,0.9,2,1,2017,PIT,RB,30,3,2557978
94656,4544,JJ-0725,0,0,0,0,0,0,0,0,0,5,4,27,0,0,0,0,0,10,0,71,2.7,4.7,6.7,2,3,2017,PIT,TE,81,1,2552633
94657,4544,SD-0537,0,0,0,0,0,1,0,4,0,6,2,27,0,0,0,0,0,10,0,60,3.1,4.1,5.1,2,3,2017,MIN,RWR,14,1,2552608
94658,4544,JS-4750,0,0,0,0,0,0,0,0,0,4,3,16,1,1,20,0,0,5,0,38,7.6,9.1,10.6,2,1,2017,PIT,LWR,19,3,2558149
94659,4544,JW-6560,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0,0,13,0.9,1.4,1.9,2,6,2017,MIN,RWR,17,2,2532978
94660,4544,LM-1850,0,0,0,0,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,6,0.6,0.6,0.6,2,5,2017,MIN,RB,25,2,2541161
94661,4544,KR-1200,0,0,0,0,0,0,0,0,0,6,4,45,0,0,0,0,0,0,0,61,4.5,6.5,8.5,2,7,2017,MIN,TE,82,1,2495438
94662,4544,DM-3550,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,2,2,2017,MIN,TE,89,2,2555306
94663,4544,RN-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,2,4,2017,PIT,FB,45,1,2550235
94664,4544,RQ-0050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2017,MIN,P,4,1,2536049
94665,4544,BB-1550,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,2017,MIN,TE,81,3,2552478
94666,4544,CH-0525,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,6.1,6.1,6.1,2,2,2017,MIN,FB,30,1,2556803
94667,4544,LT-0862,0,0,0,0,0,0,0,0,0,6,3,33,0,0,0,0,0,0,0,50,3.3,4.8,6.3,2,2,2017,MIN,LWR,11,2,2555214
94668,4545,TB-2300,39,30,447,0,3,2,1,9,0,0,0,0,0,0,0,0,0,0,0,76,30.78,30.78,33.78,2,18,2017,NE,QB,12,1,2504211
94669,4545,RB-4670,0,0,0,0,0,2,0,3,0,4,3,41,1,0,0,0,0,0,0,8,10.4,11.9,13.4,2,5,2017,NE,RB,34,2,2539265
94670,4545,JW-2550,0,0,0,0,0,2,2,11,0,8,8,85,0,0,0,0,0,0,0,30,9.6,13.6,17.6,2,4,2017,NE,RB,28,1,2543773
94671,4545,BC-2325,0,0,0,0,0,2,1,6,0,4,2,37,0,0,0,0,0,5,0,65,4.3,5.3,6.3,2,4,2017,NE,LWR,14,1,2543498
94672,4545,RG-2200,0,0,0,0,0,0,0,0,0,9,6,116,1,0,0,0,0,0,0,46,17.6,20.6,26.6,2,8,2017,NE,TE,87,1,497240
94673,4545,TE-0025,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,0,0,0,0,0,0,0,0,1,1,2017,NO,RB,33,4,2559325
94674,4545,MI-0100,0,0,0,0,0,8,4,52,0,5,4,24,0,0,0,0,0,0,0,36,7.6,9.6,11.6,2,7,2017,NO,RB,22,2,2495466
94675,4545,DB-3800,45,27,356,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,65,22.24,22.24,25.24,2,17,2017,NO,QB,9,1,2504775
94676,4545,MT-0875,0,0,0,0,0,0,0,0,0,10,5,89,0,0,0,0,0,0,0,58,8.9,11.4,13.9,2,2,2017,NO,LWR,13,1,2556370
94677,4545,TL-0825,0,0,0,0,0,0,0,0,0,2,1,16,0,0,0,0,0,0,0,14,1.6,2.1,2.6,2,2,2017,NO,RWR,87,2,2556752
94678,4545,AP-0700,0,0,0,0,0,8,4,26,0,0,0,0,0,0,0,0,0,0,0,15,2.6,2.6,2.6,2,11,2017,NO,RB,28,1,2507164
94679,4545,MG-0650,0,0,0,0,0,18,10,69,1,0,0,0,0,0,0,0,0,0,0,30,12.9,12.9,12.9,2,5,2017,NE,RB,35,2,2539663
94680,4545,JH-4070,0,0,0,0,0,0,0,0,0,3,3,29,0,0,0,0,0,0,0,26,2.9,4.4,5.9,2,5,2017,NO,TE,89,1,2541834
94681,4545,PD-0800,0,0,0,0,0,1,1,7,0,3,3,68,0,0,0,0,0,0,0,32,7.5,9,10.5,2,3,2017,NE,RWR,13,2,2552424
94682,4545,CH-3350,0,0,0,0,0,0,0,0,0,6,5,78,1,0,0,0,0,0,0,65,13.8,16.3,18.8,2,7,2017,NE,RWR,15,1,2530515
94683,4545,AK-0050,0,0,0,0,0,1,0,3,0,7,3,51,0,3,71,0,0,0,0,16,5.4,6.9,8.4,2,1,2017,NO,RB,41,3,2558019
94684,4545,TG-0900,0,0,0,0,0,0,0,0,0,6,3,24,0,1,16,0,0,0,0,43,2.4,3.9,5.4,2,11,2017,NO,RWR,19,1,2507166
94685,4545,BC-1850,0,0,0,0,0,0,0,0,0,6,4,82,1,0,0,0,0,0,0,58,14.2,16.2,18.2,2,4,2017,NO,LWR,16,2,2550328
94686,4545,DL-1700,0,0,0,0,0,4,1,14,0,1,1,11,0,0,0,0,0,0,0,14,2.5,3,3.5,2,7,2017,NE,RB,33,1,2495469
94687,4545,MH-3300,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,22,0.8,1.3,1.8,2,8,2017,NO,TE,84,1,497246
94688,4545,CF-0650,0,0,0,0,0,0,0,0,0,4,3,33,1,0,0,0,0,0,0,32,9.3,10.8,12.3,2,6,2017,NO,TE,82,2,2532838
94689,4545,JH-4850,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,16,0.5,1,1.5,1,1,2017,NE,TE,47,3,2558956
94690,4545,DA-0850,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,46,0,0,0,2,6,2017,NE,TE,83,2,2533046
94691,4545,JD-1650,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,24,0.6,1.1,1.6,2,8,2017,NE,RB,46,3,2508101
94692,4546,DT-0850,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49,0,0,0,0,3,0,0,0,2,4,2017,KC,RWR,13,2,2543638
94693,4546,KH-2850,0,0,0,0,0,13,6,81,2,3,3,28,0,0,0,0,0,0,0,39,22.9,24.4,25.9,2,1,2017,KC,RB,27,1,2557917
94694,4546,AS-1600,28,21,251,0,1,4,2,21,0,0,0,0,0,0,0,0,0,0,0,53,16.14,16.14,16.14,2,13,2017,KC,QB,11,1,2506340
94695,4546,TK-0150,0,0,0,0,0,0,0,0,0,10,8,103,1,0,0,0,0,15,0,51,16.3,20.3,27.3,2,5,2017,KC,TE,87,1,2540258
94696,4546,CC-3950,0,0,0,0,0,0,0,0,0,4,4,55,0,0,0,0,0,0,0,46,5.5,7.5,9.5,2,3,2017,KC,RWR,17,1,2552652
94697,4546,RT-1550,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,2,3,2017,KC,TE,88,3,2554630
94698,4546,TH-1750,0,0,0,0,0,1,1,6,0,6,4,43,0,2,8,0,0,0,0,47,4.9,6.9,8.9,2,2,2017,KC,LWR,10,1,2556214
94699,4546,WS-0650,0,0,0,0,0,3,1,4,0,2,1,-3,0,2,55,0,0,0,0,14,0.1,0.6,1.1,2,2,2017,PHI,RB,28,3,2555461
94700,4546,CW-1425,46,25,333,1,2,4,4,55,0,0,0,0,0,0,0,0,0,0,0,72,24.82,25.82,28.82,2,2,2017,PHI,QB,11,1,2555259
94701,4546,AJ-0430,0,0,0,0,0,0,0,0,0,13,7,92,1,0,0,0,0,0,0,61,15.2,18.7,22.2,2,6,2017,PHI,LWR,17,1,2533039
94702,4546,DS-3300,0,0,0,0,0,10,5,48,0,4,2,30,0,3,10,0,1,0,0,50,5.8,6.8,8.8,2,13,2017,PHI,RB,43,2,2506467
94703,4546,TS-2300,0,0,0,0,0,0,0,0,0,8,4,66,0,0,0,0,0,0,0,62,6.6,8.6,10.6,2,7,2017,PHI,RWR,82,1,2495459
94704,4546,LB-0500,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0.5,1,2,8,2017,PHI,RB,29,1,497149
94705,4546,ZE-0100,0,0,0,0,0,0,0,0,0,10,5,97,0,0,0,0,0,0,0,60,9.7,12.2,14.7,2,5,2017,PHI,TE,86,1,2540158
94706,4546,NA-0050,0,0,0,0,0,0,0,0,0,3,1,9,1,0,0,0,0,0,0,55,6.9,7.4,7.9,2,3,2017,PHI,SWR,13,1,2552600
94707,4546,AW-1650,0,0,0,0,0,1,1,4,0,3,2,22,0,0,0,0,0,0,0,34,2.6,3.6,4.6,2,4,2017,KC,LWR,12,2,2550272
94708,4546,MH-3050,0,0,0,0,0,0,0,0,0,3,3,32,0,0,0,0,0,0,0,17,3.2,4.7,6.2,2,1,2017,PHI,RWR,10,2,2558262
94709,4546,AH-3875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,1,3,2017,KC,RB,31,3,2553660
94710,4546,TB-3950,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,14,1,1.5,2,2,4,2017,PHI,TE,88,3,2550284
94711,4547,DM-4300,0,0,0,0,0,9,4,25,0,2,1,3,0,0,0,0,0,0,0,37,2.8,3.3,3.8,2,7,2017,TEN,RB,29,1,2495207
94712,4547,MM-0912,27,15,215,1,1,6,3,24,0,0,0,0,0,0,0,0,0,0,0,68,13,14,14,2,3,2017,TEN,QB,8,1,2552466
94713,4547,ED-0200,0,0,0,0,0,0,0,0,0,5,3,32,0,1,22,0,0,0,0,44,3.2,4.7,6.2,2,8,2017,TEN,RWR,87,2,497284
94714,4547,ML-0650,0,0,0,0,0,0,0,0,0,12,7,76,0,1,4,0,0,0,0,58,7.6,11.1,14.6,2,4,2017,JAC,LWR,11,1,2543475
94715,4547,LF-0650,0,0,0,0,0,14,8,40,1,5,2,21,0,0,0,0,0,0,0,40,12.1,13.1,14.1,2,1,2017,JAC,RB,27,1,2557973
94716,4547,BB-2425,34,20,223,2,1,4,4,29,0,0,0,0,0,0,0,0,1,0,1,67,11.82,13.82,14.82,2,4,2017,JAC,QB,5,1,2543477
