pid,psr,trg,loc,yds,comp,succ,spk,dfb
745205,CW-1425,AJ-0430,DM,0,0,0,0,
745209,AS-1600,TK-0150,SM,3,1,0,0,
745213,AS-1600,TK-0150,SM,9,1,0,0,
745214,AS-1600,,NL,0,0,0,0,
745218,CW-1425,ZE-0100,DL,53,1,1,0,
745221,CW-1425,TS-2300,SR,6,1,1,0,
745222,CW-1425,ZE-0100,SR,0,0,0,0,BL-1350
745223,CW-1425,TS-2300,DL,24,1,1,0,
745224,CW-1425,ZE-0100,SM,0,0,0,0,
745226,CW-1425,AJ-0430,SL,0,0,0,0,
745228,AS-1600,AW-1650,SL,12,1,1,0,
745229,AS-1600,TH-1750,SM,18,1,1,0,
745230,AS-1600,KH-2850,SR,11,1,1,0,
745232,AS-1600,KH-2850,SR,1,1,0,0,
745235,CW-1425,AJ-0430,DL,18,1,1,0,
745236,CW-1425,MH-3050,SR,11,1,1,0,
745237,CW-1425,ZE-0100,SM,11,1,1,0,
745238,CW-1425,DS-3300,SM,14,1,1,0,
745241,CW-1425,AJ-0430,L,16,1,1,0,
745245,AS-1600,CC-3950,SL,7,1,1,0,
745247,AS-1600,TK-0150,SL,12,1,1,0,
745251,CW-1425,AJ-0430,SL,13,1,1,0,
745253,CW-1425,AJ-0430,SM,0,0,0,0,
745256,CW-1425,MH-3050,SL,13,1,1,0,
745257,CW-1425,MH-3050,SR,8,1,1,0,
745259,CW-1425,ZE-0100,SL,0,0,0,0,
745260,CW-1425,AJ-0430,DL,0,0,0,0,PG-0050
745263,AS-1600,TH-1750,SR,0,0,0,0,
745264,AS-1600,CC-3950,SL,6,1,1,0,
745265,AS-1600,AW-1650,SM,0,0,0,0,RD-1550
745269,CW-1425,ZE-0100,SM,0,0,0,0,RM-4200
745270,CW-1425,,NL,0,0,0,0,
745272,AS-1600,TH-1750,SR,7,1,1,0,
745274,AS-1600,TK-0150,SL,5,1,1,0,
745275,AS-1600,TK-0150,SM,15,1,1,0,
745279,CW-1425,ZE-0100,SL,0,0,0,0,DF-1350
745280,CW-1425,TS-2300,SM,0,0,0,0,
745283,AS-1600,CC-3950,DR,35,1,1,0,
745291,CW-1425,TS-2300,SL,14,1,1,0,
745292,CW-1425,AJ-0430,SR,10,1,1,0,
745293,CW-1425,TS-2300,DL,0,0,0,0,
745294,CW-1425,DS-3300,SL,0,0,0,0,
745297,CW-1425,AJ-0430,SL,12,1,1,0,
745298,CW-1425,TB-3950,SM,10,1,1,0,
745299,CW-1425,AJ-0430,DL,0,0,0,0,TM-2850
745300,CW-1425,DS-3300,SL,0,0,0,0,
745301,CW-1425,ZE-0100,SL,10,1,1,0,
745302,CW-1425,NA-0050,SM,9,1,1,0,
745305,CW-1425,AJ-0430,DM,0,0,0,0,EM-2100
745309,MM-0912,ED-0200,DR,0,0,0,0,
745314,BB-2425,LF-0650,SM,0,0,0,0,
745315,BB-2425,ML-0650,SM,14,1,1,0,
745319,BB-2425,BK-1050,SR,0,0,0,0,DM-3600
745321,BB-2425,LF-0650,SR,10,1,0,0,
745326,MM-0912,ED-0200,SM,10,1,1,0,
745327,MM-0912,ED-0200,DL,16,1,1,0,
745329,MM-0912,DM-4300,SL,0,0,0,0,MB-2050
745330,MM-0912,DW-0500,SL,8,1,1,0,
745332,MM-0912,CD-0975,SL,0,0,0,0,AB-2250
745333,MM-0912,ED-0200,SL,0,0,0,0,
745338,BB-2425,ML-0650,SL,0,0,0,0,
745345,BB-2425,AH-3900,DR,0,0,0,0,
745347,BB-2425,CI-0300,SL,0,0,0,0,JB-6837
745349,MM-0912,CD-0975,SR,4,1,1,0,
745351,MM-0912,RM-1500,SR,0,0,0,0,
745357,BB-2425,CI-0300,SR,4,1,0,0,
745359,MM-0912,JS-4550,SR,-2,1,0,0,
745361,MM-0912,JS-4550,SM,0,0,0,0,
745366,BB-2425,ML-0650,SR,8,1,1,0,
745368,BB-2425,LF-0650,SR,0,0,0,0,
745369,BB-2425,ML-0650,SL,5,1,1,0,
745372,BB-2425,ML-0650,SM,0,0,0,0,AW-1450
745373,MM-0912,DM-4300,SM,3,1,0,0,
745374,MM-0912,ED-0200,SL,6,1,1,0,
745376,MM-0912,CD-0975,DL,0,0,0,0,
745378,MM-0912,RM-1500,SM,15,1,1,0,
745379,MM-0912,,NL,0,0,0,0,
745382,MM-0912,RM-1500,DM,20,1,1,0,
745384,MM-0912,,NL,0,0,0,0,
745388,BB-2425,ML-1500,SM,0,0,0,0,
745389,BB-2425,ML-0650,DM,0,0,0,0,
745392,MM-0912,DW-0500,DL,19,1,1,0,
745396,MM-0912,,NL,0,0,0,0,
745397,MM-0912,RM-1500,SL,8,1,0,0,
745398,MM-0912,RM-1500,SL,0,0,0,0,
745403,BB-2425,ML-0650,SL,5,1,0,0,
745404,BB-2425,ML-1500,SL,0,0,0,0,KB-2850
745406,MM-0912,DW-0500,SR,17,1,1,0,
745410,BB-2425,KC-1550,SR,11,1,1,0,
745413,BB-2425,LF-0650,SM,0,0,0,0,
745416,MM-0912,TT-0150,DL,42,1,1,0,
745421,BB-2425,ML-0650,SM,16,1,1,0,
745422,BB-2425,KC-1550,SL,2,1,0,0,
745423,BB-2425,KC-1550,SR,0,0,0,0,
745424,BB-2425,AH-3900,DR,16,1,1,0,
745425,BB-2425,CI-0300,SR,-2,1,0,0,
745427,BB-2425,ML-0650,DL,0,0,0,0,
745428,BB-2425,ML-0650,DL,0,0,0,0,
745437,MM-0912,DW-0500,DR,17,1,1,0,
745439,MM-0912,JS-4550,SR,32,1,1,0,
745442,BB-2425,ML-0650,SM,9,1,1,0,
745443,BB-2425,CI-0300,SM,29,1,1,0,
745444,BB-2425,AH-3900,SM,14,1,1,0,
745445,BB-2425,AH-3900,SM,16,1,1,0,
745452,MM-0912,,NL,0,0,0,0,
745458,BB-2425,AH-3900,DM,20,1,1,0,
745459,BB-2425,LF-0650,SM,11,1,1,0,
745461,BB-2425,ML-0650,SM,19,1,1,0,
745462,BB-2425,AH-3900,SM,9,1,1,0,
745463,BB-2425,AH-3900,SR,7,1,1,0,
745474,PR-0300,TB-1060,SR,0,0,0,0,
745478,JC-6200,JL-0215,SL,9,1,1,0,
745479,JC-6200,JT-2000,SL,10,1,1,0,
745482,JC-6200,KS-2350,DR,0,0,0,0,
745483,JC-6200,DP-0350,SL,11,1,1,0,
745486,JL-0215,KS-2350,SL,0,0,0,0,
745488,JC-6200,JL-0215,SR,1,1,0,0,
745491,PR-0300,SM-1750,SM,10,1,1,0,
745493,PR-0300,MG-1150,SM,8,1,0,0,
745495,PR-0300,HH-0225,SL,10,1,0,0,
745500,JC-6200,JL-0215,SL,-2,1,0,0,
745502,PR-0300,KA-0650,SR,2,1,0,0,
745503,PR-0300,HH-0225,SR,15,1,1,0,
745505,PR-0300,MG-1150,SL,8,1,1,0,
745506,PR-0300,KA-0650,SL,0,0,0,0,
745510,JC-6200,JL-0215,SL,5,1,1,0,
745511,JC-6200,JL-0215,SR,5,1,1,0,
745512,JC-6200,KS-2350,SR,8,1,1,0,
745516,JC-6200,JL-0215,SM,8,1,0,0,
745518,PR-0300,HH-0225,SM,15,1,1,0,
745522,PR-0300,KA-0650,DM,24,1,1,0,
745531,JC-6200,JT-2000,SR,5,1,0,0,
745533,PR-0300,AG-0500,SL,4,1,1,0,
745534,PR-0300,TW-2875,SL,23,1,1,0,
745535,PR-0300,TW-2875,SL,15,1,1,0,
745537,PR-0300,AG-0500,SL,0,0,0,0,
745538,PR-0300,KA-0650,SR,9,1,1,0,
745539,PR-0300,KA-0650,SL,5,1,1,0,
745540,PR-0300,MG-1150,SR,4,1,1,0,
745543,JC-6200,JL-0215,SL,0,0,0,0,
745544,JC-6200,JT-2000,SL,11,1,1,0,
745545,JC-6200,JL-0215,SM,6,1,1,0,
745546,JC-6200,DP-0350,DL,0,0,0,0,JA-0280
745547,JC-6200,JL-0215,SL,-2,1,0,0,
745548,JC-6200,KS-2350,DR,0,0,0,0,
745550,JC-6200,JL-0215,SR,11,1,1,0,
745552,JC-6200,DP-0350,DR,0,0,0,0,KE-0550
745556,JC-6200,KS-2350,DR,29,1,1,0,
745559,PR-0300,MG-1150,SR,15,1,1,0,
745560,PR-0300,TW-2875,SL,12,1,1,0,
745562,PR-0300,KA-0650,SL,21,1,1,0,
745563,PR-0300,MG-1150,SL,0,0,0,0,
745564,PR-0300,HH-0225,SL,11,1,1,0,
745565,PR-0300,AG-0500,SM,0,0,0,0,
745566,PR-0300,AG-0500,SM,7,1,1,0,
745570,JC-6200,JL-0215,SL,8,1,1,0,
745572,JC-6200,JL-0215,SL,18,1,1,0,
745573,JC-6200,DP-0350,DR,0,0,0,0,
745576,JC-6200,DP-0350,DR,31,1,1,0,
745577,JC-6200,JL-0215,SM,0,0,0,0,
745582,PR-0300,KA-0650,SL,13,1,1,0,
745583,PR-0300,TB-1060,SL,11,1,1,0,
745584,PR-0300,DI-0075,DL,0,0,0,0,
745585,PR-0300,MG-1150,SR,16,1,1,0,
745587,PR-0300,MG-1150,SL,4,1,0,0,
745589,PR-0300,TB-1060,DR,0,0,0,0,
745593,JC-6200,DP-0350,SM,12,1,1,0,
745594,JC-6200,DP-0350,DL,0,0,0,0,TW-2856
745596,JC-6200,DP-0350,DM,31,1,1,0,
745597,JC-6200,JA-0450,SL,3,1,0,0,
745599,JC-6200,JL-0215,SL,12,1,1,0,
745600,JC-6200,DP-0350,SL,0,0,0,0,TW-2856
745602,JC-6200,JL-0215,SR,-1,1,0,0,
745607,PR-0300,HH-0225,SR,9,1,1,0,
745608,PR-0300,KA-0650,SR,4,1,1,0,
745609,PR-0300,HH-0225,SL,3,1,0,0,
745610,PR-0300,DI-0075,SR,0,0,0,0,
745611,PR-0300,TW-2875,SR,4,1,0,0,
745616,JC-6200,JA-0450,SL,1,1,0,0,
745619,PR-0300,KA-0650,SM,13,1,1,0,
745620,PR-0300,HH-0225,DR,17,1,1,0,
745621,PR-0300,MG-1150,SM,10,1,1,0,
745623,PR-0300,KA-0650,SL,9,1,1,0,
745629,DC-0725,CW-0225,SM,7,1,0,0,
745637,DC-0725,MC-2900,DL,26,1,1,0,
745639,DC-0725,AC-2350,SL,4,1,1,0,
745640,DC-0725,ML-2500,SL,0,0,0,0,
745644,DC-0725,SR-0750,DR,0,0,0,0,
745645,DC-0725,JC-4300,SR,6,1,1,0,
745646,DC-0725,DW-1350,SR,9,1,1,0,
745647,DC-0725,MC-2900,SL,2,1,1,0,
745650,JM-2900,RA-1125,SM,19,1,1,0,
745651,JM-2900,JK-0250,DL,0,0,0,0,GC-0850
745656,DC-0725,JC-4300,SL,10,1,1,0,
745658,DC-0725,AC-2350,SR,14,1,1,0,
745659,DC-0725,AC-2350,SR,-1,1,0,0,
745660,DC-0725,JR-2075,SM,39,1,1,0,
745663,DC-0725,MC-2900,DR,26,1,1,0,
745667,JM-2900,NS-0725,SR,8,1,1,0,
745668,JM-2900,WT-0600,SL,4,1,1,0,
745669,JM-2900,MF-1300,SR,0,1,0,0,
745672,JM-2900,JK-0250,DR,34,1,1,0,
745675,DC-0725,MC-2900,SM,21,1,1,0,
745677,DC-0725,JC-4300,SL,0,0,0,0,
745678,DC-0725,JC-4300,SM,0,0,0,0,
745681,JM-2900,MF-1300,SR,7,1,1,0,
745682,JM-2900,EM-0950,SR,7,1,1,0,
745683,JM-2900,BP-1200,SM,0,0,0,0,
745684,JM-2900,CP-0775,SM,3,1,1,0,
745689,JM-2900,WT-0600,SR,0,0,0,0,
745693,DC-0725,AC-2350,SL,0,0,0,0,MC-1350
745694,DC-0725,JC-4300,SR,4,1,0,0,
745710,JM-2900,MF-1300,SR,-3,1,0,0,
745712,JM-2900,RA-1125,DR,0,0,0,0,TC-0385
745713,JM-2900,JK-1000,SR,0,1,0,0,
745714,JM-2900,RA-1125,SR,9,1,0,0,
745721,DC-0725,DW-1350,SM,1,1,0,0,
745722,DC-0725,MC-2900,SR,4,1,1,0,
745723,DC-0725,JC-4300,SM,5,1,1,0,
745729,JM-2900,JK-0250,SR,11,1,1,0,
745730,JM-2900,JK-1000,SM,10,1,1,0,
745732,JM-2900,EM-0950,SR,0,0,0,0,
745735,DC-0725,AC-2350,SL,16,1,1,0,
745736,DC-0725,ML-2500,SR,4,1,1,0,
745743,DC-0725,MC-2900,SR,1,1,1,0,
745747,JM-2900,JK-1000,SR,4,1,1,0,
745748,JM-2900,JK-0250,SL,8,1,1,0,
745751,JM-2900,WT-0600,SR,0,0,0,0,NM-0675
745752,JM-2900,MF-1300,SM,34,1,1,0,
745753,JM-2900,RA-1125,SR,0,0,0,0,DA-0950
745754,JM-2900,BP-1200,SL,0,0,0,0,DA-2050
745755,JM-2900,JK-0250,SM,11,1,1,0,
745759,DC-0725,LS-1550,SM,9,1,1,0,
745762,DC-0725,JR-2075,SL,12,1,1,0,
745765,DC-0725,CP-0750,SL,6,1,1,0,
745768,DC-0725,DW-1350,SM,5,1,0,0,
745774,DP-2037,EE-0250,SL,4,1,1,0,
745776,DP-2037,JW-6000,SR,5,1,0,0,
745778,TS-1450,DT-0900,SM,4,1,1,0,
745780,TS-1450,DT-0900,SR,27,1,1,0,
745781,TS-1450,ES-0200,SL,0,0,0,0,
745782,TS-1450,ES-0200,SR,25,1,1,0,
745783,TS-1450,CA-0750,SL,8,1,1,0,
745785,TS-1450,ES-0200,SM,10,1,1,0,
745788,DP-2037,DB-5300,SL,12,1,1,0,
745789,DP-2037,CB-1130,SL,6,1,1,0,
745792,DP-2037,EE-0250,SL,-1,1,0,0,
745795,TS-1450,DT-0900,SL,9,1,1,0,
745796,TS-1450,CL-0275,SR,9,1,1,0,
745798,TS-1450,,NL,0,0,0,0,
745802,TS-1450,BF-0950,SR,0,0,0,0,
745805,DP-2037,DB-5300,SL,4,1,0,0,
745806,DP-2037,JW-6000,SL,9,1,1,0,
745807,DP-2037,DB-5300,DL,0,0,0,0,
745808,DP-2037,TW-2270,SR,0,0,0,0,
745815,DP-2037,DB-5300,SR,3,1,1,0,
745818,TS-1450,VG-0300,SL,9,1,1,0,
745820,TS-1450,BF-0950,SM,8,1,1,0,
745822,TS-1450,CL-0275,SL,13,1,1,0,
745825,TS-1450,DT-0900,SR,15,1,1,0,
745826,TS-1450,BF-0950,DL,0,0,0,0,
745831,TS-1450,VG-0300,DM,0,0,0,0,JH-3210
745832,TS-1450,CA-0750,SM,16,1,1,0,
745835,DP-2037,DB-5300,SL,0,0,0,0,
745836,DP-2037,TW-2270,SM,6,1,1,0,
745838,DP-2037,BB-4100,SL,0,0,0,0,
745840,TS-1450,JC-2300,SR,6,1,1,0,
745842,TS-1450,DT-0900,SL,9,1,1,0,
745845,TS-1450,ES-0200,SL,5,1,1,0,
745847,TS-1450,ES-0200,SR,6,1,1,0,
745850,DP-2037,JW-6000,SM,7,1,1,0,
745851,DP-2037,TW-2270,SR,4,1,1,0,
745852,DP-2037,JW-6000,SL,6,1,1,0,
745853,DP-2037,DB-5300,SL,15,1,1,0,
745854,DP-2037,CB-1130,SM,0,0,0,0,CH-1500
745855,DP-2037,CB-1130,SR,0,0,0,0,
745856,DP-2037,JW-6000,SL,5,1,0,0,
745862,TS-1450,ES-0200,SL,0,0,0,0,AB-3450
745865,TS-1450,ES-0200,SL,9,1,1,0,
745866,TS-1450,JH-3625,SM,15,1,1,0,
745868,TS-1450,DT-0900,DL,0,0,0,0,
745869,TS-1450,DT-0900,SL,7,1,1,0,
745871,TS-1450,,NL,0,0,0,0,
745873,TS-1450,CA-0750,SM,12,1,1,0,
745877,TS-1450,VG-0300,SR,2,1,1,0,
745884,DP-2037,DB-5300,SL,0,0,0,0,
745885,TS-1450,AD-1175,DL,0,0,0,0,
745889,DP-2037,CB-1130,SR,9,1,1,0,
745890,DP-2037,DB-5300,SR,0,0,0,0,AT-0100
745891,DP-2037,TW-2270,SL,3,1,1,0,
745894,DP-2037,DB-5300,DL,0,0,0,0,
745895,DP-2037,DB-5300,SM,9,1,1,0,
745897,DP-2037,TW-2270,SL,4,1,0,0,
745898,DP-2037,CB-1130,SL,0,0,0,0,
745899,DP-2037,JW-6000,SR,0,0,0,0,
745900,TS-1450,DT-0900,DR,0,0,0,0,
745901,DP-2037,EE-0250,SR,0,0,0,0,
745903,DP-2037,CB-1130,SL,8,1,0,0,
745906,DP-2037,EE-0250,SL,2,1,0,0,
745907,DP-2037,JW-6000,DL,28,1,1,0,
745911,TS-1450,ES-0200,SR,7,1,1,0,
745914,DP-2037,DB-5300,SR,7,1,1,0,
745915,DP-2037,DB-5300,SR,0,0,0,0,AT-0100
745916,DP-2037,JW-6000,SR,0,0,0,0,VM-0300
745928,DP-2037,EE-0250,SR,9,1,1,0,
745930,DP-2037,DB-5300,SM,9,1,1,0,
745931,DP-2037,BB-4100,DR,18,1,1,0,
745932,DP-2037,CB-1130,SL,10,1,1,0,
745933,DP-2037,JW-6000,SR,0,0,0,0,
745936,DP-2037,DB-5300,SL,0,0,0,0,BR-1050
745941,DP-2037,JW-6000,SR,12,1,1,0,
745942,DP-2037,DB-5300,SM,0,0,0,0,
745945,DP-2037,JW-6000,SM,10,1,1,0,
745946,DP-2037,JW-6000,SL,7,1,1,0,
745947,DP-2037,,NL,0,0,0,0,
745949,DP-2037,JW-6000,SM,8,1,0,0,
745950,DP-2037,CB-1130,SM,0,0,0,0,
745951,DP-2037,DB-5300,SR,0,0,0,0,
745959,RW-3850,CP-2550,SL,9,1,1,0,
745960,RW-3850,JG-2900,SL,0,0,0,0,JT-0650
745963,RW-3850,DB-0500,SL,10,1,1,0,
745964,RW-3850,DB-0500,SR,2,1,0,0,
745965,RW-3850,PR-0150,SL,0,0,0,0,
745966,RW-3850,CC-0750,SL,7,1,0,0,
745969,RW-3850,TL-1025,DR,22,1,1,0,
745971,RW-3850,CP-2550,SM,0,0,0,0,
745972,RW-3850,DB-0500,SL,0,0,0,0,
745976,BH-1900,MG-1050,DL,0,0,0,0,
745982,RW-3850,TL-1025,DL,0,0,0,0,
745984,BH-1900,CH-5000,SM,0,0,0,0,
745987,RW-3850,AD-0212,SM,16,1,1,0,
745989,RW-3850,TL-1025,SR,8,1,1,0,
745990,RW-3850,TL-1025,SM,6,1,1,0,
745992,RW-3850,DB-0500,SL,2,1,0,0,
745993,RW-3850,TM-1787,SM,0,0,0,0,KW-1550
745997,BH-1900,GK-0075,SL,-1,1,0,0,
745998,BH-1900,CH-5000,SR,3,1,0,0,
745999,BH-1900,TT-0450,SM,5,1,0,0,
746003,RW-3850,TL-1025,SL,9,1,1,0,
746005,RW-3850,TL-1025,SR,14,1,1,0,
746007,RW-3850,LW-1450,SR,2,1,0,0,
746008,RW-3850,CP-2550,DL,0,0,0,0,KW-1550
746010,BH-1900,GK-0075,SM,14,1,1,0,
746011,BH-1900,,NL,0,0,0,0,
746012,BH-1900,PG-0100,SR,6,1,0,0,
746013,BH-1900,CH-5000,SR,8,1,0,0,
746015,RW-3850,DB-0500,SR,3,1,0,0,
746017,RW-3850,LW-1450,SR,19,1,1,0,
746019,RW-3850,LW-1450,SL,4,1,0,0,
746020,RW-3850,PR-0150,DL,0,0,0,0,
746025,BH-1900,MB-3537,SR,3,1,0,0,
746030,RW-3850,CP-2550,SR,4,1,0,0,
746031,RW-3850,CP-2550,SL,0,0,0,0,
746033,BH-1900,CH-5000,SM,0,0,0,0,
746036,BH-1900,PG-0100,SR,9,1,1,0,
746037,BH-1900,PG-0100,SM,0,0,0,0,
746038,BH-1900,TT-0450,SM,0,0,0,0,KW-2500
746043,BH-1900,MG-1050,SM,0,0,0,0,BW-0150
746046,BH-1900,MG-1050,SR,4,1,1,0,
746049,BH-1900,TT-0450,DM,0,0,0,0,
746054,RW-3850,JG-2900,SL,1,1,0,0,
746055,RW-3850,DB-0500,DR,18,1,1,0,
746057,RW-3850,PR-0150,SL,10,1,0,0,
746059,RW-3850,CP-2550,SR,9,1,1,0,
746060,RW-3850,TL-1025,SL,0,0,0,0,
746062,RW-3850,TM-1787,SM,0,0,0,0,
746066,BH-1900,MG-1050,SL,10,1,0,0,
746068,RW-3850,DB-0500,DR,0,0,0,0,
746070,RW-3850,TL-1025,DR,0,0,0,0,
746072,BH-1900,PG-0100,SR,11,1,1,0,
746075,BH-1900,MB-3537,SL,0,0,0,0,MB-1900
746079,RW-3850,DB-0500,SL,0,0,0,0,DJ-2150
746080,RW-3850,PR-0150,DM,0,0,0,0,JW-0750
746082,BH-1900,MG-1050,SL,12,1,1,0,
746083,BH-1900,CH-5000,SM,8,1,1,0,
746085,BH-1900,CH-5000,SR,0,0,0,0,
746089,BH-1900,MG-1050,SR,0,0,0,0,
746090,BH-1900,PG-0100,SR,0,0,0,0,
746093,RW-3850,TL-1025,SR,5,1,1,0,
746096,RW-3850,DB-0500,SR,9,1,1,0,
746103,RW-3850,CC-0750,SR,0,0,0,0,
746104,RW-3850,PR-0150,SL,9,1,1,0,
746108,BH-1900,TT-0450,SL,1,1,0,0,
746109,BH-1900,GC-0350,SR,6,1,0,0,
746120,JG-1850,TA-1050,SM,5,1,1,0,
746122,JG-1850,CK-1300,SM,11,1,1,0,
746123,JG-1850,GE-0400,SR,2,1,0,0,
746124,JG-1850,TA-1050,SR,0,0,0,0,
746125,JG-1850,TH-1550,DR,0,0,0,0,
746129,KC-2350,JR-1150,SR,8,1,1,0,
746131,KC-2350,TP-2400,SL,8,1,1,0,
746133,KC-2350,JR-1150,SL,9,1,1,0,
746136,KC-2350,JC-5680,SR,21,1,1,0,
746138,KC-2350,JC-5680,SM,0,0,0,0,TW-0160
746139,KC-2350,TP-2400,SR,0,0,0,0,TJ-2250
746143,JG-1850,CK-1300,SM,0,0,0,0,
746144,JG-1850,SW-0450,SM,2,1,0,0,
746158,KC-2350,CT-1220,SR,15,1,1,0,
746160,KC-2350,JD-2350,SR,0,0,0,0,
746161,KC-2350,CT-1220,SR,0,0,0,0,
746164,JG-1850,GE-0400,DR,69,1,1,0,
746165,JG-1850,CK-1300,SL,5,1,1,0,
746175,KC-2350,CT-1220,SM,0,0,0,0,
746177,JG-1850,TG-1950,SL,0,0,0,0,
746180,JG-1850,RW-4050,DM,0,0,0,0,
746181,JG-1850,TG-1950,SM,28,1,1,0,
746182,JG-1850,CK-1300,SL,17,1,1,0,
746185,JG-1850,MB-3862,SR,-4,1,0,0,
746189,KC-2350,CT-1220,SR,10,1,1,0,
746190,KC-2350,CT-1220,SR,4,1,1,0,
746198,KC-2350,JR-1150,SR,5,1,1,0,
746199,KC-2350,JR-1150,SR,1,1,0,0,
746200,KC-2350,RG-1650,SR,0,0,0,0,
746205,KC-2350,JR-1150,SM,16,1,1,0,
746207,KC-2350,CT-1220,SM,0,0,0,0,
746208,KC-2350,JR-1150,SM,9,1,0,0,
746213,JG-1850,SW-0450,SR,28,1,1,0,
746214,JG-1850,GE-0400,DM,24,1,1,0,
746216,JG-1850,TG-1950,SL,18,1,1,0,
746219,KC-2350,SP-0825,SL,0,1,0,0,
746222,KC-2350,JC-5680,SM,18,1,1,0,
746226,KC-2350,TP-2400,SL,0,0,0,0,EW-0550
746227,KC-2350,JC-5680,SR,0,1,0,0,
746229,JG-1850,TA-1050,SR,0,0,0,0,
746230,JG-1850,CK-1300,SM,0,0,0,0,
746231,JG-1850,RW-4050,SM,8,1,0,0,
746234,KC-2350,VD-0100,SR,13,1,1,0,
746237,KC-2350,CT-1220,SR,0,0,0,0,
746240,JG-1850,DC-0775,SR,9,1,1,0,
746246,JG-1850,RW-4050,SL,0,0,0,0,
746249,JH-3230,JR-1950,SL,28,1,1,0,
746252,JG-1850,TG-1950,SL,2,1,0,0,
746253,JG-1850,RW-4050,DR,0,0,0,0,
746259,KC-2350,JC-5680,SM,8,1,1,0,
746263,KC-2350,TP-2400,SL,23,1,1,0,
746266,KC-2350,RG-1650,SL,11,1,1,0,
746269,JG-1850,CK-1300,SL,0,0,0,0,
746275,MR-2500,JJ-4700,SL,19,1,1,0,
746277,MR-2500,JJ-4700,DR,34,1,1,0,
746279,MR-2500,DF-1875,SR,6,1,1,0,
746285,AR-1300,DA-0212,SL,1,1,0,0,
746288,AR-1300,AR-0875,SL,2,1,0,0,
746290,AR-1300,RR-1050,SL,14,1,1,0,
746291,AR-1300,MB-1800,SL,0,0,0,0,
746295,AR-1300,TM-3150,SR,23,1,1,0,
746300,MR-2500,,NL,0,0,0,0,
746301,MR-2500,MS-0150,SL,0,0,0,0,
746304,AR-1300,RC-1500,SL,5,1,1,0,
746307,AR-1300,RC-1500,DR,0,0,0,0,
746309,MR-2500,MS-0150,DR,24,1,1,0,
746310,MR-2500,TG-0025,DL,0,0,0,0,
746311,MR-2500,MS-0150,SM,24,1,1,0,
746312,MR-2500,AR-1100,SM,0,0,0,0,
746314,MR-2500,JJ-4700,SL,15,1,1,0,
746316,MR-2500,JH-1350,SM,19,1,1,0,
746317,MR-2500,JJ-4700,SL,0,0,0,0,
746321,AR-1300,DA-0212,SL,9,1,1,0,
746323,AR-1300,GA-0250,SL,8,1,1,0,
746325,AR-1300,RC-1500,SM,17,1,1,0,
746327,AR-1300,MB-1800,SL,0,0,0,0,
746331,MR-2500,JJ-4700,DR,27,1,1,0,
746332,MR-2500,TG-0025,SL,2,1,0,0,
746333,MR-2500,AH-3650,SR,3,1,0,0,
746337,AR-1300,TM-3150,SL,-2,1,0,0,
746338,AR-1300,MB-1800,SL,0,0,0,0,
746340,AR-1300,MB-1800,SL,0,0,0,0,DJ-2450
746341,AR-1300,DA-0212,DL,0,0,0,0,
746342,AR-1300,RC-1500,SM,0,0,0,0,BP-1050
746345,MR-2500,JJ-4700,SR,0,0,0,0,KK-0750
746346,MR-2500,JJ-4700,SR,0,0,0,0,MB-5100
746348,AR-1300,DA-0212,SL,8,1,1,0,
746351,AR-1300,GA-0250,DR,0,0,0,0,
746353,MR-2500,MS-0150,DM,21,1,1,0,
746354,MR-2500,AH-3650,SR,4,1,1,0,
746355,MR-2500,TC-2050,SR,3,1,1,0,
746365,AR-1300,RR-1050,SL,0,0,0,0,
746366,AR-1300,TM-3150,SL,15,1,1,0,
746367,AR-1300,DA-0212,SR,16,1,1,0,
746368,AR-1300,RC-1500,SL,18,1,1,0,
746369,AR-1300,RC-1500,SM,9,1,1,0,
746371,AR-1300,RC-1500,SL,10,1,1,0,
746374,AR-1300,TM-3150,SL,15,1,1,0,
746375,AR-1300,RC-1500,SM,0,0,0,0,
746382,MR-2500,JH-1350,DR,0,0,0,0,
746383,MR-2500,DF-1875,SR,10,1,1,0,
746384,MR-2500,MS-0150,SM,6,1,1,0,
746385,MR-2500,TC-2050,SL,0,1,0,0,
746390,AR-1300,RC-1500,SL,1,1,0,0,
746391,AR-1300,DA-0212,SR,8,1,1,0,
746392,AR-1300,MB-1800,SR,4,1,1,0,
746394,AR-1300,MB-1800,SL,6,1,0,0,
746395,AR-1300,MB-1800,SL,0,0,0,0,
746396,AR-1300,DA-0212,SM,7,1,1,0,
746400,AR-1300,DA-0212,SR,0,0,0,0,
746401,AR-1300,RR-1050,SL,8,1,0,0,
746402,AR-1300,RR-1050,SM,0,0,0,0,DC-0325
746403,AR-1300,DA-0212,DL,33,1,1,0,
746410,MR-2500,JJ-4700,DR,0,0,0,0,
746412,AR-1300,TM-3150,SR,23,1,1,0,
746414,AR-1300,JW-3650,SL,5,1,1,0,
746415,AR-1300,MB-1800,SR,13,1,1,0,
746416,AR-1300,MB-1800,SR,6,1,1,0,
746417,AR-1300,GA-0250,SL,13,1,1,0,
746418,AR-1300,DA-0212,SR,17,1,1,0,
746419,AR-1300,TM-3150,SM,1,1,1,0,
746424,MR-2500,TG-0025,SL,12,1,1,0,
746427,MR-2500,JJ-4700,SR,13,1,1,0,
746429,MR-2500,MS-0150,SM,10,1,1,0,
746434,AR-1300,GA-0250,SR,0,0,0,0,
