pid,psr,trg,loc,yds,comp,succ,spk,dfb
742941,DK-0875,SD-0534,DM,0,0,0,0,JH-0100
742942,DK-0875,SD-0534,SR,9,1,0,0,
742946,BR-1100,ER-0462,SL,9,1,1,0,
742947,BR-1100,LB-0250,SL,0,0,0,0,
742950,DK-0875,CC-3650,DM,19,1,1,0,
742952,DK-0875,KW-1175,DR,0,0,0,0,
742953,DK-0875,KB-1900,DR,0,0,0,0,
742955,BR-1100,AB-3500,SR,10,1,1,0,
742956,BR-1100,JJ-0725,SM,6,1,1,0,
742957,BR-1100,MB-4550,SR,0,1,0,0,
742958,BR-1100,JJ-0725,SR,0,0,0,0,DK-0625
742962,DK-0875,CC-3650,DL,0,0,0,0,
742965,BR-1100,LB-0250,SM,6,1,1,0,
742966,BR-1100,AB-3500,DR,50,1,1,0,
742967,BR-1100,AB-3500,SR,11,1,1,0,
742968,BR-1100,AB-3500,SR,19,1,1,0,
742969,BR-1100,JJ-0725,SM,0,0,0,0,
742971,BR-1100,JJ-0725,SM,4,1,1,0,
742975,DK-0875,CC-3650,SR,13,1,1,0,
