uid,gid,fpid,tname,drvn,obt,qtr,min,sec,yfog,plays,succ,rfd,pfd,ofd,ry,ra,py,pa,pc,peyf,peya,net,res
105738,4524,741567,NE,1,KOFF,1,2,52,27,9,6,2,2,1,18,4,43,5,3,12,0,73,TD
105739,4524,741580,KC,1,KOFF,1,0,8,25,1,0,1,0,0,7,1,0,0,0,0,0,7,FUM
105740,4524,741581,NE,2,FUM,1,2,35,68,7,1,1,0,1,9,3,8,4,2,5,0,22,DWNS
105741,4524,741589,KC,2,DWNS,1,6,22,10,12,10,1,6,0,24,4,66,8,7,0,0,90,TD
105742,4524,741603,NE,3,KOFF,1,3,7,25,8,4,1,2,0,20,4,42,3,2,5,0,67,FG
105743,4524,741613,KC,3,KOFF,2,1,39,45,3,0,0,0,0,4,1,-3,2,0,0,0,1,PUNT
105744,4524,741617,NE,4,PUNT,2,5,50,18,11,8,3,2,0,41,8,38,3,2,3,0,82,TD
105745,4524,741631,KC,4,KOFF,2,3,43,23,5,1,1,0,0,18,4,-12,1,0,0,0,6,PUNT
105746,4524,741637,NE,5,PUNT,2,0,57,40,3,1,0,0,0,4,1,0,2,0,0,0,4,PUNT
105747,4524,741641,KC,5,PUNT,2,2,34,8,12,9,0,6,1,14,2,62,10,9,20,4,92,TD
105748,4524,741657,NE,6,KOFF,2,0,13,18,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
105749,4524,741659,KC,6,KOFF,3,3,7,25,4,2,1,0,0,10,1,19,3,3,0,10,19,PUNT
105750,4524,741665,NE,7,PUNT,3,2,25,17,5,1,0,1,0,-2,2,8,3,1,0,0,9,PUNT
105751,4524,741671,KC,7,PUNT,3,0,9,25,1,1,0,1,0,0,0,75,1,1,0,0,75,TD
105752,4524,741674,NE,8,KOFF,3,2,11,25,6,1,0,1,0,9,2,17,4,1,0,0,26,PUNT
105753,4524,741681,KC,8,PUNT,3,0,46,14,3,0,0,0,0,1,1,0,2,0,0,0,1,PUNT
105754,4524,741685,NE,9,PUNT,3,1,21,46,3,2,1,1,1,1,2,22,1,1,31,0,54,TD
105755,4524,741692,KC,9,KOFF,3,2,11,13,3,1,0,0,0,1,1,7,2,1,0,10,-2,PUNT
105756,4524,741698,NE,10,PUNT,3,2,41,28,7,4,1,1,0,9,5,54,1,1,0,5,58,FG
105757,4524,741706,KC,10,KOFF,3,1,2,10,3,3,0,2,0,13,1,82,2,2,0,5,90,TD
105758,4524,741712,NE,11,KOFF,4,1,46,25,5,2,0,1,0,0,1,35,4,3,0,0,35,DWNS
105759,4524,741717,KC,11,DWNS,4,1,53,40,3,0,0,0,0,2,1,7,2,1,0,5,9,PUNT
105760,4524,741722,NE,12,PUNT,4,1,33,13,5,1,1,0,0,16,2,0,3,0,0,0,16,PUNT
105761,4524,741728,KC,12,PUNT,4,3,41,40,7,6,2,2,0,11,2,49,5,4,0,0,60,TD
105762,4524,741737,NE,13,KOFF,4,0,59,25,3,0,0,0,0,0,0,-7,3,0,0,0,-7,PUNT
105763,4524,741741,KC,13,PUNT,4,0,15,21,2,2,2,0,0,79,2,0,0,0,0,0,79,TD
105764,4524,741745,NE,14,KOFF,4,1,16,14,3,0,0,0,0,0,0,-13,3,0,0,0,-13,PUNT
105765,4524,741749,KC,14,PUNT,4,2,44,58,6,1,1,0,0,1,6,0,0,0,5,0,6,ENDQ
105766,4525,741757,ARI,1,KOFF,1,3,0,23,6,2,0,1,0,0,2,19,4,2,0,0,19,INT
105767,4525,741763,DET,1,INT,1,0,46,74,2,1,0,0,0,5,1,0,1,0,0,0,5,INT
105768,4525,741767,DET,2,KOFF,1,1,41,15,3,0,0,0,0,0,1,2,2,1,0,0,2,PUNT
105769,4525,741771,ARI,2,PUNT,1,1,37,33,3,1,0,0,0,6,2,3,1,1,0,0,9,PUNT
105770,4525,741775,DET,3,PUNT,1,1,44,14,4,0,0,0,0,10,1,-2,3,1,0,9,-1,DWNS
105771,4525,741779,ARI,3,DWNS,1,3,32,87,7,1,0,0,0,3,3,-2,3,2,6,0,7,FG
105772,4525,741788,DET,4,KOFF,1,5,3,7,9,5,0,2,0,3,3,41,6,6,0,5,39,PUNT
105773,4525,741799,ARI,4,PUNT,2,1,59,22,5,1,0,1,0,3,1,33,4,1,0,15,21,INT
105774,4525,741805,DET,5,INT,2,6,16,58,12,7,2,2,0,32,6,20,5,4,0,10,42,TD
105775,4525,741819,ARI,5,KOFF,2,0,28,20,3,0,0,0,0,0,0,0,3,0,0,0,0,PUNT
105776,4525,741823,DET,6,PUNT,2,2,1,38,3,0,0,0,0,-4,1,6,2,2,0,0,2,PUNT
105777,4525,741827,ARI,6,PUNT,2,1,14,30,11,4,0,4,0,3,1,50,9,4,3,0,56,MFG
105778,4525,741839,DET,7,MFG,2,0,39,22,8,2,0,2,0,0,0,38,7,3,0,0,38,FG
105779,4525,741848,DET,8,KOFF,3,3,34,25,6,2,0,1,0,2,2,20,4,3,0,0,22,PUNT
105780,4525,741855,ARI,7,PUNT,3,5,49,6,12,8,2,4,1,20,4,69,8,6,15,10,94,TD
105781,4525,741871,DET,9,KOFF,3,1,34,16,4,1,0,1,0,2,1,31,3,1,0,0,33,PUNT
105782,4525,741876,ARI,8,PUNT,3,0,11,21,1,0,1,0,0,5,1,0,0,0,0,0,5,FUM
105783,4525,741877,DET,10,FUM,3,0,45,90,3,1,0,1,1,3,1,7,1,1,0,0,10,TD
105784,4525,741881,ARI,9,KOFF,3,3,51,25,6,2,1,0,0,3,3,11,3,2,0,5,9,PUNT
105785,4525,741889,DET,11,PUNT,4,4,49,33,11,6,0,4,0,9,4,63,6,5,5,10,67,TD
105786,4525,741901,ARI,10,KOFF,4,2,19,25,4,1,0,1,0,0,0,26,4,2,0,10,16,PUNT
105787,4525,741907,DET,12,PUNT,4,2,55,28,5,4,1,2,0,13,3,59,2,2,0,0,72,TD
105788,4525,741914,ARI,11,KOFF,4,0,10,25,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
105789,4525,741917,ARI,12,KOFF,4,2,30,25,11,7,1,4,1,2,1,55,9,7,28,10,75,TD
105790,4525,741931,DET,13,KOFF,4,1,33,56,3,2,0,0,0,7,3,0,0,0,0,0,7,ENDQ
105791,4526,741935,ATL,1,KOFF,1,7,4,8,11,7,1,3,0,15,5,47,5,5,0,0,62,FG
105792,4526,741947,CHI,1,KOFF,1,2,31,26,3,0,0,0,0,1,1,16,2,2,0,10,7,PUNT
105793,4526,741952,ATL,2,PUNT,1,1,6,30,3,0,0,0,0,4,1,0,2,0,0,0,4,PUNT
105794,4526,741956,CHI,2,PUNT,1,4,24,23,10,3,2,1,0,28,3,13,6,3,0,0,41,FG
105795,4526,741967,ATL,3,KOFF,2,1,39,25,3,1,0,0,0,5,2,0,1,0,0,0,5,PUNT
105796,4526,741971,CHI,3,PUNT,2,1,48,37,3,0,0,0,0,0,0,-4,3,2,0,0,-4,PUNT
105797,4526,741975,ATL,4,PUNT,2,6,59,17,11,7,3,3,0,30,6,63,5,4,0,10,83,TD
105798,4526,741989,CHI,4,KOFF,2,4,15,25,7,5,3,0,1,70,7,0,0,0,5,0,75,TD
105799,4526,741999,ATL,5,KOFF,2,0,14,25,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
105800,4526,742001,CHI,5,KOFF,3,2,51,25,6,2,1,0,0,18,3,-12,3,0,0,0,6,PUNT
105801,4526,742008,ATL,6,PUNT,3,1,59,20,3,0,0,0,0,0,1,-7,2,1,0,0,-7,PUNT
105802,4526,742012,CHI,6,PUNT,3,1,31,45,3,1,0,0,0,6,2,0,1,0,0,0,6,PUNT
105803,4526,742016,ATL,7,PUNT,3,6,29,14,13,5,0,4,1,13,4,58,8,6,15,10,76,FG
105804,4526,742032,CHI,7,KOFF,3,4,16,29,7,1,1,1,1,2,3,25,4,3,15,10,32,PUNT
105805,4526,742041,ATL,8,PUNT,4,0,59,5,3,2,0,1,0,0,0,95,3,2,0,0,95,TD
105806,4526,742046,CHI,8,KOFF,4,4,29,25,9,5,0,4,0,0,0,70,9,7,5,0,75,TD
105807,4526,742058,ATL,9,KOFF,4,4,2,25,9,2,0,1,1,-1,2,52,6,3,5,0,56,FG
105808,4526,742069,CHI,9,KOFF,4,3,21,18,16,7,0,5,0,0,0,68,16,9,0,0,68,DWNS
105809,4526,742085,ATL,10,DWNS,4,0,3,14,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
105810,4527,742087,CIN,1,KOFF,1,2,22,25,5,1,1,0,0,13,2,-4,3,1,0,5,4,PUNT
105811,4527,742094,BAL,1,PUNT,1,7,54,36,13,4,1,3,0,11,5,46,7,5,10,10,57,FG
105812,4527,742111,CIN,2,KOFF,1,3,10,25,6,3,1,1,0,12,4,9,2,1,15,0,36,INT
105813,4527,742117,BAL,2,INT,1,1,46,47,3,1,0,0,0,4,1,5,2,1,0,5,4,PUNT
105814,4527,742122,CIN,3,PUNT,2,5,55,9,11,5,1,4,0,32,6,54,5,4,0,4,82,INT
105815,4527,742134,BAL,3,INT,2,1,43,26,3,0,0,0,0,4,1,-10,2,0,0,0,-6,PUNT
105816,4527,742138,CIN,4,PUNT,2,1,24,40,4,1,0,0,0,7,1,4,3,1,0,10,1,PUNT
105817,4527,742143,BAL,4,PUNT,2,3,54,24,7,4,1,2,0,16,4,70,3,3,0,10,76,TD
105818,4527,742152,CIN,5,KOFF,2,0,21,13,2,1,0,0,0,4,1,0,1,0,0,0,4,INT
105819,4527,742154,BAL,5,INT,2,0,3,98,1,1,1,0,0,2,1,0,0,0,0,0,2,TD
105820,4527,742157,CIN,6,KOFF,2,0,58,25,3,0,0,0,0,5,1,-5,2,0,0,0,0,PUNT
105821,4527,742161,BAL,6,PUNT,2,0,30,37,3,2,0,0,0,24,2,0,1,0,0,10,14,ENDQ
105822,4527,742166,BAL,7,KOFF,3,0,54,25,2,0,0,0,0,2,1,0,1,0,0,5,-3,INT
105823,4527,742169,CIN,7,INT,3,3,22,74,6,2,0,2,0,5,2,9,4,3,0,0,14,FUM
105824,4527,742175,BAL,8,FUM,3,9,38,12,17,8,3,0,4,54,14,0,2,0,27,0,81,FG
105825,4527,742196,CIN,8,KOFF,3,0,48,25,3,1,0,0,0,0,0,5,3,1,0,0,5,PUNT
105826,4527,742200,BAL,9,PUNT,3,2,55,15,4,1,1,0,0,14,4,0,0,0,0,5,9,PUNT
105827,4527,742206,CIN,9,PUNT,4,2,36,30,6,2,0,1,0,1,1,26,5,2,0,0,27,PUNT
105828,4527,742213,BAL,10,PUNT,4,2,31,8,3,2,0,0,0,10,3,0,0,0,0,5,5,PUNT
105829,4527,742218,CIN,10,PUNT,4,2,43,48,6,1,0,1,0,0,0,44,6,2,5,10,39,DWNS
105830,4527,742226,BAL,11,DWNS,4,0,26,14,3,0,0,0,0,9,3,0,0,0,0,0,9,PUNT
105831,4527,742230,CIN,11,PUNT,4,1,15,42,4,0,0,0,0,7,2,2,2,1,5,0,14,INT
105832,4527,742234,BAL,12,INT,4,1,46,44,3,1,0,0,0,7,3,0,0,0,0,0,7,PUNT
105833,4527,742238,CIN,12,PUNT,4,1,6,13,2,0,0,0,0,-9,2,0,0,0,0,0,-9,ENDQ
105834,4528,742241,JAC,1,KOFF,1,2,52,25,8,4,0,2,0,13,2,43,5,3,0,5,51,FG
105835,4528,742251,HOU,1,KOFF,1,1,34,25,3,0,0,0,0,1,1,-7,2,0,0,0,-6,PUNT
105836,4528,742255,JAC,2,PUNT,1,1,22,38,3,0,0,0,0,5,2,0,1,0,0,0,5,PUNT
105837,4528,742259,HOU,2,PUNT,1,4,9,20,9,5,0,2,0,10,4,19,5,3,0,0,29,PUNT
105838,4528,742269,JAC,3,PUNT,1,5,14,16,10,6,2,2,1,48,6,30,3,2,9,10,77,FG
105839,4528,742282,HOU,3,KOFF,2,1,33,25,3,0,0,0,0,-2,1,0,2,0,5,0,3,PUNT
105840,4528,742287,JAC,4,PUNT,2,1,52,25,3,1,0,0,0,3,2,0,1,0,5,0,8,PUNT
105841,4528,742292,HOU,4,PUNT,2,1,12,33,3,1,0,0,0,4,1,-7,2,0,0,0,-3,PUNT
105842,4528,742296,JAC,5,PUNT,2,1,35,19,3,1,0,0,0,3,2,0,1,0,0,0,3,PUNT
105843,4528,742300,HOU,5,PUNT,2,1,6,38,3,1,0,2,0,3,1,12,2,1,0,0,15,FUM
105844,4528,742303,JAC,6,FUM,2,5,29,47,9,5,3,1,2,15,7,18,2,2,20,0,53,TD
105845,4528,742314,HOU,6,KOFF,2,1,13,25,5,2,0,2,1,0,0,6,5,2,22,0,28,FUM
105846,4528,742323,HOU,7,KOFF,2,0,49,25,2,2,0,0,0,7,1,6,1,1,0,0,13,ENDQ
105847,4528,742326,HOU,8,KOFF,3,5,51,25,14,9,1,4,0,29,6,37,8,5,19,10,75,TD
105848,4528,742345,JAC,7,KOFF,3,4,55,25,10,7,2,2,1,32,6,23,4,3,20,0,75,TD
105849,4528,742358,HOU,9,KOFF,3,4,11,25,11,4,2,1,1,29,6,-3,5,1,8,0,34,FUM
105850,4528,742370,JAC,8,FUM,3,3,40,41,9,4,1,1,1,27,5,11,3,1,0,0,38,MFG
105851,4528,742379,HOU,10,MFG,4,1,24,29,5,2,1,0,0,4,1,9,4,1,0,0,13,PUNT
105852,4528,742385,JAC,9,PUNT,4,1,38,25,3,0,0,0,0,4,2,0,1,0,0,0,4,PUNT
105853,4528,742389,HOU,11,PUNT,4,4,50,37,7,3,0,2,1,0,0,43,7,4,20,20,43,INT
105854,4528,742400,JAC,10,INT,4,0,20,73,4,0,0,0,0,7,3,0,0,0,0,0,7,FG
105855,4528,742405,HOU,12,KOFF,4,2,3,11,4,1,0,0,0,8,1,-5,3,1,0,0,3,DWNS
105856,4528,742409,JAC,11,DWNS,4,1,8,86,2,0,0,0,0,-2,2,0,0,0,0,0,-2,ENDQ
105857,4529,742412,BUF,1,KOFF,1,6,12,25,13,6,3,2,0,40,7,34,6,2,18,10,67,INT
105858,4529,742427,NYJ,1,INT,1,1,51,27,3,0,0,0,0,1,1,5,2,2,0,0,6,PUNT
105859,4529,742431,BUF,2,PUNT,1,2,36,20,4,1,0,1,0,3,1,26,3,2,0,5,24,PUNT
105860,4529,742437,NYJ,2,PUNT,1,2,24,16,3,1,0,0,0,2,1,8,2,2,0,10,0,PUNT
105861,4529,742442,BUF,3,PUNT,1,5,31,23,12,7,2,3,0,45,7,32,5,4,0,0,77,TD
105862,4529,742456,NYJ,3,KOFF,2,4,52,25,9,3,0,2,0,0,0,45,8,6,0,0,45,FG
105863,4529,742466,BUF,4,KOFF,2,2,35,25,6,2,1,1,0,22,3,35,2,1,0,10,47,MFG
105864,4529,742473,NYJ,4,MFG,2,2,15,36,8,2,0,1,0,9,3,16,4,2,5,0,30,FG
105865,4529,742482,BUF,5,KOFF,2,1,14,25,5,1,0,0,1,0,0,-1,5,2,24,0,23,PUNT
105866,4529,742489,NYJ,5,PUNT,2,0,30,20,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
105867,4529,742491,NYJ,6,KOFF,3,3,0,25,6,2,0,1,0,1,2,13,4,2,0,0,14,PUNT
105868,4529,742498,BUF,6,PUNT,3,1,19,32,3,0,0,0,0,4,2,0,1,0,0,0,4,PUNT
105869,4529,742502,NYJ,7,PUNT,3,1,36,21,3,0,0,0,0,0,1,4,2,1,0,0,4,PUNT
105870,4529,742506,BUF,7,PUNT,3,2,13,36,6,3,1,2,0,16,3,48,3,2,0,0,64,TD
105871,4529,742514,NYJ,8,KOFF,3,4,52,25,12,8,1,4,0,10,3,65,8,7,0,0,75,TD
105872,4529,742527,BUF,8,KOFF,3,4,13,20,9,6,2,2,0,40,6,40,3,2,0,0,80,TD
105873,4529,742538,NYJ,9,KOFF,4,3,22,17,6,3,1,0,0,16,3,6,3,2,0,0,22,PUNT
105874,4529,742545,BUF,9,PUNT,4,1,54,4,3,0,0,0,0,1,2,4,1,1,0,0,5,PUNT
105875,4529,742549,NYJ,10,PUNT,4,0,58,61,3,0,0,0,0,0,0,2,3,1,0,0,2,INT
105876,4529,742552,BUF,10,INT,4,1,35,23,3,1,0,0,0,2,2,0,1,0,0,0,2,PUNT
105877,4529,742556,NYJ,11,PUNT,4,1,7,42,3,0,0,0,0,0,0,12,3,1,0,10,2,PUNT
105878,4529,742561,BUF,11,PUNT,4,2,7,17,6,2,1,0,0,20,6,0,0,0,0,10,10,PUNT
105879,4529,742569,NYJ,12,PUNT,4,0,9,41,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
105880,4529,742570,BUF,12,INT,4,1,37,53,3,0,0,0,0,-3,3,0,0,0,0,0,-3,ENDQ
105881,4530,742574,OAK,1,KOFF,1,2,9,50,4,4,1,2,0,14,1,36,3,3,0,0,50,TD
105882,4530,742580,TEN,1,KOFF,1,5,51,25,12,6,2,3,0,24,6,51,6,3,0,0,75,TD
105883,4530,742594,OAK,2,KOFF,1,7,3,25,15,6,1,2,1,20,6,39,8,3,24,10,73,FG
105884,4530,742612,TEN,2,KOFF,2,1,55,25,3,0,0,0,0,5,2,3,1,1,0,0,8,PUNT
105885,4530,742616,OAK,3,PUNT,2,5,57,14,9,4,0,3,0,8,4,25,5,3,0,0,33,PUNT
105886,4530,742626,TEN,3,PUNT,2,6,20,2,15,6,1,4,0,31,6,62,8,6,0,0,93,FG
105887,4530,742642,OAK,4,KOFF,2,0,43,25,5,4,0,2,0,0,0,41,4,4,0,0,41,FG
105888,4530,742648,TEN,4,KOFF,3,3,39,25,6,4,0,1,0,3,2,17,4,3,0,0,20,PUNT
105889,4530,742655,OAK,5,PUNT,3,0,57,9,3,1,0,0,0,7,1,0,2,0,0,0,7,PUNT
105890,4530,742659,TEN,5,PUNT,3,1,42,20,3,0,0,0,0,-1,1,-1,2,0,0,0,-2,PUNT
105891,4530,742663,OAK,6,PUNT,3,4,11,37,8,2,0,2,0,7,3,27,4,3,5,10,29,FG
105892,4530,742674,TEN,6,KOFF,3,4,31,25,9,6,2,1,0,26,3,41,5,4,0,0,67,FG
105893,4530,742684,OAK,7,KOFF,4,3,2,30,7,6,1,4,0,16,2,54,5,4,0,0,70,TD
105894,4530,742693,TEN,7,KOFF,4,1,26,35,4,1,0,1,0,0,0,17,4,2,0,0,17,PUNT
105895,4530,742698,OAK,8,PUNT,4,3,48,20,6,1,0,1,0,4,3,28,3,2,0,0,32,PUNT
105896,4530,742705,TEN,8,PUNT,4,1,55,20,8,3,0,2,0,7,1,19,6,2,20,0,46,FG
105897,4530,742715,OAK,9,KOFF,4,3,40,41,9,6,2,0,0,34,8,0,0,0,0,0,34,FG
105898,4530,742725,TEN,9,KOFF,4,1,2,25,7,4,0,3,0,0,0,46,6,4,0,5,41,MFG
105899,4530,742733,OAK,10,MFG,4,0,7,42,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
105900,4531,742735,WAS,1,KOFF,1,2,25,16,6,1,0,1,0,-2,2,12,4,1,0,0,10,PUNT
105901,4531,742742,PHI,1,PUNT,1,1,7,44,3,1,0,1,0,0,0,56,3,1,0,0,56,TD
105902,4531,742747,WAS,2,KOFF,1,1,30,25,5,2,0,2,0,4,1,19,4,1,0,0,23,FUM
105903,4531,742752,PHI,2,FUM,1,3,29,52,6,1,1,1,1,7,3,17,3,3,0,10,14,FUM
105904,4531,742758,WAS,3,FUM,1,1,40,50,3,1,0,0,1,14,2,0,1,0,0,10,4,PUNT
105905,4531,742763,PHI,3,PUNT,1,2,6,13,3,2,0,0,0,7,3,0,0,0,0,0,7,PUNT
105906,4531,742767,PHI,4,PUNT,1,4,20,61,8,7,1,3,0,12,3,27,5,4,0,0,39,TD
105907,4531,742777,WAS,4,KOFF,2,3,57,24,6,2,1,0,0,12,5,9,1,1,0,0,21,PUNT
105908,4531,742784,PHI,5,PUNT,2,0,56,6,3,1,0,1,0,0,0,14,3,1,0,0,14,INT
105909,4531,742789,PHI,6,KOFF,2,4,34,25,5,3,0,1,0,9,2,18,3,2,0,20,7,PUNT
105910,4531,742797,WAS,5,PUNT,2,2,39,31,8,7,0,4,0,8,2,61,6,5,0,0,69,TD
105911,4531,742807,PHI,7,KOFF,2,1,17,25,10,4,0,3,0,4,2,39,7,4,0,0,43,FG
105912,4531,742818,PHI,8,KOFF,3,4,22,25,9,3,0,2,1,3,2,48,6,3,5,5,51,FG
105913,4531,742830,WAS,6,KOFF,3,8,32,19,16,8,2,3,0,26,4,30,11,6,10,0,66,FG
105914,4531,742849,PHI,9,KOFF,3,2,15,26,5,2,0,2,0,5,1,24,4,2,0,16,13,PUNT
105915,4531,742855,WAS,7,PUNT,4,2,30,36,7,3,0,2,0,2,1,48,6,3,0,0,50,INT
105916,4531,742862,PHI,10,INT,4,5,38,15,9,3,0,2,0,3,4,31,5,4,0,0,34,PUNT
105917,4531,742872,WAS,8,PUNT,4,0,57,1,3,0,0,0,0,0,0,2,3,1,0,0,2,PUNT
105918,4531,742876,PHI,11,PUNT,4,3,47,47,6,3,0,1,0,9,3,24,2,2,0,0,33,FG
105919,4531,742883,WAS,9,KOFF,4,0,30,25,2,1,0,1,0,0,0,-5,2,1,0,0,-5,FUM
105920,4531,742887,WAS,10,KOFF,4,1,4,34,6,2,0,1,0,0,0,24,6,4,0,0,24,DWNS
105921,4531,742893,PHI,12,DWNS,4,0,25,42,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
105922,4532,742895,CLE,1,KOFF,1,2,16,25,3,0,0,0,0,-4,3,0,0,0,0,5,-9,BLPU
105923,4532,742902,CLE,2,KOFF,1,4,45,25,7,3,0,1,0,9,3,3,4,2,0,10,2,PUNT
105924,4532,742910,PIT,1,PUNT,1,2,11,26,4,0,0,0,0,0,0,14,4,3,0,20,-6,PUNT
105925,4532,742916,CLE,3,PUNT,1,5,26,32,12,9,3,1,1,16,7,31,5,4,21,0,68,TD
105926,4532,742931,PIT,2,KOFF,1,2,25,25,6,1,0,1,0,3,2,19,4,1,0,5,17,PUNT
105927,4532,742939,CLE,4,PUNT,2,1,44,22,4,0,1,0,1,2,2,9,2,1,15,0,26,PUNT
105928,4532,742944,PIT,3,PUNT,2,2,31,6,4,1,0,0,0,1,2,9,2,1,5,0,15,PUNT
105929,4532,742950,CLE,5,PUNT,2,1,21,40,4,1,0,1,0,1,1,19,3,1,0,0,20,PUNT
105930,4532,742955,PIT,4,PUNT,2,2,3,14,4,2,0,1,0,0,0,16,4,3,0,0,16,PUNT
105931,4532,742960,CLE,6,PUNT,2,1,25,36,3,0,0,0,0,4,2,0,1,0,0,0,4,PUNT
105932,4532,742964,PIT,5,PUNT,2,3,8,9,7,5,0,4,0,5,1,90,6,5,0,4,91,TD
105933,4532,742974,CLE,7,KOFF,2,0,45,11,3,1,0,1,0,3,1,10,2,1,0,0,13,ENDQ
105934,4532,742978,PIT,6,KOFF,3,1,4,25,3,0,0,0,0,0,0,-8,3,0,0,0,-8,PUNT
105935,4532,742982,CLE,8,PUNT,3,4,29,41,7,3,0,2,0,17,3,36,3,2,0,0,53,FG
105936,4532,742990,PIT,7,KOFF,3,3,50,25,6,4,0,3,1,8,3,26,3,3,41,0,75,TD
105937,4532,742999,CLE,9,KOFF,3,4,24,25,9,3,0,2,0,8,2,3,7,3,35,0,46,INT
105938,4532,743010,PIT,8,INT,3,4,8,34,8,4,0,2,0,10,3,27,5,3,0,0,37,INT
105939,4532,743018,CLE,10,INT,4,1,30,31,3,0,0,0,0,0,0,-3,3,1,0,0,-3,PUNT
105940,4532,743022,PIT,9,PUNT,4,3,54,24,6,1,0,1,0,1,2,16,4,3,0,10,7,PUNT
105941,4532,743030,CLE,11,PUNT,4,3,5,27,9,6,0,4,0,1,1,72,7,5,15,0,73,TD
105942,4532,743040,PIT,10,KOFF,4,3,36,20,6,3,1,1,0,7,4,46,2,2,0,10,43,ENDQ
105943,4533,743048,LA,1,KOFF,1,2,17,25,7,3,0,2,0,2,1,41,5,3,0,0,43,FG
105944,4533,743056,IND,1,KOFF,1,1,33,25,3,0,0,0,0,0,2,0,1,0,0,0,0,INT
105945,4533,743061,IND,2,KOFF,1,4,49,25,9,5,0,3,0,11,4,62,4,3,5,5,73,FG
105946,4533,743073,LA,2,KOFF,1,4,18,25,7,3,0,1,0,23,5,10,2,2,0,15,18,PUNT
105947,4533,743082,IND,3,PUNT,1,1,27,7,3,1,1,1,0,18,2,9,1,1,0,0,27,FUM
105948,4533,743085,LA,3,FUM,1,1,34,66,3,0,0,0,1,-1,2,0,1,0,0,10,-11,PUNT
105949,4533,743091,IND,4,PUNT,2,2,13,7,4,1,0,1,0,5,2,16,2,1,0,0,21,PUNT
105950,4533,743096,LA,4,PUNT,2,2,12,31,4,3,1,2,0,6,2,63,3,2,0,0,69,TD
105951,4533,743103,IND,5,KOFF,2,2,8,25,3,0,0,0,0,0,1,-4,2,1,0,0,-11,PUNT
105952,4533,743107,LA,5,PUNT,2,2,9,42,6,4,1,2,0,7,1,51,5,4,0,0,58,TD
105953,4533,743115,IND,6,KOFF,2,2,12,25,5,1,0,1,0,0,0,35,5,2,0,0,35,DWNS
105954,4533,743120,LA,6,DWNS,2,2,51,40,6,2,1,1,0,13,2,30,3,2,0,0,43,FG
105955,4533,743127,IND,7,KOFF,2,0,17,25,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
105956,4533,743129,IND,8,KOFF,3,1,32,25,3,2,0,0,0,9,2,0,1,0,0,0,9,PUNT
105957,4533,743133,IND,9,PUNT,3,1,25,76,4,0,0,0,0,1,1,3,2,1,0,0,4,MFG
105958,4533,743137,LA,7,MFG,3,4,40,28,8,4,2,1,1,6,5,35,2,2,5,0,46,FG
105959,4533,743146,IND,10,KOFF,3,0,8,25,1,0,0,0,0,0,0,0,1,0,0,0,0,TD
105960,4533,743149,IND,11,KOFF,3,1,45,25,3,0,0,0,0,1,1,-15,2,0,0,0,-14,PUNT
105961,4533,743153,LA,8,PUNT,3,1,13,40,3,0,0,0,0,0,1,7,2,1,0,0,7,PUNT
105962,4533,743157,IND,12,PUNT,3,1,40,6,3,0,0,0,0,1,2,0,1,0,0,0,1,PUNT
105963,4533,743161,LA,9,PUNT,3,3,24,32,6,1,0,1,0,1,3,5,3,2,0,0,6,PUNT
105964,4533,743168,IND,13,PUNT,4,2,41,16,5,4,2,1,0,34,4,50,1,1,0,0,84,TD
105965,4533,743175,LA,10,KOFF,4,2,3,42,3,1,0,0,0,-4,1,19,2,1,0,10,5,PUNT
105966,4533,743180,IND,14,PUNT,4,0,11,10,1,0,0,0,0,-13,1,0,0,0,0,0,-13,SAF
105967,4533,743182,LA,11,KOFF,4,4,50,43,8,4,1,2,0,16,6,37,2,2,4,0,57,TD
105968,4533,743193,IND,15,KOFF,4,1,34,25,3,0,0,0,0,6,1,1,2,1,0,0,7,PUNT
105969,4533,743197,LA,12,PUNT,4,2,54,15,5,1,0,1,0,-6,4,12,1,1,0,0,6,ENDQ
105970,4534,743203,CAR,1,KOFF,1,2,58,25,6,2,1,0,0,8,3,7,3,1,0,0,13,PUNT
105971,4534,743210,SF,1,PUNT,1,4,15,18,6,4,0,2,0,10,2,36,4,3,0,10,36,PUNT
105972,4534,743219,CAR,2,PUNT,1,1,43,14,3,0,0,0,0,4,2,0,1,0,0,0,4,PUNT
105973,4534,743223,SF,2,PUNT,1,1,29,24,4,2,1,2,0,14,2,4,2,1,0,0,18,FUM
105974,4534,743227,CAR,3,FUM,1,1,35,58,3,1,0,1,1,5,1,37,2,2,0,0,42,TD
105975,4534,743232,SF,3,KOFF,1,2,15,25,4,1,1,0,0,19,2,-7,2,0,0,5,7,PUNT
105976,4534,743238,CAR,4,PUNT,1,1,38,22,3,1,0,0,0,3,1,4,2,1,0,0,7,PUNT
