uid,gid,fpid,tname,drvn,obt,qtr,min,sec,yfog,plays,succ,rfd,pfd,ofd,ry,ra,py,pa,pc,peyf,peya,net,res
106547,4560,747492,NE,2,KOFF,1,1,24,25,3,1,0,0,0,6,1,3,2,1,0,0,9,PUNT
106548,4560,747496,HOU,3,PUNT,1,1,35,18,3,0,0,0,0,8,2,0,1,0,0,0,8,PUNT
106549,4560,747500,NE,3,PUNT,1,1,52,6,3,1,0,0,0,11,2,-9,1,0,0,0,2,PUNT
106550,4560,747504,HOU,4,PUNT,1,0,40,56,2,2,0,2,0,0,0,44,2,2,0,0,44,TD
106551,4560,747508,NE,4,KOFF,1,2,35,25,6,2,0,2,0,3,1,30,5,3,5,0,38,PUNT
106552,4560,747516,HOU,5,PUNT,2,1,19,11,3,2,1,0,0,7,1,7,2,1,0,0,14,INT
106553,4560,747519,NE,5,INT,2,0,32,88,1,1,0,1,0,0,0,7,1,1,5,0,12,TD
106554,4560,747523,HOU,6,KOFF,2,5,24,23,10,4,2,1,0,23,4,32,5,4,15,15,55,FG
106555,4560,747535,NE,6,KOFF,2,0,46,25,2,0,0,1,0,0,0,-3,2,1,0,0,-3,FUM
106556,4560,747539,NE,7,KOFF,2,2,17,25,6,4,1,2,0,11,3,64,3,2,0,0,75,TD
106557,4560,747547,HOU,7,KOFF,2,2,56,16,6,4,0,1,0,9,3,21,3,3,0,5,25,PUNT
106558,4560,747555,NE,8,PUNT,2,1,2,30,4,1,1,0,1,11,2,0,2,0,5,0,16,ENDQ
106559,4560,747560,NE,9,KOFF,3,2,15,19,5,4,0,3,0,0,0,81,5,5,0,0,81,TD
106560,4560,747567,HOU,8,KOFF,3,5,33,30,10,7,2,2,0,23,4,47,6,4,5,5,70,TD
106561,4560,747581,NE,10,KOFF,3,5,30,25,9,4,0,2,1,11,5,21,4,3,5,0,37,PUNT
106562,4560,747592,HOU,9,PUNT,3,4,29,20,12,6,1,2,0,26,7,41,4,2,0,0,67,FG
106563,4560,747605,NE,11,KOFF,4,1,45,25,3,2,0,0,0,9,3,0,0,0,0,0,9,PUNT
106564,4560,747609,HOU,10,PUNT,4,3,9,13,7,4,1,1,0,15,3,13,4,1,0,0,28,PUNT
106565,4560,747617,NE,12,PUNT,4,1,24,7,3,2,0,0,0,0,0,9,3,2,0,0,9,PUNT
106566,4560,747621,HOU,11,PUNT,4,3,31,33,7,4,0,2,0,10,4,49,2,2,0,10,49,FG
106567,4560,747630,NE,13,KOFF,4,2,1,25,9,5,0,4,0,0,0,85,8,5,0,10,75,TD
106568,4560,747641,HOU,12,KOFF,4,0,23,25,2,1,0,1,0,0,0,21,2,1,0,0,21,INT
106569,4561,747644,NYJ,1,KOFF,1,2,12,25,3,0,0,0,0,5,2,-11,1,0,0,0,-6,PUNT
106570,4561,747648,MIA,1,PUNT,1,1,52,33,4,2,0,1,0,6,2,13,2,1,0,0,19,PUNT
106571,4561,747653,NYJ,2,PUNT,1,5,55,10,10,5,1,2,1,13,4,46,5,4,10,5,64,MFG
106572,4561,747666,MIA,2,MFG,1,2,0,35,3,1,0,0,0,-3,2,4,1,1,0,10,-9,PUNT
106573,4561,747672,NYJ,3,PUNT,1,2,4,43,4,1,0,1,0,1,1,12,3,1,0,0,13,PUNT
106574,4561,747677,MIA,3,PUNT,1,2,58,9,6,3,0,0,1,14,4,6,2,1,5,10,15,PUNT
106575,4561,747685,NYJ,4,PUNT,2,5,42,37,9,3,0,2,0,9,3,62,5,4,0,30,41,FG
106576,4561,747698,MIA,4,KOFF,2,1,0,25,3,0,0,0,0,-2,1,0,2,0,0,0,-2,PUNT
106577,4561,747702,NYJ,5,PUNT,2,2,11,24,3,0,0,0,0,0,2,4,1,1,0,0,4,PUNT
106578,4561,747706,MIA,5,PUNT,2,1,44,15,3,0,0,0,0,2,1,-10,2,0,0,0,-8,PUNT
106579,4561,747710,NYJ,6,PUNT,2,0,40,29,3,3,0,1,0,12,2,69,1,1,0,10,71,TD
106580,4561,747715,MIA,6,KOFF,2,1,23,17,5,3,0,1,0,4,1,15,4,3,0,0,19,PUNT
106581,4561,747721,NYJ,7,PUNT,2,0,19,20,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
106582,4561,747723,MIA,7,KOFF,3,1,6,25,3,0,0,0,0,-5,1,0,2,0,0,0,-5,PUNT
106583,4561,747727,NYJ,8,PUNT,3,4,6,51,7,6,3,1,0,19,4,30,3,3,0,0,49,TD
106584,4561,747736,MIA,8,KOFF,3,1,15,25,4,1,0,0,0,0,0,3,4,2,0,0,3,INT
106585,4561,747740,NYJ,9,INT,3,6,58,51,13,5,0,2,1,19,7,21,5,3,5,0,45,FG
106586,4561,747755,MIA,9,KOFF,3,3,9,25,11,7,0,3,0,5,1,49,10,6,0,0,54,DWNS
106587,4561,747766,NYJ,10,DWNS,4,2,54,21,4,2,0,0,1,15,3,0,1,1,11,0,26,PUNT
106588,4561,747772,MIA,10,PUNT,4,2,57,10,6,2,0,2,0,0,0,37,6,4,15,0,52,DWNS
106589,4561,747778,NYJ,11,DWNS,4,0,55,38,2,0,1,0,1,6,2,0,0,0,5,0,5,FUM
106590,4561,747780,MIA,11,FUM,4,2,13,45,7,2,0,1,1,0,0,11,7,3,15,0,26,INT
106591,4561,747787,NYJ,12,INT,4,2,12,28,3,1,0,0,0,5,3,0,0,0,0,0,5,PUNT
106592,4561,747791,MIA,12,PUNT,4,2,15,20,8,6,0,4,1,9,2,67,6,5,4,0,80,TD
106593,4562,747802,CAR,1,KOFF,1,8,41,25,15,11,4,1,0,52,10,9,4,3,0,0,61,FG
106594,4562,747818,NO,1,KOFF,1,5,57,25,13,9,2,4,0,25,6,50,7,5,0,0,75,TD
106595,4562,747833,CAR,2,KOFF,1,4,36,25,8,4,2,0,0,44,4,6,3,3,0,5,45,FG
106596,4562,747843,NO,2,KOFF,2,1,43,25,4,1,0,1,0,0,0,23,4,2,0,0,23,PUNT
106597,4562,747848,CAR,3,PUNT,2,1,13,11,4,1,1,0,0,13,2,0,2,0,0,0,13,INT
106598,4562,747852,NO,3,INT,2,2,8,76,4,2,0,2,0,1,1,23,3,3,0,0,24,TD
106599,4562,747858,CAR,4,KOFF,2,0,59,25,3,0,0,0,0,0,1,0,2,0,0,0,0,PUNT
106600,4562,747862,NO,4,PUNT,2,4,43,31,10,5,4,1,0,45,5,9,4,2,0,0,54,FG
106601,4562,747873,NO,5,KOFF,3,3,51,25,8,3,0,3,0,7,3,68,5,4,0,0,75,TD
106602,4562,747883,CAR,5,KOFF,3,4,9,25,8,4,1,1,0,6,1,34,7,4,0,0,40,PUNT
106603,4562,747892,NO,6,PUNT,3,1,31,20,3,1,0,0,0,4,1,3,2,1,0,0,7,PUNT
106604,4562,747896,CAR,6,PUNT,3,4,11,17,7,6,2,3,0,5,2,78,5,4,0,0,83,TD
106605,4562,747905,NO,7,KOFF,3,4,21,25,7,4,1,1,0,22,2,32,4,4,0,10,44,FG
106606,4562,747914,CAR,7,KOFF,4,0,47,25,3,1,0,0,0,0,0,4,3,1,0,0,4,INT
106607,4562,747917,NO,8,INT,4,2,13,56,4,2,0,0,0,7,3,0,0,0,0,0,7,MFG
106608,4562,747921,CAR,8,MFG,4,1,59,46,4,2,0,1,0,0,0,8,4,2,0,0,8,INT
106609,4562,747925,NO,9,INT,4,2,16,65,4,2,2,0,0,30,3,5,1,1,0,0,35,TD
106610,4562,747931,CAR,9,KOFF,4,0,29,32,3,0,0,0,0,0,0,0,3,0,0,0,0,PUNT
106611,4562,747935,NO,10,PUNT,4,2,26,30,3,0,0,0,0,8,3,0,0,0,0,0,8,PUNT
106612,4562,747939,CAR,10,PUNT,4,1,47,21,6,4,1,1,0,12,2,17,4,2,0,0,29,ENDQ
106613,4563,747946,PHI,1,KOFF,1,2,41,35,3,0,0,0,0,1,1,11,2,1,0,5,7,PUNT
106614,4563,747951,NYG,1,PUNT,1,3,0,20,8,3,0,2,1,4,2,20,6,5,15,0,39,PUNT
106615,4563,747960,PHI,2,PUNT,1,2,2,10,3,0,0,0,0,1,1,5,2,1,0,0,6,PUNT
106616,4563,747964,NYG,2,PUNT,1,3,14,37,6,3,0,2,0,0,3,25,3,3,0,0,25,PUNT
106617,4563,747971,PHI,3,PUNT,1,9,34,10,18,11,6,2,0,63,13,27,5,3,0,15,90,TD
106618,4563,747991,NYG,3,KOFF,2,1,33,34,4,2,0,2,0,-1,1,25,3,2,0,0,24,INT
106619,4563,747995,PHI,4,INT,2,5,27,4,11,5,2,1,1,29,5,13,6,3,5,0,47,DWNS
106620,4563,748007,NYG,4,DWNS,2,2,10,49,10,5,0,3,0,4,2,45,8,5,5,5,49,DWNS
106621,4563,748019,PHI,5,DWNS,2,0,19,2,1,0,0,0,0,0,1,0,0,0,0,0,0,ENDQ
106622,4563,748021,NYG,5,KOFF,3,0,50,25,3,0,0,0,0,0,0,2,3,1,0,0,2,PUNT
106623,4563,748025,PHI,6,PUNT,3,4,49,25,8,3,1,1,0,29,4,12,3,3,0,0,41,MFG
106624,4563,748033,NYG,6,MFG,3,0,23,42,2,1,0,0,0,0,0,4,2,1,0,0,4,INT
106625,4563,748035,PHI,7,INT,3,3,43,46,7,2,1,1,1,6,4,12,3,2,41,5,54,TD
106626,4563,748046,NYG,7,KOFF,3,3,58,24,11,6,1,2,0,17,4,41,7,4,5,0,63,DWNS
106627,4563,748058,PHI,8,DWNS,3,1,28,13,3,0,0,0,0,6,2,0,1,0,0,0,6,PUNT
106628,4563,748062,NYG,8,PUNT,4,2,10,45,5,4,0,4,0,0,0,55,5,5,0,15,55,TD
106629,4563,748069,PHI,9,KOFF,4,0,26,29,1,0,0,1,0,0,0,4,1,1,0,0,4,FUM
106630,4563,748070,NYG,9,FUM,4,1,20,67,4,3,1,1,1,22,2,11,2,2,0,0,33,TD
106631,4563,748076,PHI,10,KOFF,4,3,1,17,6,2,0,1,0,6,3,9,3,1,0,0,15,PUNT
106632,4563,748083,NYG,10,PUNT,4,0,40,22,2,1,0,1,0,1,1,77,1,1,0,0,78,TD
106633,4563,748087,PHI,11,KOFF,4,1,32,25,4,3,1,1,1,17,2,22,2,2,36,0,75,TD
106634,4563,748094,NYG,11,KOFF,4,2,32,25,7,3,0,1,1,2,2,37,4,3,28,15,52,FG
106635,4563,748105,PHI,12,KOFF,4,2,17,25,8,5,2,0,0,35,3,27,4,3,0,15,47,FG
106636,4563,748115,NYG,12,KOFF,4,0,38,25,3,1,0,0,0,0,0,24,3,3,0,15,9,PUNT
106637,4563,748121,PHI,13,PUNT,4,0,13,38,3,1,0,1,0,0,0,19,2,1,0,0,19,FG
106638,4564,748125,PIT,1,KOFF,1,1,8,25,3,0,0,0,0,3,1,0,2,0,0,0,3,PUNT
106639,4564,748129,CHI,1,PUNT,1,1,19,26,3,0,0,0,0,-1,1,0,2,1,0,0,-1,PUNT
106640,4564,748133,CHI,2,PUNT,1,3,24,71,6,4,3,0,0,29,6,0,0,0,0,0,29,TD
106641,4564,748141,PIT,2,KOFF,1,2,54,37,6,2,0,2,0,3,2,0,4,2,10,0,13,FUM
106642,4564,748148,CHI,3,FUM,1,3,43,50,6,1,1,0,1,21,5,0,0,0,0,0,21,MFG
106643,4564,748154,PIT,3,MFG,1,1,26,37,3,0,0,0,0,0,0,14,3,1,0,5,9,PUNT
106644,4564,748159,CHI,4,PUNT,1,3,13,18,6,0,0,0,1,3,2,4,4,2,15,10,12,PUNT
106645,4564,748167,PIT,4,PUNT,2,7,11,23,13,11,4,2,0,19,4,63,9,7,0,5,77,TD
106646,4564,748183,CHI,5,KOFF,2,4,59,25,9,7,3,2,0,62,6,19,3,2,0,5,75,TD
106647,4564,748195,PIT,5,KOFF,2,0,43,25,6,3,0,3,1,0,0,62,5,3,0,5,57,BLFG
106648,4564,748202,CHI,6,BLFG,2,0,0,99,1,0,0,0,0,0,0,0,0,0,0,4,-4,FG
106649,4564,748205,CHI,7,KOFF,3,1,25,22,3,0,0,0,0,-4,1,2,2,1,0,0,-2,PUNT
106650,4564,748209,PIT,6,PUNT,3,3,22,27,7,4,0,2,0,4,1,24,6,3,0,0,28,PUNT
106651,4564,748217,CHI,8,PUNT,3,0,48,20,2,1,1,0,0,-1,2,0,0,0,0,0,-1,FUM
106652,4564,748219,PIT,7,FUM,3,2,42,84,6,4,2,0,1,16,4,0,2,0,0,0,16,TD
106653,4564,748228,CHI,9,KOFF,3,6,52,25,10,5,2,1,0,31,6,12,4,3,0,10,33,PUNT
106654,4564,748241,PIT,8,PUNT,4,4,36,10,7,3,0,2,0,5,3,39,4,3,0,0,44,PUNT
106655,4564,748249,CHI,10,PUNT,4,1,18,9,3,0,0,0,0,3,2,0,1,0,0,0,3,INT
106656,4564,748252,PIT,9,INT,4,0,54,79,4,1,0,0,0,7,1,0,2,0,0,0,7,FG
106657,4564,748257,CHI,11,KOFF,4,2,51,25,3,1,0,0,0,-2,1,15,2,2,0,10,3,PUNT
106658,4564,748263,PIT,10,PUNT,4,1,46,38,3,1,0,0,0,13,1,1,2,1,0,10,4,PUNT
106659,4564,748268,CHI,12,PUNT,4,2,34,9,8,3,1,1,0,5,2,32,6,4,0,0,38,PUNT
106660,4564,748277,PIT,11,PUNT,4,5,52,15,3,2,0,1,0,0,0,9,3,2,0,0,9,ENDQ
106661,4564,748281,CHI,13,KOFF,5,2,1,26,4,3,3,0,0,74,4,0,0,0,0,0,74,TD
106662,4565,748286,MIN,1,KOFF,1,4,2,25,7,5,2,2,0,14,5,61,2,2,0,0,75,TD
106663,4565,748295,TB,1,KOFF,1,4,40,25,8,3,0,3,0,3,2,50,5,5,0,0,53,FG
106664,4565,748304,MIN,2,KOFF,1,3,22,15,6,2,0,1,0,1,2,24,4,2,0,10,15,PUNT
106665,4565,748312,TB,2,PUNT,1,1,34,23,4,1,0,1,0,3,1,12,3,1,0,0,15,PUNT
106666,4565,748318,MIN,3,PUNT,1,5,57,24,13,8,1,4,0,12,5,57,8,6,7,0,76,TD
106667,4565,748335,TB,3,KOFF,2,1,50,11,3,2,0,0,0,8,2,-3,1,0,0,0,5,PUNT
106668,4565,748339,MIN,4,PUNT,2,2,58,43,5,1,0,1,0,3,1,9,4,3,0,10,2,PUNT
106669,4565,748346,TB,4,PUNT,2,1,46,14,5,3,0,3,0,0,0,52,5,3,8,0,52,INT
106670,4565,748351,MIN,5,INT,2,3,4,8,6,6,1,3,0,17,3,75,3,3,0,0,92,TD
106671,4565,748359,TB,5,KOFF,2,0,43,25,5,1,0,1,0,0,0,18,5,2,0,0,18,PUNT
106672,4565,748365,MIN,6,PUNT,2,0,4,25,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
106673,4565,748367,TB,6,KOFF,3,1,32,11,3,2,0,0,0,8,2,0,1,0,0,0,8,PUNT
106674,4565,748371,MIN,7,PUNT,3,1,3,34,3,2,0,1,0,1,1,65,2,2,0,0,66,TD
106675,4565,748376,TB,7,KOFF,3,3,38,54,6,3,0,3,0,2,1,44,5,4,0,0,46,TD
106676,4565,748385,MIN,8,KOFF,3,6,23,25,13,8,1,3,0,45,6,33,6,4,5,10,73,FG
106677,4565,748400,TB,8,KOFF,3,2,24,25,7,5,0,3,1,2,1,63,6,5,15,5,75,TD
106678,4565,748411,MIN,9,KOFF,4,1,27,25,3,0,0,0,0,0,1,7,2,1,0,0,7,PUNT
106679,4565,748415,TB,9,PUNT,4,1,8,35,3,2,0,1,0,0,0,21,3,2,0,0,21,INT
106680,4565,748418,MIN,10,INT,4,3,45,65,6,1,1,0,0,14,4,2,1,1,0,0,16,FG
106681,4565,748425,TB,10,KOFF,4,2,59,25,8,6,0,4,0,0,0,59,8,6,0,5,54,INT
106682,4565,748434,MIN,11,INT,4,5,41,11,9,5,1,1,0,19,8,36,1,1,0,0,55,ENDQ
106683,4566,748444,TEN,1,KOFF,1,1,24,25,3,0,0,0,0,-1,1,10,2,1,0,0,9,PUNT
106684,4566,748448,SEA,1,PUNT,1,0,59,20,3,0,0,0,0,0,1,8,2,1,0,0,8,PUNT
106685,4566,748452,TEN,2,PUNT,1,1,29,31,3,0,0,0,0,5,2,0,1,0,0,0,5,PUNT
106686,4566,748456,SEA,2,PUNT,1,1,22,12,3,0,0,0,0,3,1,1,2,1,0,0,4,PUNT
106687,4566,748460,TEN,3,PUNT,1,0,26,16,3,0,0,0,0,0,0,0,3,0,0,0,0,PUNT
106688,4566,748464,SEA,3,PUNT,1,2,11,35,6,3,1,1,0,11,2,13,4,1,0,0,24,PUNT
106689,4566,748471,TEN,4,PUNT,1,1,31,20,3,1,0,0,0,3,2,0,1,0,0,0,3,PUNT
106690,4566,748475,SEA,4,PUNT,1,1,55,19,3,2,0,0,0,9,3,0,0,0,0,0,9,PUNT
106691,4566,748479,TEN,5,PUNT,1,5,20,33,11,2,0,1,1,-1,5,46,5,4,36,20,61,FG
106692,4566,748494,SEA,5,KOFF,2,1,2,25,3,0,0,0,0,0,1,0,2,0,0,0,0,PUNT
106693,4566,748498,TEN,6,PUNT,2,6,30,32,12,7,0,2,1,23,6,21,5,4,5,0,49,FG
106694,4566,748512,SEA,6,KOFF,2,2,22,25,3,0,0,0,0,3,1,2,2,1,0,5,0,PUNT
106695,4566,748517,TEN,7,PUNT,2,1,25,32,3,1,0,0,0,1,1,5,2,1,0,0,6,PUNT
106696,4566,748521,SEA,7,PUNT,2,0,49,14,5,3,0,3,0,0,0,86,5,3,0,0,86,TD
106697,4566,748528,TEN,8,KOFF,2,1,15,24,8,6,0,3,0,0,0,47,7,6,0,0,47,FG
106698,4566,748537,SEA,8,KOFF,3,4,51,25,9,6,1,3,0,21,5,54,4,4,0,0,75,TD
106699,4566,748548,TEN,9,KOFF,3,2,35,25,4,3,1,1,0,15,3,55,1,1,5,0,75,TD
106700,4566,748555,SEA,9,KOFF,3,1,4,25,3,0,0,0,0,1,1,0,2,0,0,0,1,PUNT
106701,4566,748559,TEN,10,PUNT,3,2,40,46,5,4,2,1,0,25,4,24,1,1,5,0,54,TD
106702,4566,748567,SEA,10,KOFF,3,2,1,25,5,1,0,1,0,2,2,13,3,1,0,0,15,PUNT
106703,4566,748573,TEN,11,PUNT,3,0,15,25,1,1,1,0,0,75,1,0,0,0,0,0,75,TD
106704,4566,748576,SEA,11,KOFF,3,2,35,25,9,6,0,4,0,-1,1,76,7,6,0,0,75,TD
106705,4566,748586,TEN,12,KOFF,4,3,59,25,8,6,1,2,0,41,4,17,3,2,0,0,58,FG
106706,4566,748595,SEA,12,KOFF,4,2,49,25,9,5,0,4,0,6,1,58,8,5,0,17,47,DWNS
106707,4566,748604,TEN,13,DWNS,4,2,2,28,3,1,0,0,0,3,2,0,1,0,0,5,-2,PUNT
106708,4566,748609,SEA,13,PUNT,4,3,20,28,12,8,2,4,0,14,3,62,9,6,0,0,72,TD
106709,4566,748623,TEN,14,KOFF,4,1,49,53,4,1,0,0,1,6,4,0,0,0,5,0,11,ENDQ
106710,4567,748629,CIN,1,KOFF,1,5,20,21,10,5,1,3,0,25,5,42,5,4,12,0,79,TD
106711,4567,748641,GB,1,KOFF,1,1,54,40,6,4,0,3,1,7,1,20,5,3,33,0,60,TD
106712,4567,748650,CIN,2,KOFF,1,4,5,25,6,2,0,2,0,3,3,25,3,2,0,0,28,PUNT
106713,4567,748657,GB,2,PUNT,1,1,23,40,3,0,0,0,0,0,1,-7,2,1,0,0,-7,PUNT
106714,4567,748661,CIN,3,PUNT,1,4,49,40,9,5,2,2,0,36,6,24,3,3,0,0,60,TD
106715,4567,748672,GB,3,KOFF,2,2,9,25,4,1,0,1,0,0,1,45,3,2,0,0,45,INT
106716,4567,748678,GB,4,KOFF,2,4,20,25,6,2,1,0,0,18,3,-4,3,1,0,5,9,PUNT
106717,4567,748686,CIN,4,PUNT,2,3,20,6,5,3,1,1,0,18,4,11,1,1,0,0,29,PUNT
106718,4567,748692,GB,5,PUNT,2,0,59,17,3,0,0,0,0,0,0,-4,3,1,0,0,-4,PUNT
106719,4567,748696,CIN,5,PUNT,2,1,3,37,3,1,0,0,0,0,0,8,3,2,0,0,8,PUNT
106720,4567,748700,GB,6,PUNT,2,0,38,10,4,1,0,1,0,0,0,3,4,1,0,0,3,PUNT
106721,4567,748706,GB,7,KOFF,3,5,6,25,8,6,1,3,0,11,4,63,4,4,1,0,75,TD
106722,4567,748717,CIN,6,KOFF,3,2,17,25,4,1,0,1,0,-2,1,14,3,1,0,0,12,PUNT
106723,4567,748722,GB,8,PUNT,3,2,14,23,3,0,0,0,0,2,1,-11,2,1,0,0,-9,PUNT
106724,4567,748726,CIN,7,PUNT,3,2,42,53,6,2,0,2,0,3,1,14,4,2,0,0,17,MFG
106725,4567,748732,GB,9,MFG,3,2,58,38,8,4,1,1,0,13,1,34,6,3,5,0,52,FG
106726,4567,748742,CIN,8,KOFF,4,2,6,25,4,1,0,1,0,1,2,18,2,1,0,12,19,PUNT
106727,4567,748747,GB,10,PUNT,4,2,54,21,5,2,0,0,1,9,3,4,2,1,7,0,20,PUNT
106728,4567,748754,CIN,9,PUNT,4,5,57,9,11,6,2,1,1,29,6,28,4,3,6,0,63,FG
106729,4567,748767,GB,11,KOFF,4,3,29,25,12,8,1,5,0,6,1,65,11,9,4,0,75,TD
106730,4567,748782,CIN,10,KOFF,4,5,17,25,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
106731,4567,748784,CIN,11,KOFF,5,2,21,25,3,0,0,0,0,-2,1,7,2,2,0,0,5,PUNT
106732,4567,748788,GB,12,PUNT,5,1,16,21,5,1,0,1,0,-2,1,72,3,1,0,0,70,FG
106733,4568,748794,LAC,1,KOFF,1,1,1,6,3,1,1,0,0,10,1,0,2,0,0,0,10,INT
106734,4568,748797,KC,1,INT,1,1,56,57,4,3,1,1,0,12,2,31,2,2,0,0,43,TD
106735,4568,748803,LAC,2,KOFF,1,4,19,23,8,4,3,0,0,41,6,0,2,0,0,0,41,INT
106736,4568,748811,KC,2,INT,1,2,11,66,4,3,1,2,0,14,2,20,2,2,0,0,34,TD
106737,4568,748817,LAC,3,KOFF,1,5,28,11,9,5,1,3,0,13,6,64,3,3,12,0,89,TD
106738,4568,748828,KC,3,KOFF,1,2,56,40,3,0,0,0,0,11,2,-9,1,0,0,10,-8,PUNT
106739,4568,748833,LAC,4,PUNT,2,1,30,14,4,1,0,1,0,2,1,18,3,1,0,0,20,INT
106740,4568,748837,KC,4,INT,2,6,9,47,9,3,1,0,1,27,4,0,4,2,15,5,37,FG
106741,4568,748849,LAC,5,KOFF,2,4,30,25,13,4,0,4,1,21,5,35,7,5,18,10,64,FG
106742,4568,748865,KC,5,KOFF,3,3,51,24,5,2,0,1,0,7,3,20,2,2,0,10,17,PUNT
106743,4568,748872,LAC,6,PUNT,3,4,1,16,8,3,0,2,0,15,4,34,4,2,0,10,44,PUNT
106744,4568,748883,KC,6,PUNT,3,1,35,20,3,0,0,0,0,0,0,12,3,2,0,10,2,PUNT
106745,4568,748888,LAC,7,PUNT,3,1,43,30,3,0,0,0,0,0,0,9,3,2,0,5,4,PUNT
106746,4568,748893,KC,7,PUNT,3,3,54,10,7,4,1,2,0,14,4,11,3,2,0,0,25,DWNS
106747,4568,748900,LAC,8,DWNS,4,1,32,65,3,0,0,0,0,0,2,0,1,0,0,5,0,PUNT
106748,4568,748905,KC,8,PUNT,4,1,56,6,4,1,1,0,0,20,1,11,3,1,0,5,26,PUNT
106749,4568,748912,LAC,9,PUNT,4,1,36,25,5,1,0,1,0,2,1,11,4,1,0,0,13,PUNT
106750,4568,748918,KC,9,PUNT,4,4,42,15,9,3,1,1,0,4,3,26,6,3,0,0,30,PUNT
106751,4568,748928,LAC,10,PUNT,4,2,5,11,5,1,0,0,1,0,0,-5,5,1,26,0,21,PUNT
106752,4568,748936,KC,10,PUNT,4,1,16,20,4,4,2,0,0,80,4,0,0,0,0,0,80,TD
106753,4568,748942,LAC,11,KOFF,4,1,49,25,8,4,0,3,1,0,0,60,8,5,11,0,71,ENDQ
106754,4569,748952,OAK,1,KOFF,1,0,48,25,2,0,0,0,0,3,1,0,1,0,0,0,3,INT
106755,4569,748954,WAS,1,INT,1,4,29,33,8,4,0,3,0,9,5,58,3,3,0,0,67,TD
106756,4569,748964,OAK,2,KOFF,1,2,5,25,3,0,0,0,0,3,1,-9,2,0,0,0,-6,PUNT
106757,4569,748968,WAS,2,PUNT,1,2,3,25,3,1,0,0,0,4,1,7,2,2,0,5,6,PUNT
106758,4569,748973,OAK,3,PUNT,1,1,24,17,3,1,0,0,0,9,2,0,1,0,0,0,9,PUNT
106759,4569,748977,WAS,3,PUNT,1,3,9,20,5,2,0,1,0,-1,2,21,3,2,0,5,15,PUNT
106760,4569,748984,OAK,4,PUNT,1,1,16,22,4,1,0,0,0,5,1,6,3,1,0,10,1,PUNT
106761,4569,748989,WAS,4,PUNT,2,2,47,17,4,2,0,0,0,4,1,4,3,2,0,10,-2,PUNT
106762,4569,748994,OAK,5,PUNT,2,2,1,29,4,2,0,0,1,1,1,17,3,2,5,0,23,INT
106763,4569,748999,WAS,5,INT,2,6,10,28,11,8,1,4,0,26,5,46,6,6,0,0,72,TD
106764,4569,749012,OAK,6,KOFF,2,2,6,25,4,2,1,0,0,4,2,9,2,2,0,0,13,PUNT
106765,4569,749017,WAS,6,PUNT,2,1,28,15,5,2,1,1,0,17,2,28,3,2,0,5,45,PUNT
106766,4569,749024,OAK,7,PUNT,2,0,14,11,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
106767,4569,749026,WAS,7,KOFF,3,4,23,25,7,4,0,3,0,2,2,83,5,4,0,10,75,TD
106768,4569,749036,OAK,8,KOFF,3,2,13,25,3,0,0,0,0,5,1,-13,2,0,0,0,-8,PUNT
106769,4569,749040,WAS,8,PUNT,3,1,26,59,4,1,0,0,0,1,1,6,2,1,0,0,7,MFG
106770,4569,749044,OAK,9,MFG,3,2,19,42,3,1,0,0,0,0,1,5,2,2,0,0,5,PUNT
106771,4569,749048,OAK,10,PUNT,3,0,47,82,2,1,0,1,0,-3,1,21,1,1,0,0,18,TD
106772,4569,749052,WAS,9,KOFF,3,3,54,25,7,1,0,1,0,7,3,73,3,2,0,10,70,FG
106773,4569,749061,OAK,11,KOFF,4,1,53,22,3,1,0,0,0,0,0,9,3,2,0,10,-1,PUNT
106774,4569,749066,WAS,10,PUNT,4,0,49,9,2,1,1,0,0,3,2,0,0,0,0,0,3,FUM
106775,4569,749068,OAK,12,FUM,4,0,22,88,4,0,0,0,1,0,0,0,3,0,8,0,8,FG
106776,4569,749074,WAS,11,KOFF,4,5,52,25,9,5,2,1,0,35,7,30,1,1,0,0,65,FG
106777,4569,749084,OAK,13,KOFF,4,2,48,25,8,2,1,1,0,6,1,18,7,4,0,15,9,FUM
106778,4569,749094,WAS,12,FUM,4,1,36,63,3,1,0,0,1,9,3,0,0,0,0,10,9,PUNT
106779,4569,749099,OAK,14,PUNT,4,1,38,6,5,5,0,2,0,0,0,33,5,5,0,0,33,ENDQ
106780,4570,749105,ARI,1,KOFF,1,5,1,18,8,4,0,3,1,-2,3,78,5,5,6,0,82,TD
106781,4570,749116,DAL,1,KOFF,1,1,54,25,3,0,0,0,0,0,2,3,1,1,0,0,3,PUNT
106782,4570,749120,ARI,2,PUNT,1,8,58,20,15,6,1,2,1,9,6,57,8,7,6,10,62,MFG
106783,4570,749137,DAL,2,MFG,2,1,33,26,3,0,0,0,0,-3,1,4,2,1,0,0,1,PUNT
106784,4570,749141,ARI,3,PUNT,2,3,6,44,6,1,0,1,0,8,2,7,4,2,0,0,15,PUNT
106785,4570,749148,DAL,3,PUNT,2,5,4,6,7,2,1,0,1,34,4,-4,3,2,20,5,45,PUNT
