uid,gid,player,pa,pc,py,ints,ra,sra,ry,trg,rec,recy,fuml,peny
46278,4559,AH-3600,0,0,0,0,0,0,0,1,1,2,0,0
46279,4559,JC-2300,0,0,0,0,2,1,15,0,0,0,0,0
46280,4559,BF-0950,0,0,0,0,0,0,0,1,0,0,0,0
46281,4559,CA-0750,0,0,0,0,1,0,0,1,1,5,0,0
46282,4559,AJ-0375,0,0,0,0,1,1,2,0,0,0,0,0
46283,4559,DT-0900,0,0,0,0,0,0,0,1,0,0,0,0
46284,4560,MG-0650,0,0,0,0,1,0,0,0,0,0,0,0
46285,4560,TB-2300,4,2,12,0,0,0,0,0,0,0,0,0
46286,4560,CH-3350,0,0,0,0,0,0,0,2,1,7,0,0
46287,4560,RG-2200,0,0,0,0,0,0,0,2,1,5,0,0
46288,4560,DW-1725,4,2,15,0,0,0,0,0,0,0,0,0
46289,4560,RG-1870,0,0,0,0,0,0,0,2,2,15,0,0
46290,4560,DF-1362,0,0,0,0,2,1,7,1,0,0,0,0
46291,4560,SA-0850,0,0,0,0,0,0,0,1,0,0,0,0
46292,4560,LM-1150,0,0,0,0,2,1,2,0,0,0,0,0
46293,4561,MF-1300,0,0,0,0,1,1,12,0,0,0,0,0
46294,4561,BP-1200,0,0,0,0,2,1,1,0,0,0,0,0
46295,4561,JM-2900,2,1,10,0,0,0,0,0,0,0,0,0
46296,4561,JK-1000,0,0,0,0,0,0,0,1,1,10,0,0
46297,4561,EM-0950,0,0,0,0,1,1,5,0,0,0,0,0
46298,4561,AS-0550,0,0,0,0,0,0,0,1,0,0,0,0
46299,4561,JC-6200,2,1,3,0,1,1,9,0,0,0,0,0
46300,4561,KS-2350,0,0,0,0,0,0,0,1,0,0,0,0
46301,4561,DP-0350,0,0,0,0,0,0,0,1,1,3,0,0
46302,4562,CM-1225,0,0,0,0,1,0,2,1,1,11,0,0
46303,4562,CN-0500,2,2,15,0,1,1,3,0,0,0,0,0
46304,4562,KB-0950,0,0,0,0,0,0,0,1,1,4,0,0
46305,4562,JS-6700,0,0,0,0,2,1,6,0,0,0,0,0
46306,4562,DB-3800,4,3,28,0,0,0,0,0,0,0,0,0
46307,4562,MT-0875,0,0,0,0,0,0,0,2,2,17,0,0
46308,4562,AP-0700,0,0,0,0,1,0,-1,0,0,0,0,0
46309,4562,BC-1850,0,0,0,0,0,0,0,1,1,11,0,0
46310,4562,TG-0900,0,0,0,0,1,1,15,0,0,0,0,0
46311,4562,MI-0100,0,0,0,0,1,0,-5,1,0,0,0,0
46312,4563,CW-1425,4,2,11,0,0,0,0,0,0,0,0,0
46313,4563,TB-3950,0,0,0,0,0,0,0,1,1,8,0,0
46314,4563,WS-0650,0,0,0,0,1,1,2,0,0,0,0,0
46315,4563,NA-0050,0,0,0,0,0,0,0,1,0,0,0,0
46316,4563,LB-0500,0,0,0,0,3,2,5,0,0,0,0,15
46317,4563,EM-0200,7,4,23,0,0,0,0,0,0,0,0,0
46318,4563,OB-0075,0,0,0,0,0,0,0,3,3,22,0,15
46319,4563,SS-1250,0,0,0,0,0,0,0,4,1,1,0,0
46320,4563,OD-0200,0,0,0,0,2,0,1,0,0,0,0,0
46321,4563,ZE-0100,0,0,0,0,0,0,0,2,1,3,0,0
46322,4563,PP-0350,0,0,0,0,2,0,4,0,0,0,0,0
46323,4563,CC-2350,0,0,0,0,1,1,15,0,0,0,0,0
46324,4564,MG-0850,1,1,2,0,1,0,2,0,0,0,0,0
46325,4564,JH-5575,0,0,0,0,5,4,44,0,0,0,0,0
46326,4564,BR-1100,7,2,15,0,1,1,6,0,0,0,0,0
46327,4564,JS-4750,0,0,0,0,0,0,0,2,0,0,0,0
46328,4564,TW-1125,0,0,0,0,1,1,3,0,0,0,0,0
46329,4564,AB-3500,0,0,0,0,0,0,0,2,2,15,0,0
46330,4564,LB-0250,0,0,0,0,4,4,12,0,0,0,0,0
46331,4564,AS-0775,0,0,0,0,0,0,0,1,1,2,0,0
46332,4564,MB-4550,0,0,0,0,0,0,0,2,0,0,0,0
46333,4564,JJ-0725,0,0,0,0,0,0,0,1,0,0,0,0
46334,4565,DC-3550,0,0,0,0,6,2,7,1,1,16,0,0
46335,4565,CK-0250,6,5,45,0,0,0,0,0,0,0,0,0
46336,4565,SD-0537,0,0,0,0,0,0,0,2,2,23,0,0
46337,4565,JW-6560,0,0,0,0,0,0,0,1,1,2,0,0
46338,4565,JW-5650,1,1,15,0,0,0,0,0,0,0,0,0
46339,4565,CB-2775,0,0,0,0,0,0,0,1,1,15,0,0
46340,4565,KR-1200,0,0,0,0,0,0,0,1,1,4,0,0
46341,4565,AT-0350,0,0,0,0,0,0,0,1,0,0,0,0
46342,4566,DH-2450,0,0,0,0,1,0,-1,0,0,0,0,0
46343,4566,MM-0912,2,0,0,0,2,1,8,0,0,0,0,0
46344,4566,ED-0200,0,0,0,0,0,0,0,1,0,0,0,20
46345,4566,RM-1500,0,0,0,0,0,0,0,1,0,0,0,0
46346,4566,RW-3850,10,4,30,0,1,1,3,0,0,0,0,17
46347,4566,DB-0500,0,0,0,0,0,0,0,2,1,4,0,0
46348,4566,JG-2900,0,0,0,0,0,0,0,2,0,0,0,0
46349,4566,CP-2550,0,0,0,0,1,0,1,0,0,0,0,0
46350,4566,CC-0750,0,0,0,0,0,0,0,1,1,10,0,0
46351,4566,PR-0150,0,0,0,0,0,0,0,2,1,8,0,0
46352,4566,AD-0212,0,0,0,0,0,0,0,1,0,0,0,0
46353,4566,LW-1450,0,0,0,0,0,0,0,1,1,8,0,0
46354,4567,JM-5275,0,0,0,0,2,0,2,0,0,0,0,0
46355,4567,AD-0100,2,2,16,0,0,0,0,0,0,0,0,0
46356,4567,AG-1500,0,0,0,0,0,0,0,1,1,10,0,0
46357,4567,AR-1300,11,7,32,0,1,0,-2,0,0,0,0,0
46358,4567,DA-0212,0,0,0,0,0,0,0,3,1,10,0,0
46359,4567,JN-0900,0,0,0,0,0,0,0,4,4,19,0,0
46360,4567,LK-0200,0,0,0,0,0,0,0,2,1,1,0,0
46361,4567,JH-4025,0,0,0,0,3,1,9,0,0,0,0,0
46362,4567,GB-0350,0,0,0,0,0,0,0,1,1,6,0,0
46363,4567,TM-3150,0,0,0,0,5,3,17,2,1,2,0,0
46364,4568,KH-2850,0,0,0,0,3,1,13,0,0,0,0,0
46365,4568,AS-1600,3,3,14,0,0,0,0,0,0,0,0,0
46366,4568,AW-1650,0,0,0,0,0,0,0,2,2,7,0,0
46367,4568,MG-1150,0,0,0,0,2,1,11,0,0,0,0,0
46368,4568,TH-1750,0,0,0,0,0,0,0,1,1,7,0,0
46369,4568,CW-1450,0,0,0,0,0,0,0,0,0,0,0,5
46370,4568,PR-0300,2,1,-2,0,0,0,0,0,0,0,0,0
46371,4568,BO-0150,0,0,0,0,0,0,0,1,1,-2,0,0
46372,4568,KA-0650,0,0,0,0,0,0,0,1,0,0,0,0
46373,4569,SP-0825,0,0,0,0,2,1,8,0,0,0,0,0
46374,4569,KC-2350,3,3,14,0,1,0,2,0,0,0,0,0
46375,4569,JC-5680,0,0,0,0,0,0,0,2,2,-4,0,0
46376,4569,VD-0100,0,0,0,0,0,0,0,1,1,18,0,0
46377,4569,CP-0750,0,0,0,0,1,0,-3,1,0,0,0,0
46378,4569,CT-1220,0,0,0,0,2,0,2,0,0,0,0,0
46379,4569,DC-0725,3,0,0,0,0,0,0,0,0,0,0,0
46380,4569,JC-4300,0,0,0,0,0,0,0,1,0,0,0,0
46381,4569,AC-2350,0,0,0,0,0,0,0,1,0,0,0,0
46382,4569,MB-3856,0,0,0,0,1,1,6,0,0,0,0,0
46383,4570,CP-0500,11,4,25,0,1,0,2,0,0,0,0,0
46384,4570,JG-3700,0,0,0,0,0,0,0,2,0,0,0,0
46385,4570,LF-0200,0,0,0,0,0,0,0,4,3,23,0,0
46386,4570,DP-2037,1,1,15,0,1,1,10,0,0,0,0,0
46387,4570,DB-5300,0,0,0,0,0,0,0,1,1,15,0,0
46388,4570,JB-6750,0,0,0,0,0,0,0,2,1,2,0,0
46389,4570,BG-0750,0,0,0,0,0,0,0,2,0,0,0,0
46390,4570,EE-0250,0,0,0,0,2,2,15,0,0,0,0,0
46391,4570,AE-0750,0,0,0,0,0,0,0,1,0,0,0,0
